index,n,epsilon,d,m,k,t,t_multiplier,repeat,time_mu_s,model_error
397,1000,0.50,500,2,17,1.0000,2.0,97,362.00,0.358579
398,1000,0.50,500,2,17,1.0000,2.0,98,345.00,1.304032
399,1000,0.50,500,2,17,1.0000,2.0,99,407.00,0.467597
400,1000,0.50,500,2,17,1.2500,2.5,0,80.00,0.099761
401,1000,0.50,500,2,17,1.2500,2.5,1,404.00,1.398021
402,1000,0.50,500,2,17,1.2500,2.5,2,212.00,0.847542
403,1000,0.50,500,2,17,1.2500,2.5,3,114.00,0.791151
404,1000,0.50,500,2,17,1.2500,2.5,4,348.00,2.215842
405,1000,0.50,500,2,17,1.2500,2.5,5,138.00,0.336918
406,1000,0.50,500,2,17,1.2500,2.5,6,226.00,0.268533
407,1000,0.50,500,2,17,1.2500,2.5,7,363.00,3.055327
408,1000,0.50,500,2,17,1.2500,2.5,8,398.00,4.150346
409,1000,0.50,500,2,17,1.2500,2.5,9,341.00,1.463145
410,1000,0.50,500,2,17,1.2500,2.5,10,41.00,0.128844
411,1000,0.50,500,2,17,1.2500,2.5,11,291.00,0.397577
412,1000,0.50,500,2,17,1.2500,2.5,12,412.00,2.699832
413,1000,0.50,500,2,17,1.2500,2.5,13,397.00,1.715758
414,1000,0.50,500,2,17,1.2500,2.5,14,110.00,0.305132
415,1000,0.50,500,2,17,1.2500,2.5,15,145.00,0.084644
416,1000,0.50,500,2,17,1.2500,2.5,16,82.00,1.230111
417,1000,0.50,500,2,17,1.2500,2.5,17,53.00,0.870510
418,1000,0.50,500,2,17,1.2500,2.5,18,37.00,0.074358
419,1000,0.50,500,2,17,1.2500,2.5,19,409.00,1.366452
420,1000,0.50,500,2,17,1.2500,2.5,20,192.00,0.249570
421,1000,0.50,500,2,17,1.2500,2.5,21,119.00,0.650563
422,1000,0.50,500,2,17,1.2500,2.5,22,205.00,0.412999
423,1000,0.50,500,2,17,1.2500,2.5,23,73.00,0.907441
424,1000,0.50,500,2,17,1.2500,2.5,24,263.00,1.043631
425,1000,0.50,500,2,17,1.2500,2.5,25,86.00,0.358756
426,1000,0.50,500,2,17,1.2500,2.5,26,199.00,0.172485
427,1000,0.50,500,2,17,1.2500,2.5,27,95.00,0.460354
428,1000,0.50,500,2,17,1.2500,2.5,28,44.00,0.216520
429,1000,0.50,500,2,17,1.2500,2.5,29,190.00,0.672400
430,1000,0.50,500,2,17,1.2500,2.5,30,313.00,1.699972
431,1000,0.50,500,2,17,1.2500,2.5,31,365.00,0.132482
432,1000,0.50,500,2,17,1.2500,2.5,32,106.00,0.385354
433,1000,0.50,500,2,17,1.2500,2.5,33,130.00,1.988369
434,1000,0.50,500,2,17,1.2500,2.5,34,109.00,0.676744
435,1000,0.50,500,2,17,1.2500,2.5,35,163.00,0.135238
436,1000,0.50,500,2,17,1.2500,2.5,36,39.00,0.540298
437,1000,0.50,500,2,17,1.2500,2.5,37,391.00,0.657901
438,1000,0.50,500,2,17,1.2500,2.5,38,223.00,0.728931
439,1000,0.50,500,2,17,1.2500,2.5,39,365.00,0.410063
440,1000,0.50,500,2,17,1.2500,2.5,40,104.00,0.363458
441,1000,0.50,500,2,17,1.2500,2.5,41,43.00,0.435191
442,1000,0.50,500,2,17,1.2500,2.5,42,388.00,0.406418
443,1000,0.50,500,2,17,1.2500,2.5,43,272.00,0.403580
444,1000,0.50,500,2,17,1.2500,2.5,44,115.00,0.505868
445,1000,0.50,500,2,17,1.2500,2.5,45,136.00,0.983467
446,1000,0.50,500,2,17,1.2500,2.5,46,232.00,0.614919
447,1000,0.50,500,2,17,1.2500,2.5,47,224.00,0.385774
448,1000,0.50,500,2,17,1.2500,2.5,48,121.00,0.147682
449,1000,0.50,500,2,17,1.2500,2.5,49,360.00,0.777101
450,1000,0.50,500,2,17,1.2500,2.5,50,231.00,0.737913
451,1000,0.50,500,2,17,1.2500,2.5,51,74.00,0.203162
452,1000,0.50,500,2,17,1.2500,2.5,52,359.00,1.388983
453,1000,0.50,500,2,17,1.2500,2.5,53,347.00,0.172411
454,1000,0.50,500,2,17,1.2500,2.5,54,74.00,0.665648
455,1000,0.50,500,2,17,1.2500,2.5,55,291.00,0.865271
456,1000,0.50,500,2,17,1.2500,2.5,56,36.00,0.249811
457,1000,0.50,500,2,17,1.2500,2.5,57,146.00,0.775976
458,1000,0.50,500,2,17,1.2500,2.5,58,63.00,0.542633
459,1000,0.50,500,2,17,1.2500,2.5,59,260.00,0.243099
460,1000,0.50,500,2,17,1.2500,2.5,60,95.00,0.696612
461,1000,0.50,500,2,17,1.2500,2.5,61,40.00,0.130066
462,1000,0.50,500,2,17,1.2500,2.5,62,115.00,0.607221
463,1000,0.50,500,2,17,1.2500,2.5,63,89.00,0.465128
464,1000,0.50,500,2,17,1.2500,2.5,64,102.00,0.277634
465,1000,0.50,500,2,17,1.2500,2.5,65,326.00,0.430772
466,1000,0.50,500,2,17,1.2500,2.5,66,250.00,0.664831
467,1000,0.50,500,2,17,1.2500,2.5,67,143.00,1.477272
468,1000,0.50,500,2,17,1.2500,2.5,68,225.00,0.186856
469,1000,0.50,500,2,17,1.2500,2.5,69,114.00,0.343960
470,1000,0.50,500,2,17,1.2500,2.5,70,58.00,0.106073
471,1000,0.50,500,2,17,1.2500,2.5,71,384.00,1.093003
472,1000,0.50,500,2,17,1.2500,2.5,72,246.00,0.225269
473,1000,0.50,500,2,17,1.2500,2.5,73,101.00,0.315012
474,1000,0.50,500,2,17,1.2500,2.5,74,121.00,0.157096
475,1000,0.50,500,2,17,1.2500,2.5,75,402.00,3.394952
476,1000,0.50,500,2,17,1.2500,2.5,76,352.00,0.645050
477,1000,0.50,500,2,17,1.2500,2.5,77,119.00,0.548079
478,1000,0.50,500,2,17,1.2500,2.5,78,66.00,0.219010
479,1000,0.50,500,2,17,1.2500,2.5,79,202.00,1.113579
480,1000,0.50,500,2,17,1.2500,2.5,80,37.00,0.052564
481,1000,0.50,500,2,17,1.2500,2.5,81,389.00,1.024011
482,1000,0.50,500,2,17,1.2500,2.5,82,87.00,0.382257
483,1000,0.50,500,2,17,1.2500,2.5,83,63.00,0.502481
484,1000,0.50,500,2,17,1.2500,2.5,84,60.00,1.008980
485,1000,0.50,500,2,17,1.2500,2.5,85,176.00,0.707132
486,1000,0.50,500,2,17,1.2500,2.5,86,46.00,0.231982
487,1000,0.50,500,2,17,1.2500,2.5,87,142.00,0.922406
488,1000,0.50,500,2,17,1.2500,2.5,88,89.00,0.423744
489,1000,0.50,500,2,17,1.2500,2.5,89,59.00,1.698885
490,1000,0.50,500,2,17,1.2500,2.5,90,410.00,0.830948
491,1000,0.50,500,2,17,1.2500,2.5,91,43.00,0.828857
492,1000,0.50,500,2,17,1.2500,2.5,92,279.00,0.440352
493,1000,0.50,500,2,17,1.2500,2.5,93,300.00,0.470475
494,1000,0.50,500,2,17,1.2500,2.5,94,384.00,2.900063
495,1000,0.50,500,2,17,1.2500,2.5,95,315.00,1.504294
496,1000,0.50,500,2,17,1.2500,2.5,96,66.00,1.071156
497,1000,0.50,500,2,17,1.2500,2.5,97,96.00,0.168709
498,1000,0.50,500,2,17,1.2500,2.5,98,57.00,0.364897
499,1000,0.50,500,2,17,1.2500,2.5,99,98.00,0.134177
500,1000,0.50,500,2,17,1.5000,3.0,0,112.00,1.563280
501,1000,0.50,500,2,17,1.5000,3.0,1,75.00,3.501039
502,1000,0.50,500,2,17,1.5000,3.0,2,147.00,3.390023
503,1000,0.50,500,2,17,1.5000,3.0,3,60.00,0.160310
504,1000,0.50,500,2,17,1.5000,3.0,4,68.00,0.520245
505,1000,0.50,500,2,17,1.5000,3.0,5,120.00,0.460952
506,1000,0.50,500,2,17,1.5000,3.0,6,123.00,1.627414
507,1000,0.50,500,2,17,1.5000,3.0,7,67.00,0.359485
508,1000,0.50,500,2,17,1.5000,3.0,8,68.00,0.437681
509,1000,0.50,500,2,17,1.5000,3.0,9,69.00,0.748198
510,1000,0.50,500,2,17,1.5000,3.0,10,85.00,1.181836
511,1000,0.50,500,2,17,1.5000,3.0,11,47.00,0.690597
512,1000,0.50,500,2,17,1.5000,3.0,12,321.00,0.415876
513,1000,0.50,500,2,17,1.5000,3.0,13,86.00,0.667890
514,1000,0.50,500,2,17,1.5000,3.0,14,392.00,4.189888
515,1000,0.50,500,2,17,1.5000,3.0,15,124.00,1.599893
516,1000,0.50,500,2,17,1.5000,3.0,16,131.00,0.179600
517,1000,0.50,500,2,17,1.5000,3.0,17,122.00,1.083677
518,1000,0.50,500,2,17,1.5000,3.0,18,375.00,2.599514
519,1000,0.50,500,2,17,1.5000,3.0,19,107.00,0.943949
520,1000,0.50,500,2,17,1.5000,3.0,20,117.00,0.612024
521,1000,0.50,500,2,17,1.5000,3.0,21,363.00,0.926705
522,1000,0.50,500,2,17,1.5000,3.0,22,57.00,0.560285
523,1000,0.50,500,2,17,1.5000,3.0,23,63.00,0.423415
524,1000,0.50,500,2,17,1.5000,3.0,24,366.00,0.433825
525,1000,0.50,500,2,17,1.5000,3.0,25,360.00,0.300572
526,1000,0.50,500,2,17,1.5000,3.0,26,136.00,2.788376
527,1000,0.50,500,2,17,1.5000,3.0,27,71.00,0.205154
528,1000,0.50,500,2,17,1.5000,3.0,28,176.00,1.378502
529,1000,0.50,500,2,17,1.5000,3.0,29,226.00,1.311903
530,1000,0.50,500,2,17,1.5000,3.0,30,87.00,1.499880
531,1000,0.50,500,2,17,1.5000,3.0,31,42.00,0.116012
532,1000,0.50,500,2,17,1.5000,3.0,32,131.00,1.307001
533,1000,0.50,500,2,17,1.5000,3.0,33,127.00,2.623755
534,1000,0.50,500,2,17,1.5000,3.0,34,73.00,0.259163
535,1000,0.50,500,2,17,1.5000,3.0,35,140.00,0.457294
536,1000,0.50,500,2,17,1.5000,3.0,36,97.00,2.215431
537,1000,0.50,500,2,17,1.5000,3.0,37,323.00,0.134891
538,1000,0.50,500,2,17,1.5000,3.0,38,70.00,0.598873
539,1000,0.50,500,2,17,1.5000,3.0,39,196.00,0.472888
540,1000,0.50,500,2,17,1.5000,3.0,40,40.00,0.594566
541,1000,0.50,500,2,17,1.5000,3.0,41,230.00,2.178929
542,1000,0.50,500,2,17,1.5000,3.0,42,62.00,0.587698
543,1000,0.50,500,2,17,1.5000,3.0,43,120.00,0.964668
544,1000,0.50,500,2,17,1.5000,3.0,44,47.00,0.522909
545,1000,0.50,500,2,17,1.5000,3.0,45,84.00,0.023008
546,1000,0.50,500,2,17,1.5000,3.0,46,101.00,0.587673
547,1000,0.50,500,2,17,1.5000,3.0,47,73.00,0.345414
548,1000,0.50,500,2,17,1.5000,3.0,48,82.00,0.613438
549,1000,0.50,500,2,17,1.5000,3.0,49,380.00,3.832093
550,1000,0.50,500,2,17,1.5000,3.0,50,131.00,0.595891
551,1000,0.50,500,2,17,1.5000,3.0,51,101.00,1.758927
552,1000,0.50,500,2,17,1.5000,3.0,52,285.00,2.901836
553,1000,0.50,500,2,17,1.5000,3.0,53,61.00,2.450860
554,1000,0.50,500,2,17,1.5000,3.0,54,62.00,0.520191
555,1000,0.50,500,2,17,1.5000,3.0,55,139.00,1.137018
556,1000,0.50,500,2,17,1.5000,3.0,56,48.00,0.303485
557,1000,0.50,500,2,17,1.5000,3.0,57,133.00,1.707341
558,1000,0.50,500,2,17,1.5000,3.0,58,127.00,1.478753
559,1000,0.50,500,2,17,1.5000,3.0,59,410.00,2.965548
560,1000,0.50,500,2,17,1.5000,3.0,60,92.00,3.656514
561,1000,0.50,500,2,17,1.5000,3.0,61,95.00,1.948701
562,1000,0.50,500,2,17,1.5000,3.0,62,117.00,2.366094
563,1000,0.50,500,2,17,1.5000,3.0,63,207.00,0.810375
564,1000,0.50,500,2,17,1.5000,3.0,64,123.00,0.224946
565,1000,0.50,500,2,17,1.5000,3.0,65,87.00,1.326118
566,1000,0.50,500,2,17,1.5000,3.0,66,325.00,0.108601
567,1000,0.50,500,2,17,1.5000,3.0,67,110.00,0.181941
568,1000,0.50,500,2,17,1.5000,3.0,68,65.00,3.901627
569,1000,0.50,500,2,17,1.5000,3.0,69,136.00,2.441264
570,1000,0.50,500,2,17,1.5000,3.0,70,295.00,0.742805
571,1000,0.50,500,2,17,1.5000,3.0,71,174.00,1.458034
572,1000,0.50,500,2,17,1.5000,3.0,72,127.00,0.175303
573,1000,0.50,500,2,17,1.5000,3.0,73,109.00,0.350366
574,1000,0.50,500,2,17,1.5000,3.0,74,365.00,0.122672
575,1000,0.50,500,2,17,1.5000,3.0,75,118.00,0.274971
576,1000,0.50,500,2,17,1.5000,3.0,76,226.00,0.258387
577,1000,0.50,500,2,17,1.5000,3.0,77,102.00,0.636792
578,1000,0.50,500,2,17,1.5000,3.0,78,67.00,2.370966
579,1000,0.50,500,2,17,1.5000,3.0,79,97.00,0.273418
580,1000,0.50,500,2,17,1.5000,3.0,80,59.00,0.213274
581,1000,0.50,500,2,17,1.5000,3.0,81,93.00,0.278086
582,1000,0.50,500,2,17,1.5000,3.0,82,156.00,0.511407
583,1000,0.50,500,2,17,1.5000,3.0,83,201.00,2.765198
584,1000,0.50,500,2,17,1.5000,3.0,84,242.00,0.251564
585,1000,0.50,500,2,17,1.5000,3.0,85,61.00,0.308068
586,1000,0.50,500,2,17,1.5000,3.0,86,62.00,0.226934
587,1000,0.50,500,2,17,1.5000,3.0,87,95.00,0.642206
588,1000,0.50,500,2,17,1.5000,3.0,88,173.00,0.225328
589,1000,0.50,500,2,17,1.5000,3.0,89,45.00,0.962898
590,1000,0.50,500,2,17,1.5000,3.0,90,361.00,0.082189
591,1000,0.50,500,2,17,1.5000,3.0,91,162.00,0.902183
592,1000,0.50,500,2,17,1.5000,3.0,92,229.00,1.107185
593,1000,0.50,500,2,17,1.5000,3.0,93,171.00,0.201049
594,1000,0.50,500,2,17,1.5000,3.0,94,294.00,0.418232
595,1000,0.50,500,2,17,1.5000,3.0,95,98.00,0.644389
596,1000,0.50,500,2,17,1.5000,3.0,96,111.00,1.657157
597,1000,0.50,500,2,17,1.5000,3.0,97,105.00,3.147528
598,1000,0.50,500,2,17,1.5000,3.0,98,58.00,1.288052
599,1000,0.50,500,2,17,1.5000,3.0,99,71.00,1.498128
600,1000,0.50,500,2,17,1.7500,3.5,0,75.00,1.588921
601,1000,0.50,500,2,17,1.7500,3.5,1,97.00,4.414485
602,1000,0.50,500,2,17,1.7500,3.5,2,70.00,1.578299
603,1000,0.50,500,2,17,1.7500,3.5,3,66.00,1.004243
604,1000,0.50,500,2,17,1.7500,3.5,4,140.00,1.360614
605,1000,0.50,500,2,17,1.7500,3.5,5,59.00,0.325341
606,1000,0.50,500,2,17,1.7500,3.5,6,187.00,1.218709
607,1000,0.50,500,2,17,1.7500,3.5,7,60.00,1.868110
608,1000,0.50,500,2,17,1.7500,3.5,8,79.00,2.366004
609,1000,0.50,500,2,17,1.7500,3.5,9,79.00,1.033101
610,1000,0.50,500,2,17,1.7500,3.5,10,60.00,3.948233
611,1000,0.50,500,2,17,1.7500,3.5,11,86.00,1.063836
612,1000,0.50,500,2,17,1.7500,3.5,12,101.00,0.974209
613,1000,0.50,500,2,17,1.7500,3.5,13,113.00,1.012199
614,1000,0.50,500,2,17,1.7500,3.5,14,139.00,0.889204
615,1000,0.50,500,2,17,1.7500,3.5,15,173.00,5.568733
616,1000,0.50,500,2,17,1.7500,3.5,16,39.00,0.405119
617,1000,0.50,500,2,17,1.7500,3.5,17,83.00,2.336510
618,1000,0.50,500,2,17,1.7500,3.5,18,206.00,0.412667
619,1000,0.50,500,2,17,1.7500,3.5,19,40.00,0.567925
620,1000,0.50,500,2,17,1.7500,3.5,20,80.00,0.097799
621,1000,0.50,500,2,17,1.7500,3.5,21,62.00,1.142509
622,1000,0.50,500,2,17,1.7500,3.5,22,187.00,5.085244
623,1000,0.50,500,2,17,1.7500,3.5,23,40.00,0.968553
624,1000,0.50,500,2,17,1.7500,3.5,24,144.00,0.114027
625,1000,0.50,500,2,17,1.7500,3.5,25,99.00,0.227092
626,1000,0.50,500,2,17,1.7500,3.5,26,64.00,2.649943
627,1000,0.50,500,2,17,1.7500,3.5,27,263.00,2.897557
628,1000,0.50,500,2,17,1.7500,3.5,28,41.00,0.367853
629,1000,0.50,500,2,17,1.7500,3.5,29,99.00,4.748944
630,1000,0.50,500,2,17,1.7500,3.5,30,97.00,2.448460
631,1000,0.50,500,2,17,1.7500,3.5,31,100.00,2.853765
632,1000,0.50,500,2,17,1.7500,3.5,32,94.00,0.168991
633,1000,0.50,500,2,17,1.7500,3.5,33,202.00,1.881688
634,1000,0.50,500,2,17,1.7500,3.5,34,49.00,0.361188
635,1000,0.50,500,2,17,1.7500,3.5,35,111.00,2.821828
636,1000,0.50,500,2,17,1.7500,3.5,36,98.00,3.051317
637,1000,0.50,500,2,17,1.7500,3.5,37,190.00,4.658022
638,1000,0.50,500,2,17,1.7500,3.5,38,66.00,0.325316
639,1000,0.50,500,2,17,1.7500,3.5,39,67.00,2.769578
640,1000,0.50,500,2,17,1.7500,3.5,40,61.00,2.908485
641,1000,0.50,500,2,17,1.7500,3.5,41,124.00,2.648113
642,1000,0.50,500,2,17,1.7500,3.5,42,131.00,0.745519
643,1000,0.50,500,2,17,1.7500,3.5,43,56.00,1.169595
644,1000,0.50,500,2,17,1.7500,3.5,44,85.00,0.208228
645,1000,0.50,500,2,17,1.7500,3.5,45,79.00,0.142316
646,1000,0.50,500,2,17,1.7500,3.5,46,160.00,3.388029
647,1000,0.50,500,2,17,1.7500,3.5,47,116.00,5.146784
648,1000,0.50,500,2,17,1.7500,3.5,48,312.00,0.248792
649,1000,0.50,500,2,17,1.7500,3.5,49,95.00,0.419420
650,1000,0.50,500,2,17,1.7500,3.5,50,278.00,5.390224
651,1000,0.50,500,2,17,1.7500,3.5,51,47.00,0.420516
652,1000,0.50,500,2,17,1.7500,3.5,52,129.00,1.557579
653,1000,0.50,500,2,17,1.7500,3.5,53,160.00,1.763055
654,1000,0.50,500,2,17,1.7500,3.5,54,64.00,3.579150
655,1000,0.50,500,2,17,1.7500,3.5,55,55.00,1.864663
656,1000,0.50,500,2,17,1.7500,3.5,56,68.00,0.465274
657,1000,0.50,500,2,17,1.7500,3.5,57,89.00,0.255640
658,1000,0.50,500,2,17,1.7500,3.5,58,42.00,0.508565
659,1000,0.50,500,2,17,1.7500,3.5,59,79.00,3.610014
660,1000,0.50,500,2,17,1.7500,3.5,60,77.00,0.598377
661,1000,0.50,500,2,17,1.7500,3.5,61,80.00,3.236403
662,1000,0.50,500,2,17,1.7500,3.5,62,316.00,5.437485
663,1000,0.50,500,2,17,1.7500,3.5,63,165.00,1.737716
664,1000,0.50,500,2,17,1.7500,3.5,64,84.00,0.887275
665,1000,0.50,500,2,17,1.7500,3.5,65,107.00,4.713321
666,1000,0.50,500,2,17,1.7500,3.5,66,89.00,4.077211
667,1000,0.50,500,2,17,1.7500,3.5,67,253.00,4.493823
668,1000,0.50,500,2,17,1.7500,3.5,68,161.00,4.026917
669,1000,0.50,500,2,17,1.7500,3.5,69,77.00,0.840734
670,1000,0.50,500,2,17,1.7500,3.5,70,270.00,0.243973
671,1000,0.50,500,2,17,1.7500,3.5,71,81.00,0.362614
672,1000,0.50,500,2,17,1.7500,3.5,72,103.00,2.036309
673,1000,0.50,500,2,17,1.7500,3.5,73,71.00,2.634655
674,1000,0.50,500,2,17,1.7500,3.5,74,63.00,5.204003
675,1000,0.50,500,2,17,1.7500,3.5,75,72.00,0.618009
676,1000,0.50,500,2,17,1.7500,3.5,76,74.00,1.375732
677,1000,0.50,500,2,17,1.7500,3.5,77,103.00,2.278386
678,1000,0.50,500,2,17,1.7500,3.5,78,58.00,0.494115
679,1000,0.50,500,2,17,1.7500,3.5,79,65.00,4.153169
680,1000,0.50,500,2,17,1.7500,3.5,80,64.00,6.409827
681,1000,0.50,500,2,17,1.7500,3.5,81,73.00,4.320815
682,1000,0.50,500,2,17,1.7500,3.5,82,87.00,2.383664
683,1000,0.50,500,2,17,1.7500,3.5,83,134.00,0.361236
684,1000,0.50,500,2,17,1.7500,3.5,84,284.00,0.176835
685,1000,0.50,500,2,17,1.7500,3.5,85,58.00,1.723347
686,1000,0.50,500,2,17,1.7500,3.5,86,85.00,0.668840
687,1000,0.50,500,2,17,1.7500,3.5,87,95.00,0.527365
688,1000,0.50,500,2,17,1.7500,3.5,88,76.00,0.365178
689,1000,0.50,500,2,17,1.7500,3.5,89,147.00,0.371583
690,1000,0.50,500,2,17,1.7500,3.5,90,146.00,0.210654
691,1000,0.50,500,2,17,1.7500,3.5,91,129.00,1.312466
692,1000,0.50,500,2,17,1.7500,3.5,92,68.00,0.332409
693,1000,0.50,500,2,17,1.7500,3.5,93,116.00,0.595511
694,1000,0.50,500,2,17,1.7500,3.5,94,42.00,0.721603
695,1000,0.50,500,2,17,1.7500,3.5,95,86.00,0.367154
696,1000,0.50,500,2,17,1.7500,3.5,96,189.00,0.062132
697,1000,0.50,500,2,17,1.7500,3.5,97,72.00,0.326622
698,1000,0.50,500,2,17,1.7500,3.5,98,69.00,1.873839
699,1000,0.50,500,2,17,1.7500,3.5,99,146.00,2.256528
700,1000,0.50,500,2,17,2.0000,4.0,0,127.00,3.655972
701,1000,0.50,500,2,17,2.0000,4.0,1,81.00,0.184377
702,1000,0.50,500,2,17,2.0000,4.0,2,111.00,1.271043
703,1000,0.50,500,2,17,2.0000,4.0,3,103.00,1.657367
704,1000,0.50,500,2,17,2.0000,4.0,4,41.00,0.126441
705,1000,0.50,500,2,17,2.0000,4.0,5,95.00,4.299920
706,1000,0.50,500,2,17,2.0000,4.0,6,88.00,3.184695
707,1000,0.50,500,2,17,2.0000,4.0,7,107.00,2.796767
708,1000,0.50,500,2,17,2.0000,4.0,8,187.00,4.433165
709,1000,0.50,500,2,17,2.0000,4.0,9,88.00,2.291035
710,1000,0.50,500,2,17,2.0000,4.0,10,203.00,5.280413
711,1000,0.50,500,2,17,2.0000,4.0,11,97.00,0.244976
712,1000,0.50,500,2,17,2.0000,4.0,12,80.00,5.062171
713,1000,0.50,500,2,17,2.0000,4.0,13,50.00,0.875277
714,1000,0.50,500,2,17,2.0000,4.0,14,56.00,0.560956
715,1000,0.50,500,2,17,2.0000,4.0,15,66.00,2.071962
716,1000,0.50,500,2,17,2.0000,4.0,16,90.00,1.654481
717,1000,0.50,500,2,17,2.0000,4.0,17,65.00,2.915724
718,1000,0.50,500,2,17,2.0000,4.0,18,126.00,5.006478
719,1000,0.50,500,2,17,2.0000,4.0,19,63.00,0.279326
720,1000,0.50,500,2,17,2.0000,4.0,20,96.00,1.905909
721,1000,0.50,500,2,17,2.0000,4.0,21,86.00,1.523520
722,1000,0.50,500,2,17,2.0000,4.0,22,49.00,1.223850
723,1000,0.50,500,2,17,2.0000,4.0,23,66.00,1.874647
724,1000,0.50,500,2,17,2.0000,4.0,24,146.00,3.568775
725,1000,0.50,500,2,17,2.0000,4.0,25,61.00,4.449970
726,1000,0.50,500,2,17,2.0000,4.0,26,43.00,0.178293
727,1000,0.50,500,2,17,2.0000,4.0,27,102.00,0.732996
728,1000,0.50,500,2,17,2.0000,4.0,28,47.00,0.622050
729,1000,0.50,500,2,17,2.0000,4.0,29,74.00,1.459351
730,1000,0.50,500,2,17,2.0000,4.0,30,77.00,0.274048
731,1000,0.50,500,2,17,2.0000,4.0,31,110.00,6.028377
732,1000,0.50,500,2,17,2.0000,4.0,32,187.00,5.974201
733,1000,0.50,500,2,17,2.0000,4.0,33,59.00,1.106338
734,1000,0.50,500,2,17,2.0000,4.0,34,80.00,1.653896
735,1000,0.50,500,2,17,2.0000,4.0,35,84.00,0.089377
736,1000,0.50,500,2,17,2.0000,4.0,36,66.00,1.981932
737,1000,0.50,500,2,17,2.0000,4.0,37,60.00,2.954967
738,1000,0.50,500,2,17,2.0000,4.0,38,79.00,0.548586
739,1000,0.50,500,2,17,2.0000,4.0,39,69.00,3.678750
740,1000,0.50,500,2,17,2.0000,4.0,40,55.00,0.573689
741,1000,0.50,500,2,17,2.0000,4.0,41,50.00,1.099748
742,1000,0.50,500,2,17,2.0000,4.0,42,221.00,0.445092
743,1000,0.50,500,2,17,2.0000,4.0,43,96.00,1.474284
744,1000,0.50,500,2,17,2.0000,4.0,44,98.00,1.691684
745,1000,0.50,500,2,17,2.0000,4.0,45,64.00,3.551099
746,1000,0.50,500,2,17,2.0000,4.0,46,79.00,1.112370
747,1000,0.50,500,2,17,2.0000,4.0,47,50.00,0.709476
748,1000,0.50,500,2,17,2.0000,4.0,48,97.00,1.316598
749,1000,0.50,500,2,17,2.0000,4.0,49,188.00,2.936014
750,1000,0.50,500,2,17,2.0000,4.0,50,65.00,2.965522
751,1000,0.50,500,2,17,2.0000,4.0,51,110.00,2.444057
752,1000,0.50,500,2,17,2.0000,4.0,52,91.00,1.546591
753,1000,0.50,500,2,17,2.0000,4.0,53,57.00,6.041874
754,1000,0.50,500,2,17,2.0000,4.0,54,80.00,2.539143
755,1000,0.50,500,2,17,2.0000,4.0,55,94.00,0.394683
756,1000,0.50,500,2,17,2.0000,4.0,56,80.00,5.228776
757,1000,0.50,500,2,17,2.0000,4.0,57,51.00,1.297752
758,1000,0.50,500,2,17,2.0000,4.0,58,102.00,6.662411
759,1000,0.50,500,2,17,2.0000,4.0,59,59.00,5.051974
760,1000,0.50,500,2,17,2.0000,4.0,60,99.00,1.489959
761,1000,0.50,500,2,17,2.0000,4.0,61,56.00,0.603055
762,1000,0.50,500,2,17,2.0000,4.0,62,158.00,4.614146
763,1000,0.50,500,2,17,2.0000,4.0,63,56.00,0.589975
764,1000,0.50,500,2,17,2.0000,4.0,64,116.00,6.020001
765,1000,0.50,500,2,17,2.0000,4.0,65,49.00,0.309210
766,1000,0.50,500,2,17,2.0000,4.0,66,131.00,1.762597
767,1000,0.50,500,2,17,2.0000,4.0,67,62.00,4.501892
768,1000,0.50,500,2,17,2.0000,4.0,68,61.00,3.127290
769,1000,0.50,500,2,17,2.0000,4.0,69,39.00,0.125100
770,1000,0.50,500,2,17,2.0000,4.0,70,69.00,0.421353
771,1000,0.50,500,2,17,2.0000,4.0,71,100.00,0.799194
772,1000,0.50,500,2,17,2.0000,4.0,72,95.00,0.866773
773,1000,0.50,500,2,17,2.0000,4.0,73,59.00,5.004936
774,1000,0.50,500,2,17,2.0000,4.0,74,129.00,5.319033
775,1000,0.50,500,2,17,2.0000,4.0,75,62.00,0.980531
776,1000,0.50,500,2,17,2.0000,4.0,76,283.00,2.719028
777,1000,0.50,500,2,17,2.0000,4.0,77,105.00,0.222412
778,1000,0.50,500,2,17,2.0000,4.0,78,154.00,2.976630
779,1000,0.50,500,2,17,2.0000,4.0,79,46.00,0.227139
780,1000,0.50,500,2,17,2.0000,4.0,80,112.00,4.646113
781,1000,0.50,500,2,17,2.0000,4.0,81,52.00,3.332851
782,1000,0.50,500,2,17,2.0000,4.0,82,53.00,1.884476
783,1000,0.50,500,2,17,2.0000,4.0,83,43.00,0.121375
784,1000,0.50,500,2,17,2.0000,4.0,84,72.00,1.562958
785,1000,0.50,500,2,17,2.0000,4.0,85,82.00,4.600388
786,1000,0.50,500,2,17,2.0000,4.0,86,49.00,0.812970
787,1000,0.50,500,2,17,2.0000,4.0,87,64.00,0.294535
788,1000,0.50,500,2,17,2.0000,4.0,88,69.00,2.637454
789,1000,0.50,500,2,17,2.0000,4.0,89,39.00,0.541716
790,1000,0.50,500,2,17,2.0000,4.0,90,84.00,6.705359
791,1000,0.50,500,2,17,2.0000,4.0,91,86.00,1.963684
792,1000,0.50,500,2,17,2.0000,4.0,92,83.00,3.674349
793,1000,0.50,500,2,17,2.0000,4.0,93,82.00,4.900227
794,1000,0.50,500,2,17,2.0000,4.0,94,43.00,0.841248
