index,n,epsilon,d,m,k,t,t_multiplier,repeat,time_mu_s,model_error
36,1000,0.50,500,2,17,0.2500,0.5,36,298.00,0.231697
37,1000,0.50,500,2,17,0.2500,0.5,37,297.00,0.670173
38,1000,0.50,500,2,17,0.2500,0.5,38,291.00,0.971793
39,1000,0.50,500,2,17,0.2500,0.5,39,267.00,2.642399
40,1000,0.50,500,2,17,0.2500,0.5,40,258.00,4.591766
41,1000,0.50,500,2,17,0.2500,0.5,41,286.00,0.783495
42,1000,0.50,500,2,17,0.2500,0.5,42,260.00,2.524898
43,1000,0.50,500,2,17,0.2500,0.5,43,287.00,0.255772
44,1000,0.50,500,2,17,0.2500,0.5,44,280.00,1.643878
45,1000,0.50,500,2,17,0.2500,0.5,45,259.00,2.980143
46,1000,0.50,500,2,17,0.2500,0.5,46,290.00,0.448836
47,1000,0.50,500,2,17,0.2500,0.5,47,276.00,0.557232
48,1000,0.50,500,2,17,0.2500,0.5,48,307.00,0.175045
49,1000,0.50,500,2,17,0.2500,0.5,49,282.00,0.218192
50,1000,0.50,500,2,17,0.2500,0.5,50,278.00,3.403157
51,1000,0.50,500,2,17,0.2500,0.5,51,288.00,0.117675
52,1000,0.50,500,2,17,0.2500,0.5,52,257.00,4.681676
53,1000,0.50,500,2,17,0.2500,0.5,53,277.00,0.197345
54,1000,0.50,500,2,17,0.2500,0.5,54,286.00,0.801311
55,1000,0.50,500,2,17,0.2500,0.5,55,296.00,0.408836
56,1000,0.50,500,2,17,0.2500,0.5,56,277.00,1.316196
57,1000,0.50,500,2,17,0.2500,0.5,57,289.00,0.363187
58,1000,0.50,500,2,17,0.2500,0.5,58,291.00,0.523961
59,1000,0.50,500,2,17,0.2500,0.5,59,278.00,1.133023
60,1000,0.50,500,2,17,0.2500,0.5,60,280.00,0.110059
61,1000,0.50,500,2,17,0.2500,0.5,61,284.00,0.983048
62,1000,0.50,500,2,17,0.2500,0.5,62,291.00,0.256754
63,1000,0.50,500,2,17,0.2500,0.5,63,266.00,1.272887
64,1000,0.50,500,2,17,0.2500,0.5,64,263.00,1.133224
65,1000,0.50,500,2,17,0.2500,0.5,65,286.00,0.703571
66,1000,0.50,500,2,17,0.2500,0.5,66,282.00,0.522528
67,1000,0.50,500,2,17,0.2500,0.5,67,265.00,0.136613
68,1000,0.50,500,2,17,0.2500,0.5,68,289.00,0.550861
69,1000,0.50,500,2,17,0.2500,0.5,69,275.00,1.202277
70,1000,0.50,500,2,17,0.2500,0.5,70,295.00,0.870087
71,1000,0.50,500,2,17,0.2500,0.5,71,279.00,1.484696
72,1000,0.50,500,2,17,0.2500,0.5,72,286.00,0.510230
73,1000,0.50,500,2,17,0.2500,0.5,73,299.00,0.443899
74,1000,0.50,500,2,17,0.2500,0.5,74,265.00,7.588979
75,1000,0.50,500,2,17,0.2500,0.5,75,275.00,1.005136
76,1000,0.50,500,2,17,0.2500,0.5,76,286.00,0.236097
77,1000,0.50,500,2,17,0.2500,0.5,77,286.00,1.097643
78,1000,0.50,500,2,17,0.2500,0.5,78,281.00,0.276802
79,1000,0.50,500,2,17,0.2500,0.5,79,287.00,0.513587
80,1000,0.50,500,2,17,0.2500,0.5,80,274.00,0.507662
81,1000,0.50,500,2,17,0.2500,0.5,81,296.00,0.229877
82,1000,0.50,500,2,17,0.2500,0.5,82,281.00,1.201355
83,1000,0.50,500,2,17,0.2500,0.5,83,280.00,0.825836
84,1000,0.50,500,2,17,0.2500,0.5,84,280.00,1.051026
85,1000,0.50,500,2,17,0.2500,0.5,85,295.00,0.151136
86,1000,0.50,500,2,17,0.2500,0.5,86,252.00,4.654227
87,1000,0.50,500,2,17,0.2500,0.5,87,289.00,0.432223
88,1000,0.50,500,2,17,0.2500,0.5,88,287.00,0.311221
89,1000,0.50,500,2,17,0.2500,0.5,89,269.00,1.442466
90,1000,0.50,500,2,17,0.2500,0.5,90,282.00,0.579714
91,1000,0.50,500,2,17,0.2500,0.5,91,270.00,1.003807
92,1000,0.50,500,2,17,0.2500,0.5,92,266.00,0.357121
93,1000,0.50,500,2,17,0.2500,0.5,93,264.00,2.235817
94,1000,0.50,500,2,17,0.2500,0.5,94,289.00,0.651213
95,1000,0.50,500,2,17,0.2500,0.5,95,284.00,1.023622
96,1000,0.50,500,2,17,0.2500,0.5,96,269.00,2.721310
97,1000,0.50,500,2,17,0.2500,0.5,97,285.00,1.259027
98,1000,0.50,500,2,17,0.2500,0.5,98,273.00,1.368554
99,1000,0.50,500,2,17,0.2500,0.5,99,266.00,5.739612
100,1000,0.50,500,2,17,0.5000,1.0,0,327.00,0.294529
101,1000,0.50,500,2,17,0.5000,1.0,1,316.00,0.682185
102,1000,0.50,500,2,17,0.5000,1.0,2,332.00,0.595480
103,1000,0.50,500,2,17,0.5000,1.0,3,324.00,0.360494
104,1000,0.50,500,2,17,0.5000,1.0,4,306.00,0.116601
105,1000,0.50,500,2,17,0.5000,1.0,5,325.00,1.103740
106,1000,0.50,500,2,17,0.5000,1.0,6,343.00,1.709044
107,1000,0.50,500,2,17,0.5000,1.0,7,348.00,0.321378
108,1000,0.50,500,2,17,0.5000,1.0,8,332.00,0.342527
109,1000,0.50,500,2,17,0.5000,1.0,9,334.00,1.957344
110,1000,0.50,500,2,17,0.5000,1.0,10,315.00,1.221086
111,1000,0.50,500,2,17,0.5000,1.0,11,324.00,1.079439
112,1000,0.50,500,2,17,0.5000,1.0,12,317.00,0.724800
113,1000,0.50,500,2,17,0.5000,1.0,13,333.00,0.355950
114,1000,0.50,500,2,17,0.5000,1.0,14,314.00,1.870079
115,1000,0.50,500,2,17,0.5000,1.0,15,337.00,0.696935
116,1000,0.50,500,2,17,0.5000,1.0,16,366.00,0.629956
117,1000,0.50,500,2,17,0.5000,1.0,17,349.00,0.377615
118,1000,0.50,500,2,17,0.5000,1.0,18,308.00,2.204187
119,1000,0.50,500,2,17,0.5000,1.0,19,359.00,0.596736
120,1000,0.50,500,2,17,0.5000,1.0,20,360.00,0.591101
121,1000,0.50,500,2,17,0.5000,1.0,21,340.00,0.562591
122,1000,0.50,500,2,17,0.5000,1.0,22,314.00,0.473881
123,1000,0.50,500,2,17,0.5000,1.0,23,303.00,0.138116
124,1000,0.50,500,2,17,0.5000,1.0,24,332.00,0.294723
125,1000,0.50,500,2,17,0.5000,1.0,25,354.00,0.153641
126,1000,0.50,500,2,17,0.5000,1.0,26,337.00,0.326757
127,1000,0.50,500,2,17,0.5000,1.0,27,291.00,0.390066
128,1000,0.50,500,2,17,0.5000,1.0,28,314.00,1.285740
129,1000,0.50,500,2,17,0.5000,1.0,29,306.00,1.366810
130,1000,0.50,500,2,17,0.5000,1.0,30,342.00,0.149174
131,1000,0.50,500,2,17,0.5000,1.0,31,337.00,0.849663
132,1000,0.50,500,2,17,0.5000,1.0,32,286.00,0.210416
133,1000,0.50,500,2,17,0.5000,1.0,33,329.00,0.160803
134,1000,0.50,500,2,17,0.5000,1.0,34,321.00,0.758862
135,1000,0.50,500,2,17,0.5000,1.0,35,348.00,0.389046
136,1000,0.50,500,2,17,0.5000,1.0,36,350.00,0.538924
137,1000,0.50,500,2,17,0.5000,1.0,37,326.00,0.273090
138,1000,0.50,500,2,17,0.5000,1.0,38,341.00,0.394051
139,1000,0.50,500,2,17,0.5000,1.0,39,329.00,0.362706
140,1000,0.50,500,2,17,0.5000,1.0,40,333.00,0.299057
141,1000,0.50,500,2,17,0.5000,1.0,41,355.00,0.122611
142,1000,0.50,500,2,17,0.5000,1.0,42,341.00,1.488628
143,1000,0.50,500,2,17,0.5000,1.0,43,326.00,0.378541
144,1000,0.50,500,2,17,0.5000,1.0,44,300.00,1.683073
145,1000,0.50,500,2,17,0.5000,1.0,45,305.00,1.255727
146,1000,0.50,500,2,17,0.5000,1.0,46,353.00,0.427340
147,1000,0.50,500,2,17,0.5000,1.0,47,316.00,1.175857
148,1000,0.50,500,2,17,0.5000,1.0,48,325.00,0.355818
149,1000,0.50,500,2,17,0.5000,1.0,49,331.00,0.813000
150,1000,0.50,500,2,17,0.5000,1.0,50,332.00,0.080526
151,1000,0.50,500,2,17,0.5000,1.0,51,317.00,0.423056
152,1000,0.50,500,2,17,0.5000,1.0,52,316.00,3.805124
153,1000,0.50,500,2,17,0.5000,1.0,53,322.00,0.732462
154,1000,0.50,500,2,17,0.5000,1.0,54,304.00,0.408459
155,1000,0.50,500,2,17,0.5000,1.0,55,327.00,0.180135
156,1000,0.50,500,2,17,0.5000,1.0,56,335.00,0.469314
157,1000,0.50,500,2,17,0.5000,1.0,57,314.00,1.761891
158,1000,0.50,500,2,17,0.5000,1.0,58,309.00,1.289400
159,1000,0.50,500,2,17,0.5000,1.0,59,349.00,0.184028
160,1000,0.50,500,2,17,0.5000,1.0,60,349.00,3.380893
161,1000,0.50,500,2,17,0.5000,1.0,61,321.00,0.282362
162,1000,0.50,500,2,17,0.5000,1.0,62,324.00,0.549706
163,1000,0.50,500,2,17,0.5000,1.0,63,345.00,0.367612
164,1000,0.50,500,2,17,0.5000,1.0,64,373.00,1.575138
165,1000,0.50,500,2,17,0.5000,1.0,65,322.00,0.037250
166,1000,0.50,500,2,17,0.5000,1.0,66,310.00,1.864162
167,1000,0.50,500,2,17,0.5000,1.0,67,321.00,1.008081
168,1000,0.50,500,2,17,0.5000,1.0,68,343.00,0.384687
169,1000,0.50,500,2,17,0.5000,1.0,69,341.00,0.234766
170,1000,0.50,500,2,17,0.5000,1.0,70,324.00,0.526758
171,1000,0.50,500,2,17,0.5000,1.0,71,344.00,1.000241
172,1000,0.50,500,2,17,0.5000,1.0,72,315.00,1.444055
173,1000,0.50,500,2,17,0.5000,1.0,73,334.00,1.174996
174,1000,0.50,500,2,17,0.5000,1.0,74,339.00,1.425895
175,1000,0.50,500,2,17,0.5000,1.0,75,314.00,0.088696
176,1000,0.50,500,2,17,0.5000,1.0,76,364.00,0.461885
177,1000,0.50,500,2,17,0.5000,1.0,77,342.00,0.164986
178,1000,0.50,500,2,17,0.5000,1.0,78,372.00,0.144865
179,1000,0.50,500,2,17,0.5000,1.0,79,346.00,1.190516
180,1000,0.50,500,2,17,0.5000,1.0,80,324.00,0.703321
181,1000,0.50,500,2,17,0.5000,1.0,81,339.00,0.747427
182,1000,0.50,500,2,17,0.5000,1.0,82,340.00,0.371413
183,1000,0.50,500,2,17,0.5000,1.0,83,357.00,0.120070
184,1000,0.50,500,2,17,0.5000,1.0,84,331.00,1.093384
185,1000,0.50,500,2,17,0.5000,1.0,85,342.00,0.277833
186,1000,0.50,500,2,17,0.5000,1.0,86,345.00,0.061600
187,1000,0.50,500,2,17,0.5000,1.0,87,346.00,0.577738
188,1000,0.50,500,2,17,0.5000,1.0,88,334.00,0.327831
189,1000,0.50,500,2,17,0.5000,1.0,89,333.00,1.255481
190,1000,0.50,500,2,17,0.5000,1.0,90,352.00,0.189806
191,1000,0.50,500,2,17,0.5000,1.0,91,344.00,0.799941
192,1000,0.50,500,2,17,0.5000,1.0,92,333.00,0.969611
193,1000,0.50,500,2,17,0.5000,1.0,93,357.00,1.068876
194,1000,0.50,500,2,17,0.5000,1.0,94,350.00,0.511533
195,1000,0.50,500,2,17,0.5000,1.0,95,321.00,1.140975
196,1000,0.50,500,2,17,0.5000,1.0,96,327.00,1.305331
197,1000,0.50,500,2,17,0.5000,1.0,97,328.00,0.141671
198,1000,0.50,500,2,17,0.5000,1.0,98,339.00,0.202408
199,1000,0.50,500,2,17,0.5000,1.0,99,338.00,0.615454
200,1000,0.50,500,2,17,0.7500,1.5,0,325.00,0.759214
201,1000,0.50,500,2,17,0.7500,1.5,1,366.00,2.296379
202,1000,0.50,500,2,17,0.7500,1.5,2,347.00,0.412586
203,1000,0.50,500,2,17,0.7500,1.5,3,349.00,0.006239
204,1000,0.50,500,2,17,0.7500,1.5,4,353.00,0.494244
205,1000,0.50,500,2,17,0.7500,1.5,5,368.00,0.838540
206,1000,0.50,500,2,17,0.7500,1.5,6,351.00,0.518530
207,1000,0.50,500,2,17,0.7500,1.5,7,335.00,0.053727
208,1000,0.50,500,2,17,0.7500,1.5,8,356.00,0.556964
209,1000,0.50,500,2,17,0.7500,1.5,9,316.00,0.107633
210,1000,0.50,500,2,17,0.7500,1.5,10,334.00,0.188089
211,1000,0.50,500,2,17,0.7500,1.5,11,348.00,0.100898
212,1000,0.50,500,2,17,0.7500,1.5,12,343.00,0.277282
213,1000,0.50,500,2,17,0.7500,1.5,13,321.00,0.361583
214,1000,0.50,500,2,17,0.7500,1.5,14,370.00,0.399124
215,1000,0.50,500,2,17,0.7500,1.5,15,391.00,0.737327
216,1000,0.50,500,2,17,0.7500,1.5,16,353.00,1.350421
217,1000,0.50,500,2,17,0.7500,1.5,17,359.00,2.330756
218,1000,0.50,500,2,17,0.7500,1.5,18,373.00,0.341726
219,1000,0.50,500,2,17,0.7500,1.5,19,349.00,0.150236
220,1000,0.50,500,2,17,0.7500,1.5,20,339.00,1.237732
221,1000,0.50,500,2,17,0.7500,1.5,21,349.00,0.983592
222,1000,0.50,500,2,17,0.7500,1.5,22,353.00,0.774862
223,1000,0.50,500,2,17,0.7500,1.5,23,386.00,0.142362
224,1000,0.50,500,2,17,0.7500,1.5,24,324.00,0.441089
225,1000,0.50,500,2,17,0.7500,1.5,25,338.00,0.281824
226,1000,0.50,500,2,17,0.7500,1.5,26,372.00,0.257288
227,1000,0.50,500,2,17,0.7500,1.5,27,331.00,0.162577
228,1000,0.50,500,2,17,0.7500,1.5,28,366.00,0.603890
229,1000,0.50,500,2,17,0.7500,1.5,29,367.00,0.279918
230,1000,0.50,500,2,17,0.7500,1.5,30,362.00,0.837277
231,1000,0.50,500,2,17,0.7500,1.5,31,341.00,0.336771
232,1000,0.50,500,2,17,0.7500,1.5,32,355.00,0.910412
233,1000,0.50,500,2,17,0.7500,1.5,33,383.00,1.874551
234,1000,0.50,500,2,17,0.7500,1.5,34,365.00,0.198992
235,1000,0.50,500,2,17,0.7500,1.5,35,342.00,0.484256
236,1000,0.50,500,2,17,0.7500,1.5,36,331.00,0.213225
237,1000,0.50,500,2,17,0.7500,1.5,37,343.00,0.120240
238,1000,0.50,500,2,17,0.7500,1.5,38,363.00,0.743249
239,1000,0.50,500,2,17,0.7500,1.5,39,337.00,0.943452
240,1000,0.50,500,2,17,0.7500,1.5,40,329.00,0.358747
241,1000,0.50,500,2,17,0.7500,1.5,41,350.00,0.689525
242,1000,0.50,500,2,17,0.7500,1.5,42,333.00,0.066630
243,1000,0.50,500,2,17,0.7500,1.5,43,316.00,0.106234
244,1000,0.50,500,2,17,0.7500,1.5,44,316.00,0.158124
245,1000,0.50,500,2,17,0.7500,1.5,45,342.00,0.533712
246,1000,0.50,500,2,17,0.7500,1.5,46,341.00,1.415960
247,1000,0.50,500,2,17,0.7500,1.5,47,307.00,0.971125
248,1000,0.50,500,2,17,0.7500,1.5,48,346.00,0.134697
249,1000,0.50,500,2,17,0.7500,1.5,49,366.00,0.435093
250,1000,0.50,500,2,17,0.7500,1.5,50,327.00,0.237550
251,1000,0.50,500,2,17,0.7500,1.5,51,319.00,0.315344
252,1000,0.50,500,2,17,0.7500,1.5,52,358.00,0.920588
253,1000,0.50,500,2,17,0.7500,1.5,53,378.00,0.567418
254,1000,0.50,500,2,17,0.7500,1.5,54,387.00,0.466657
255,1000,0.50,500,2,17,0.7500,1.5,55,326.00,0.400750
256,1000,0.50,500,2,17,0.7500,1.5,56,338.00,0.203446
257,1000,0.50,500,2,17,0.7500,1.5,57,335.00,0.642549
258,1000,0.50,500,2,17,0.7500,1.5,58,326.00,0.270440
259,1000,0.50,500,2,17,0.7500,1.5,59,363.00,0.172871
260,1000,0.50,500,2,17,0.7500,1.5,60,374.00,0.953681
261,1000,0.50,500,2,17,0.7500,1.5,61,358.00,0.366667
262,1000,0.50,500,2,17,0.7500,1.5,62,349.00,0.377809
263,1000,0.50,500,2,17,0.7500,1.5,63,386.00,0.340744
264,1000,0.50,500,2,17,0.7500,1.5,64,356.00,1.300576
265,1000,0.50,500,2,17,0.7500,1.5,65,334.00,0.069297
266,1000,0.50,500,2,17,0.7500,1.5,66,336.00,0.213136
267,1000,0.50,500,2,17,0.7500,1.5,67,354.00,0.180180
268,1000,0.50,500,2,17,0.7500,1.5,68,338.00,0.270923
269,1000,0.50,500,2,17,0.7500,1.5,69,341.00,1.437949
270,1000,0.50,500,2,17,0.7500,1.5,70,383.00,0.137743
271,1000,0.50,500,2,17,0.7500,1.5,71,341.00,0.465124
272,1000,0.50,500,2,17,0.7500,1.5,72,327.00,0.080969
273,1000,0.50,500,2,17,0.7500,1.5,73,335.00,0.436072
274,1000,0.50,500,2,17,0.7500,1.5,74,348.00,0.669609
275,1000,0.50,500,2,17,0.7500,1.5,75,388.00,0.809993
276,1000,0.50,500,2,17,0.7500,1.5,76,355.00,0.201275
277,1000,0.50,500,2,17,0.7500,1.5,77,337.00,1.045027
278,1000,0.50,500,2,17,0.7500,1.5,78,365.00,0.175625
279,1000,0.50,500,2,17,0.7500,1.5,79,342.00,0.532094
280,1000,0.50,500,2,17,0.7500,1.5,80,328.00,0.207935
281,1000,0.50,500,2,17,0.7500,1.5,81,337.00,0.605095
282,1000,0.50,500,2,17,0.7500,1.5,82,342.00,0.222174
283,1000,0.50,500,2,17,0.7500,1.5,83,379.00,0.348810
284,1000,0.50,500,2,17,0.7500,1.5,84,322.00,0.078455
285,1000,0.50,500,2,17,0.7500,1.5,85,344.00,0.167512
286,1000,0.50,500,2,17,0.7500,1.5,86,331.00,0.688401
287,1000,0.50,500,2,17,0.7500,1.5,87,336.00,0.790373
288,1000,0.50,500,2,17,0.7500,1.5,88,358.00,0.389794
289,1000,0.50,500,2,17,0.7500,1.5,89,327.00,0.320237
290,1000,0.50,500,2,17,0.7500,1.5,90,354.00,2.852061
291,1000,0.50,500,2,17,0.7500,1.5,91,363.00,1.280255
292,1000,0.50,500,2,17,0.7500,1.5,92,352.00,0.191022
293,1000,0.50,500,2,17,0.7500,1.5,93,346.00,0.806380
294,1000,0.50,500,2,17,0.7500,1.5,94,344.00,0.445090
295,1000,0.50,500,2,17,0.7500,1.5,95,336.00,0.374573
296,1000,0.50,500,2,17,0.7500,1.5,96,355.00,0.093665
297,1000,0.50,500,2,17,0.7500,1.5,97,342.00,0.344736
298,1000,0.50,500,2,17,0.7500,1.5,98,357.00,0.038949
299,1000,0.50,500,2,17,0.7500,1.5,99,347.00,4.399007
300,1000,0.50,500,2,17,1.0000,2.0,0,340.00,0.183369
301,1000,0.50,500,2,17,1.0000,2.0,1,382.00,0.617899
302,1000,0.50,500,2,17,1.0000,2.0,2,354.00,0.581729
303,1000,0.50,500,2,17,1.0000,2.0,3,329.00,0.459709
304,1000,0.50,500,2,17,1.0000,2.0,4,346.00,0.110462
305,1000,0.50,500,2,17,1.0000,2.0,5,353.00,3.762554
306,1000,0.50,500,2,17,1.0000,2.0,6,402.00,1.471524
307,1000,0.50,500,2,17,1.0000,2.0,7,376.00,0.327518
308,1000,0.50,500,2,17,1.0000,2.0,8,359.00,0.140029
309,1000,0.50,500,2,17,1.0000,2.0,9,330.00,0.254987
310,1000,0.50,500,2,17,1.0000,2.0,10,345.00,0.200649
311,1000,0.50,500,2,17,1.0000,2.0,11,348.00,0.195989
312,1000,0.50,500,2,17,1.0000,2.0,12,422.00,1.810487
313,1000,0.50,500,2,17,1.0000,2.0,13,362.00,0.091956
314,1000,0.50,500,2,17,1.0000,2.0,14,353.00,0.154480
315,1000,0.50,500,2,17,1.0000,2.0,15,393.00,2.511631
316,1000,0.50,500,2,17,1.0000,2.0,16,351.00,0.121461
317,1000,0.50,500,2,17,1.0000,2.0,17,386.00,1.157998
318,1000,0.50,500,2,17,1.0000,2.0,18,346.00,1.644638
319,1000,0.50,500,2,17,1.0000,2.0,19,345.00,0.210956
320,1000,0.50,500,2,17,1.0000,2.0,20,394.00,0.236543
321,1000,0.50,500,2,17,1.0000,2.0,21,352.00,0.606809
322,1000,0.50,500,2,17,1.0000,2.0,22,339.00,0.042377
323,1000,0.50,500,2,17,1.0000,2.0,23,357.00,0.323385
324,1000,0.50,500,2,17,1.0000,2.0,24,361.00,0.580293
325,1000,0.50,500,2,17,1.0000,2.0,25,369.00,0.527029
326,1000,0.50,500,2,17,1.0000,2.0,26,343.00,0.079766
327,1000,0.50,500,2,17,1.0000,2.0,27,346.00,0.263467
328,1000,0.50,500,2,17,1.0000,2.0,28,358.00,0.374424
329,1000,0.50,500,2,17,1.0000,2.0,29,379.00,0.221630
330,1000,0.50,500,2,17,1.0000,2.0,30,334.00,0.063608
331,1000,0.50,500,2,17,1.0000,2.0,31,364.00,0.697402
332,1000,0.50,500,2,17,1.0000,2.0,32,375.00,1.523725
333,1000,0.50,500,2,17,1.0000,2.0,33,373.00,0.495428
334,1000,0.50,500,2,17,1.0000,2.0,34,420.00,1.097761
335,1000,0.50,500,2,17,1.0000,2.0,35,359.00,0.813828
336,1000,0.50,500,2,17,1.0000,2.0,36,360.00,0.098879
337,1000,0.50,500,2,17,1.0000,2.0,37,367.00,1.505281
338,1000,0.50,500,2,17,1.0000,2.0,38,402.00,0.377371
339,1000,0.50,500,2,17,1.0000,2.0,39,392.00,0.272517
340,1000,0.50,500,2,17,1.0000,2.0,40,360.00,0.139116
341,1000,0.50,500,2,17,1.0000,2.0,41,371.00,0.382767
342,1000,0.50,500,2,17,1.0000,2.0,42,365.00,0.269065
343,1000,0.50,500,2,17,1.0000,2.0,43,384.00,0.310964
344,1000,0.50,500,2,17,1.0000,2.0,44,356.00,0.329736
345,1000,0.50,500,2,17,1.0000,2.0,45,351.00,0.156631
346,1000,0.50,500,2,17,1.0000,2.0,46,369.00,0.468116
347,1000,0.50,500,2,17,1.0000,2.0,47,377.00,2.885485
348,1000,0.50,500,2,17,1.0000,2.0,48,320.00,0.127800
349,1000,0.50,500,2,17,1.0000,2.0,49,375.00,0.303035
350,1000,0.50,500,2,17,1.0000,2.0,50,373.00,0.277569
351,1000,0.50,500,2,17,1.0000,2.0,51,354.00,0.215037
352,1000,0.50,500,2,17,1.0000,2.0,52,326.00,0.845682
353,1000,0.50,500,2,17,1.0000,2.0,53,358.00,0.258045
354,1000,0.50,500,2,17,1.0000,2.0,54,366.00,0.282945
355,1000,0.50,500,2,17,1.0000,2.0,55,353.00,0.109842
356,1000,0.50,500,2,17,1.0000,2.0,56,371.00,0.404050
357,1000,0.50,500,2,17,1.0000,2.0,57,367.00,0.367834
358,1000,0.50,500,2,17,1.0000,2.0,58,350.00,0.501482
359,1000,0.50,500,2,17,1.0000,2.0,59,361.00,0.160668
360,1000,0.50,500,2,17,1.0000,2.0,60,388.00,2.715758
361,1000,0.50,500,2,17,1.0000,2.0,61,337.00,0.439778
362,1000,0.50,500,2,17,1.0000,2.0,62,386.00,0.378186
363,1000,0.50,500,2,17,1.0000,2.0,63,377.00,0.321844
364,1000,0.50,500,2,17,1.0000,2.0,64,361.00,3.619804
365,1000,0.50,500,2,17,1.0000,2.0,65,84.00,0.472427
366,1000,0.50,500,2,17,1.0000,2.0,66,389.00,0.111567
367,1000,0.50,500,2,17,1.0000,2.0,67,359.00,0.501278
368,1000,0.50,500,2,17,1.0000,2.0,68,386.00,0.166649
369,1000,0.50,500,2,17,1.0000,2.0,69,363.00,0.589509
370,1000,0.50,500,2,17,1.0000,2.0,70,371.00,1.074831
371,1000,0.50,500,2,17,1.0000,2.0,71,350.00,0.325240
372,1000,0.50,500,2,17,1.0000,2.0,72,333.00,0.528185
373,1000,0.50,500,2,17,1.0000,2.0,73,367.00,0.229723
374,1000,0.50,500,2,17,1.0000,2.0,74,372.00,0.201857
375,1000,0.50,500,2,17,1.0000,2.0,75,388.00,1.814941
376,1000,0.50,500,2,17,1.0000,2.0,76,343.00,1.086847
377,1000,0.50,500,2,17,1.0000,2.0,77,369.00,0.290930
378,1000,0.50,500,2,17,1.0000,2.0,78,393.00,1.904933
379,1000,0.50,500,2,17,1.0000,2.0,79,349.00,2.059590
380,1000,0.50,500,2,17,1.0000,2.0,80,386.00,0.096538
381,1000,0.50,500,2,17,1.0000,2.0,81,350.00,0.337210
382,1000,0.50,500,2,17,1.0000,2.0,82,361.00,0.428448
383,1000,0.50,500,2,17,1.0000,2.0,83,337.00,0.299049
384,1000,0.50,500,2,17,1.0000,2.0,84,357.00,0.396078
385,1000,0.50,500,2,17,1.0000,2.0,85,383.00,0.037546
386,1000,0.50,500,2,17,1.0000,2.0,86,349.00,0.204773
387,1000,0.50,500,2,17,1.0000,2.0,87,327.00,0.145987
388,1000,0.50,500,2,17,1.0000,2.0,88,378.00,0.993633
389,1000,0.50,500,2,17,1.0000,2.0,89,356.00,0.197229
390,1000,0.50,500,2,17,1.0000,2.0,90,371.00,0.337000
391,1000,0.50,500,2,17,1.0000,2.0,91,379.00,0.149368
392,1000,0.50,500,2,17,1.0000,2.0,92,366.00,0.245211
393,1000,0.50,500,2,17,1.0000,2.0,93,375.00,0.252598
394,1000,0.50,500,2,17,1.0000,2.0,94,379.00,0.345177
395,1000,0.50,500,2,17,1.0000,2.0,95,349.00,0.237611
396,1000,0.50,500,2,17,1.0000,2.0,96,380.00,0.814824
