index,n,epsilon,d,m,k,t,pr,bias_type,repeat,time_mu_s,model_error
1286,1000,0.10,900,2,17,1.3555,0.60,constant,86,359.00,0.611588
1287,1000,0.10,900,2,17,1.3721,0.60,constant,87,393.00,0.904689
1288,1000,0.10,900,2,17,1.4453,0.60,constant,88,378.00,0.549542
1289,1000,0.10,900,2,17,1.3588,0.60,constant,89,381.00,0.892068
1290,1000,0.10,900,2,17,1.3702,0.60,constant,90,374.00,0.846177
1291,1000,0.10,900,2,17,1.3187,0.60,constant,91,375.00,0.628267
1292,1000,0.10,900,2,17,1.4088,0.60,constant,92,348.00,0.800099
1293,1000,0.10,900,2,17,1.3784,0.60,constant,93,396.00,0.548401
1294,1000,0.10,900,2,17,1.3762,0.60,constant,94,388.00,0.630176
1295,1000,0.10,900,2,17,1.3417,0.60,constant,95,382.00,0.667716
1296,1000,0.10,900,2,17,1.3735,0.60,constant,96,396.00,0.713538
1297,1000,0.10,900,2,17,1.4113,0.60,constant,97,421.00,0.750991
1298,1000,0.10,900,2,17,1.3458,0.60,constant,98,368.00,0.494172
1299,1000,0.10,900,2,17,1.3590,0.60,constant,99,397.00,0.520731
1300,1000,0.10,900,2,17,1.3751,0.65,constant,0,380.00,0.880185
1301,1000,0.10,900,2,17,1.3286,0.65,constant,1,384.00,0.837453
1302,1000,0.10,900,2,17,1.3592,0.65,constant,2,400.00,0.580730
1303,1000,0.10,900,2,17,1.3736,0.65,constant,3,413.00,0.711686
1304,1000,0.10,900,2,17,1.3672,0.65,constant,4,390.00,0.632138
1305,1000,0.10,900,2,17,1.3753,0.65,constant,5,370.00,0.768748
1306,1000,0.10,900,2,17,1.3352,0.65,constant,6,389.00,0.890392
1307,1000,0.10,900,2,17,1.3141,0.65,constant,7,376.00,0.672505
1308,1000,0.10,900,2,17,1.3762,0.65,constant,8,376.00,0.744276
1309,1000,0.10,900,2,17,1.3724,0.65,constant,9,387.00,0.548346
1310,1000,0.10,900,2,17,1.4094,0.65,constant,10,393.00,0.782306
1311,1000,0.10,900,2,17,1.3267,0.65,constant,11,405.00,0.683831
1312,1000,0.10,900,2,17,1.4171,0.65,constant,12,373.00,0.790773
1313,1000,0.10,900,2,17,1.3624,0.65,constant,13,397.00,0.727559
1314,1000,0.10,900,2,17,1.3025,0.65,constant,14,356.00,0.665025
1315,1000,0.10,900,2,17,1.3825,0.65,constant,15,387.00,0.660818
1316,1000,0.10,900,2,17,1.3517,0.65,constant,16,388.00,0.792564
1317,1000,0.10,900,2,17,1.3501,0.65,constant,17,385.00,1.150084
1318,1000,0.10,900,2,17,1.3332,0.65,constant,18,350.00,0.740154
1319,1000,0.10,900,2,17,1.3593,0.65,constant,19,386.00,0.695386
1320,1000,0.10,900,2,17,1.2774,0.65,constant,20,382.00,1.070048
1321,1000,0.10,900,2,17,1.3698,0.65,constant,21,373.00,0.682821
1322,1000,0.10,900,2,17,1.3524,0.65,constant,22,369.00,0.617387
1323,1000,0.10,900,2,17,1.3391,0.65,constant,23,368.00,0.760715
1324,1000,0.10,900,2,17,1.3586,0.65,constant,24,391.00,0.869411
1325,1000,0.10,900,2,17,1.3927,0.65,constant,25,387.00,0.870354
1326,1000,0.10,900,2,17,1.4127,0.65,constant,26,383.00,0.770167
1327,1000,0.10,900,2,17,1.3635,0.65,constant,27,382.00,0.699543
1328,1000,0.10,900,2,17,1.3720,0.65,constant,28,403.00,0.626917
1329,1000,0.10,900,2,17,1.3199,0.65,constant,29,383.00,0.674264
1330,1000,0.10,900,2,17,1.3288,0.65,constant,30,390.00,0.658998
1331,1000,0.10,900,2,17,1.3389,0.65,constant,31,373.00,0.614131
1332,1000,0.10,900,2,17,1.3875,0.65,constant,32,399.00,0.930977
1333,1000,0.10,900,2,17,1.3977,0.65,constant,33,384.00,0.839221
1334,1000,0.10,900,2,17,1.3362,0.65,constant,34,385.00,0.679723
1335,1000,0.10,900,2,17,1.3560,0.65,constant,35,352.00,0.572388
1336,1000,0.10,900,2,17,1.3234,0.65,constant,36,398.00,0.666433
1337,1000,0.10,900,2,17,1.3701,0.65,constant,37,429.00,0.726936
1338,1000,0.10,900,2,17,1.3606,0.65,constant,38,415.00,0.749265
1339,1000,0.10,900,2,17,1.3594,0.65,constant,39,375.00,0.692052
1340,1000,0.10,900,2,17,1.3346,0.65,constant,40,400.00,0.715734
1341,1000,0.10,900,2,17,1.3670,0.65,constant,41,384.00,0.888830
1342,1000,0.10,900,2,17,1.3334,0.65,constant,42,360.00,0.561547
1343,1000,0.10,900,2,17,1.3676,0.65,constant,43,355.00,0.746986
1344,1000,0.10,900,2,17,1.3492,0.65,constant,44,403.00,0.698457
1345,1000,0.10,900,2,17,1.3560,0.65,constant,45,378.00,0.601664
1346,1000,0.10,900,2,17,1.2742,0.65,constant,46,393.00,0.773020
1347,1000,0.10,900,2,17,1.4057,0.65,constant,47,350.00,0.626760
1348,1000,0.10,900,2,17,1.3467,0.65,constant,48,376.00,0.622934
1349,1000,0.10,900,2,17,1.3752,0.65,constant,49,375.00,0.709123
1350,1000,0.10,900,2,17,1.3393,0.65,constant,50,362.00,0.757371
1351,1000,0.10,900,2,17,1.3689,0.65,constant,51,368.00,0.619422
1352,1000,0.10,900,2,17,1.4112,0.65,constant,52,400.00,0.672399
1353,1000,0.10,900,2,17,1.3360,0.65,constant,53,390.00,0.763240
1354,1000,0.10,900,2,17,1.2966,0.65,constant,54,372.00,0.830686
1355,1000,0.10,900,2,17,1.3885,0.65,constant,55,380.00,0.896452
1356,1000,0.10,900,2,17,1.3409,0.65,constant,56,377.00,0.857788
1357,1000,0.10,900,2,17,1.3481,0.65,constant,57,409.00,0.865240
1358,1000,0.10,900,2,17,1.3778,0.65,constant,58,373.00,0.684348
1359,1000,0.10,900,2,17,1.3447,0.65,constant,59,392.00,0.700603
1360,1000,0.10,900,2,17,1.3222,0.65,constant,60,385.00,0.642059
1361,1000,0.10,900,2,17,1.3361,0.65,constant,61,410.00,0.627746
1362,1000,0.10,900,2,17,1.3586,0.65,constant,62,362.00,0.706802
1363,1000,0.10,900,2,17,1.2964,0.65,constant,63,382.00,0.615294
1364,1000,0.10,900,2,17,1.3619,0.65,constant,64,435.00,1.067713
1365,1000,0.10,900,2,17,1.3294,0.65,constant,65,373.00,0.827649
1366,1000,0.10,900,2,17,1.4043,0.65,constant,66,396.00,1.380078
1367,1000,0.10,900,2,17,1.3322,0.65,constant,67,373.00,0.618355
1368,1000,0.10,900,2,17,1.4004,0.65,constant,68,384.00,0.635020
1369,1000,0.10,900,2,17,1.3259,0.65,constant,69,369.00,0.662645
1370,1000,0.10,900,2,17,1.3891,0.65,constant,70,367.00,0.977125
1371,1000,0.10,900,2,17,1.3086,0.65,constant,71,390.00,0.718991
1372,1000,0.10,900,2,17,1.3862,0.65,constant,72,378.00,0.738145
1373,1000,0.10,900,2,17,1.3645,0.65,constant,73,414.00,0.751776
1374,1000,0.10,900,2,17,1.3387,0.65,constant,74,361.00,0.705948
1375,1000,0.10,900,2,17,1.3672,0.65,constant,75,370.00,0.629025
1376,1000,0.10,900,2,17,1.3944,0.65,constant,76,386.00,0.628686
1377,1000,0.10,900,2,17,1.3418,0.65,constant,77,386.00,0.673527
1378,1000,0.10,900,2,17,1.3697,0.65,constant,78,373.00,0.663197
1379,1000,0.10,900,2,17,1.3855,0.65,constant,79,382.00,0.835293
1380,1000,0.10,900,2,17,1.3734,0.65,constant,80,370.00,0.766916
1381,1000,0.10,900,2,17,1.3576,0.65,constant,81,384.00,0.681283
1382,1000,0.10,900,2,17,1.3115,0.65,constant,82,387.00,0.632843
1383,1000,0.10,900,2,17,1.3721,0.65,constant,83,373.00,0.774743
1384,1000,0.10,900,2,17,1.3626,0.65,constant,84,378.00,0.675964
1385,1000,0.10,900,2,17,1.3712,0.65,constant,85,396.00,0.843396
1386,1000,0.10,900,2,17,1.3799,0.65,constant,86,390.00,0.782000
1387,1000,0.10,900,2,17,1.3408,0.65,constant,87,381.00,0.657558
1388,1000,0.10,900,2,17,1.3237,0.65,constant,88,395.00,0.707158
1389,1000,0.10,900,2,17,1.3761,0.65,constant,89,373.00,0.847463
1390,1000,0.10,900,2,17,1.3133,0.65,constant,90,337.00,0.688848
1391,1000,0.10,900,2,17,1.3601,0.65,constant,91,392.00,0.642254
1392,1000,0.10,900,2,17,1.4306,0.65,constant,92,406.00,0.845180
1393,1000,0.10,900,2,17,1.3682,0.65,constant,93,393.00,0.646069
1394,1000,0.10,900,2,17,1.3222,0.65,constant,94,388.00,0.988039
1395,1000,0.10,900,2,17,1.3836,0.65,constant,95,403.00,0.876126
1396,1000,0.10,900,2,17,1.3674,0.65,constant,96,357.00,0.731026
1397,1000,0.10,900,2,17,1.3915,0.65,constant,97,396.00,0.772183
1398,1000,0.10,900,2,17,1.3262,0.65,constant,98,398.00,0.659438
1399,1000,0.10,900,2,17,1.3576,0.65,constant,99,353.00,0.828586
1400,1000,0.10,900,2,17,1.3678,0.70,constant,0,382.00,0.669783
1401,1000,0.10,900,2,17,1.3565,0.70,constant,1,374.00,0.667335
1402,1000,0.10,900,2,17,1.3933,0.70,constant,2,369.00,0.600428
1403,1000,0.10,900,2,17,1.3457,0.70,constant,3,378.00,0.673440
1404,1000,0.10,900,2,17,1.3500,0.70,constant,4,387.00,0.722317
1405,1000,0.10,900,2,17,1.3693,0.70,constant,5,362.00,0.643567
1406,1000,0.10,900,2,17,1.3507,0.70,constant,6,391.00,0.710260
1407,1000,0.10,900,2,17,1.3472,0.70,constant,7,349.00,0.752400
1408,1000,0.10,900,2,17,1.3037,0.70,constant,8,363.00,0.853919
1409,1000,0.10,900,2,17,1.3400,0.70,constant,9,370.00,0.699917
1410,1000,0.10,900,2,17,1.3639,0.70,constant,10,368.00,0.735406
1411,1000,0.10,900,2,17,1.3397,0.70,constant,11,388.00,0.773586
1412,1000,0.10,900,2,17,1.3558,0.70,constant,12,385.00,0.829187
1413,1000,0.10,900,2,17,1.2731,0.70,constant,13,354.00,0.886368
1414,1000,0.10,900,2,17,1.3841,0.70,constant,14,379.00,0.711930
1415,1000,0.10,900,2,17,1.3451,0.70,constant,15,398.00,0.721295
1416,1000,0.10,900,2,17,1.3687,0.70,constant,16,372.00,0.738232
1417,1000,0.10,900,2,17,1.2895,0.70,constant,17,405.00,0.774160
1418,1000,0.10,900,2,17,1.3351,0.70,constant,18,382.00,0.641365
1419,1000,0.10,900,2,17,1.3414,0.70,constant,19,388.00,1.129757
1420,1000,0.10,900,2,17,1.3157,0.70,constant,20,379.00,0.815064
1421,1000,0.10,900,2,17,1.3182,0.70,constant,21,361.00,0.664679
1422,1000,0.10,900,2,17,1.3491,0.70,constant,22,404.00,1.020625
1423,1000,0.10,900,2,17,1.3823,0.70,constant,23,410.00,0.780152
1424,1000,0.10,900,2,17,1.3323,0.70,constant,24,364.00,0.744333
1425,1000,0.10,900,2,17,1.3041,0.70,constant,25,373.00,0.791598
1426,1000,0.10,900,2,17,1.3019,0.70,constant,26,383.00,0.819152
1427,1000,0.10,900,2,17,1.3156,0.70,constant,27,382.00,0.766391
1428,1000,0.10,900,2,17,1.3382,0.70,constant,28,384.00,0.788908
1429,1000,0.10,900,2,17,1.2869,0.70,constant,29,380.00,0.734797
1430,1000,0.10,900,2,17,1.3506,0.70,constant,30,379.00,0.713297
1431,1000,0.10,900,2,17,1.3556,0.70,constant,31,364.00,0.724383
1432,1000,0.10,900,2,17,1.3724,0.70,constant,32,386.00,0.822905
1433,1000,0.10,900,2,17,1.3747,0.70,constant,33,398.00,0.838087
1434,1000,0.10,900,2,17,1.3138,0.70,constant,34,360.00,0.801966
1435,1000,0.10,900,2,17,1.3471,0.70,constant,35,405.00,0.888700
1436,1000,0.10,900,2,17,1.3055,0.70,constant,36,385.00,0.761545
1437,1000,0.10,900,2,17,1.3303,0.70,constant,37,354.00,0.894303
1438,1000,0.10,900,2,17,1.3475,0.70,constant,38,422.00,0.789120
1439,1000,0.10,900,2,17,1.3306,0.70,constant,39,375.00,0.721337
1440,1000,0.10,900,2,17,1.3423,0.70,constant,40,369.00,0.819827
1441,1000,0.10,900,2,17,1.2919,0.70,constant,41,356.00,0.750401
1442,1000,0.10,900,2,17,1.3793,0.70,constant,42,380.00,0.704983
1443,1000,0.10,900,2,17,1.3009,0.70,constant,43,391.00,0.954346
1444,1000,0.10,900,2,17,1.3770,0.70,constant,44,368.00,0.777758
1445,1000,0.10,900,2,17,1.3991,0.70,constant,45,388.00,0.986814
1446,1000,0.10,900,2,17,1.3394,0.70,constant,46,361.00,0.760701
1447,1000,0.10,900,2,17,1.3283,0.70,constant,47,383.00,0.731289
1448,1000,0.10,900,2,17,1.4024,0.70,constant,48,367.00,0.779277
1449,1000,0.10,900,2,17,1.3232,0.70,constant,49,406.00,0.772356
1450,1000,0.10,900,2,17,1.3411,0.70,constant,50,383.00,1.111316
1451,1000,0.10,900,2,17,1.3291,0.70,constant,51,405.00,0.680620
1452,1000,0.10,900,2,17,1.3488,0.70,constant,52,404.00,0.978870
1453,1000,0.10,900,2,17,1.3002,0.70,constant,53,407.00,1.241789
1454,1000,0.10,900,2,17,1.3579,0.70,constant,54,398.00,0.757463
1455,1000,0.10,900,2,17,1.3423,0.70,constant,55,375.00,0.868036
1456,1000,0.10,900,2,17,1.3670,0.70,constant,56,370.00,0.804141
1457,1000,0.10,900,2,17,1.3147,0.70,constant,57,362.00,0.789725
1458,1000,0.10,900,2,17,1.3756,0.70,constant,58,391.00,1.007337
1459,1000,0.10,900,2,17,1.3278,0.70,constant,59,390.00,0.797073
1460,1000,0.10,900,2,17,1.3195,0.70,constant,60,354.00,0.715778
1461,1000,0.10,900,2,17,1.3597,0.70,constant,61,357.00,0.839332
1462,1000,0.10,900,2,17,1.3028,0.70,constant,62,388.00,0.956908
1463,1000,0.10,900,2,17,1.3754,0.70,constant,63,385.00,0.789578
1464,1000,0.10,900,2,17,1.3346,0.70,constant,64,387.00,0.767435
1465,1000,0.10,900,2,17,1.2960,0.70,constant,65,397.00,0.779388
1466,1000,0.10,900,2,17,1.3692,0.70,constant,66,394.00,0.936939
1467,1000,0.10,900,2,17,1.3065,0.70,constant,67,377.00,0.848920
1468,1000,0.10,900,2,17,1.3797,0.70,constant,68,404.00,0.911917
1469,1000,0.10,900,2,17,1.3560,0.70,constant,69,351.00,0.807369
1470,1000,0.10,900,2,17,1.2915,0.70,constant,70,367.00,0.803511
1471,1000,0.10,900,2,17,1.3192,0.70,constant,71,365.00,0.651353
1472,1000,0.10,900,2,17,1.3533,0.70,constant,72,383.00,0.767143
1473,1000,0.10,900,2,17,1.3206,0.70,constant,73,404.00,0.666113
1474,1000,0.10,900,2,17,1.3914,0.70,constant,74,381.00,0.836757
1475,1000,0.10,900,2,17,1.3609,0.70,constant,75,400.00,0.747536
1476,1000,0.10,900,2,17,1.3206,0.70,constant,76,372.00,0.743700
1477,1000,0.10,900,2,17,1.3483,0.70,constant,77,435.00,1.414110
1478,1000,0.10,900,2,17,1.3495,0.70,constant,78,384.00,0.686529
1479,1000,0.10,900,2,17,1.3332,0.70,constant,79,409.00,0.798661
1480,1000,0.10,900,2,17,1.3376,0.70,constant,80,407.00,0.653601
1481,1000,0.10,900,2,17,1.2928,0.70,constant,81,366.00,0.918267
1482,1000,0.10,900,2,17,1.2997,0.70,constant,82,398.00,1.137289
1483,1000,0.10,900,2,17,1.3127,0.70,constant,83,411.00,0.606227
1484,1000,0.10,900,2,17,1.3691,0.70,constant,84,376.00,0.710749
1485,1000,0.10,900,2,17,1.3351,0.70,constant,85,379.00,0.702904
1486,1000,0.10,900,2,17,1.3803,0.70,constant,86,402.00,0.699034
1487,1000,0.10,900,2,17,1.3565,0.70,constant,87,352.00,0.834435
1488,1000,0.10,900,2,17,1.3107,0.70,constant,88,379.00,0.770209
1489,1000,0.10,900,2,17,1.2937,0.70,constant,89,417.00,0.752731
1490,1000,0.10,900,2,17,1.2386,0.70,constant,90,354.00,0.700583
1491,1000,0.10,900,2,17,1.4194,0.70,constant,91,354.00,1.071373
1492,1000,0.10,900,2,17,1.3475,0.70,constant,92,379.00,0.698592
1493,1000,0.10,900,2,17,1.3415,0.70,constant,93,336.00,0.748951
1494,1000,0.10,900,2,17,1.3402,0.70,constant,94,369.00,0.773826
1495,1000,0.10,900,2,17,1.2810,0.70,constant,95,361.00,0.804199
1496,1000,0.10,900,2,17,1.3332,0.70,constant,96,358.00,0.597795
1497,1000,0.10,900,2,17,1.3296,0.70,constant,97,353.00,0.742784
1498,1000,0.10,900,2,17,1.3695,0.70,constant,98,382.00,0.703657
1499,1000,0.10,900,2,17,1.3601,0.70,constant,99,401.00,0.831673
1500,1000,0.10,900,2,17,1.2850,0.75,constant,0,390.00,0.795608
1501,1000,0.10,900,2,17,1.2695,0.75,constant,1,386.00,0.860936
1502,1000,0.10,900,2,17,1.3268,0.75,constant,2,371.00,0.825650
1503,1000,0.10,900,2,17,1.2969,0.75,constant,3,370.00,0.836540
1504,1000,0.10,900,2,17,1.3661,0.75,constant,4,387.00,0.769697
1505,1000,0.10,900,2,17,1.3342,0.75,constant,5,390.00,0.659074
1506,1000,0.10,900,2,17,1.2942,0.75,constant,6,363.00,0.747461
1507,1000,0.10,900,2,17,1.3436,0.75,constant,7,395.00,0.834056
1508,1000,0.10,900,2,17,1.3209,0.75,constant,8,336.00,0.752718
1509,1000,0.10,900,2,17,1.3040,0.75,constant,9,387.00,0.734299
1510,1000,0.10,900,2,17,1.3446,0.75,constant,10,386.00,0.710248
1511,1000,0.10,900,2,17,1.3326,0.75,constant,11,403.00,0.623760
1512,1000,0.10,900,2,17,1.3284,0.75,constant,12,380.00,1.272964
1513,1000,0.10,900,2,17,1.2696,0.75,constant,13,396.00,0.679109
1514,1000,0.10,900,2,17,1.2839,0.75,constant,14,360.00,0.778624
1515,1000,0.10,900,2,17,1.2575,0.75,constant,15,388.00,0.893683
1516,1000,0.10,900,2,17,1.3091,0.75,constant,16,367.00,0.694449
1517,1000,0.10,900,2,17,1.3029,0.75,constant,17,376.00,0.698363
1518,1000,0.10,900,2,17,1.3071,0.75,constant,18,348.00,0.900812
1519,1000,0.10,900,2,17,1.3468,0.75,constant,19,400.00,0.830000
1520,1000,0.10,900,2,17,1.3452,0.75,constant,20,387.00,0.622995
1521,1000,0.10,900,2,17,1.3335,0.75,constant,21,389.00,0.773595
1522,1000,0.10,900,2,17,1.3093,0.75,constant,22,375.00,0.757066
1523,1000,0.10,900,2,17,1.3231,0.75,constant,23,382.00,0.719898
1524,1000,0.10,900,2,17,1.3213,0.75,constant,24,391.00,0.903076
1525,1000,0.10,900,2,17,1.3199,0.75,constant,25,389.00,0.801035
1526,1000,0.10,900,2,17,1.3085,0.75,constant,26,379.00,0.898885
1527,1000,0.10,900,2,17,1.2823,0.75,constant,27,389.00,0.992502
1528,1000,0.10,900,2,17,1.3125,0.75,constant,28,383.00,0.795271
1529,1000,0.10,900,2,17,1.3222,0.75,constant,29,410.00,0.786314
1530,1000,0.10,900,2,17,1.3569,0.75,constant,30,383.00,0.715859
1531,1000,0.10,900,2,17,1.2799,0.75,constant,31,330.00,0.813563
1532,1000,0.10,900,2,17,1.3259,0.75,constant,32,369.00,0.742128
1533,1000,0.10,900,2,17,1.2727,0.75,constant,33,368.00,0.854817
1534,1000,0.10,900,2,17,1.2884,0.75,constant,34,358.00,0.733388
1535,1000,0.10,900,2,17,1.3250,0.75,constant,35,382.00,0.882910
1536,1000,0.10,900,2,17,1.3340,0.75,constant,36,369.00,0.845118
1537,1000,0.10,900,2,17,1.3289,0.75,constant,37,375.00,0.598792
1538,1000,0.10,900,2,17,1.3670,0.75,constant,38,390.00,1.168140
1539,1000,0.10,900,2,17,1.3461,0.75,constant,39,383.00,0.774659
1540,1000,0.10,900,2,17,1.3398,0.75,constant,40,371.00,0.602478
1541,1000,0.10,900,2,17,1.3104,0.75,constant,41,398.00,0.803954
1542,1000,0.10,900,2,17,1.3348,0.75,constant,42,433.00,0.824338
1543,1000,0.10,900,2,17,1.3117,0.75,constant,43,393.00,0.837189
1544,1000,0.10,900,2,17,1.2915,0.75,constant,44,366.00,0.740036
1545,1000,0.10,900,2,17,1.3199,0.75,constant,45,405.00,0.689034
1546,1000,0.10,900,2,17,1.3312,0.75,constant,46,384.00,0.843424
1547,1000,0.10,900,2,17,1.3034,0.75,constant,47,403.00,0.774988
1548,1000,0.10,900,2,17,1.2856,0.75,constant,48,370.00,0.757548
1549,1000,0.10,900,2,17,1.3331,0.75,constant,49,367.00,0.988224
1550,1000,0.10,900,2,17,1.2828,0.75,constant,50,417.00,0.929137
1551,1000,0.10,900,2,17,1.3362,0.75,constant,51,371.00,0.885181
1552,1000,0.10,900,2,17,1.3053,0.75,constant,52,321.00,0.749978
1553,1000,0.10,900,2,17,1.2774,0.75,constant,53,406.00,0.747777
1554,1000,0.10,900,2,17,1.3059,0.75,constant,54,399.00,0.803504
1555,1000,0.10,900,2,17,1.3705,0.75,constant,55,404.00,0.770821
1556,1000,0.10,900,2,17,1.3309,0.75,constant,56,392.00,0.824697
1557,1000,0.10,900,2,17,1.2646,0.75,constant,57,370.00,0.754116
1558,1000,0.10,900,2,17,1.3606,0.75,constant,58,376.00,0.881473
1559,1000,0.10,900,2,17,1.2957,0.75,constant,59,401.00,0.663163
1560,1000,0.10,900,2,17,1.3054,0.75,constant,60,381.00,0.915102
1561,1000,0.10,900,2,17,1.2860,0.75,constant,61,353.00,1.007856
1562,1000,0.10,900,2,17,1.3093,0.75,constant,62,414.00,0.682708
1563,1000,0.10,900,2,17,1.3203,0.75,constant,63,369.00,0.836810
1564,1000,0.10,900,2,17,1.3039,0.75,constant,64,403.00,0.707926
1565,1000,0.10,900,2,17,1.3298,0.75,constant,65,403.00,0.821402
1566,1000,0.10,900,2,17,1.3329,0.75,constant,66,358.00,0.784045
1567,1000,0.10,900,2,17,1.3615,0.75,constant,67,358.00,0.878764
1568,1000,0.10,900,2,17,1.3533,0.75,constant,68,383.00,0.936783
1569,1000,0.10,900,2,17,1.3364,0.75,constant,69,354.00,0.843155
1570,1000,0.10,900,2,17,1.3405,0.75,constant,70,376.00,0.711846
1571,1000,0.10,900,2,17,1.2735,0.75,constant,71,376.00,0.889169
1572,1000,0.10,900,2,17,1.2989,0.75,constant,72,364.00,0.841096
1573,1000,0.10,900,2,17,1.3364,0.75,constant,73,365.00,0.702885
1574,1000,0.10,900,2,17,1.3025,0.75,constant,74,369.00,0.871984
1575,1000,0.10,900,2,17,1.2858,0.75,constant,75,426.00,0.688353
1576,1000,0.10,900,2,17,1.2741,0.75,constant,76,399.00,0.721542
1577,1000,0.10,900,2,17,1.3292,0.75,constant,77,379.00,0.818628
1578,1000,0.10,900,2,17,1.3570,0.75,constant,78,375.00,0.730813
1579,1000,0.10,900,2,17,1.2663,0.75,constant,79,387.00,0.961416
1580,1000,0.10,900,2,17,1.3329,0.75,constant,80,370.00,0.960293
1581,1000,0.10,900,2,17,1.2732,0.75,constant,81,354.00,0.812019
1582,1000,0.10,900,2,17,1.3518,0.75,constant,82,387.00,0.919144
1583,1000,0.10,900,2,17,1.3143,0.75,constant,83,376.00,0.781119
1584,1000,0.10,900,2,17,1.3364,0.75,constant,84,349.00,0.880735
1585,1000,0.10,900,2,17,1.3292,0.75,constant,85,397.00,0.807054
1586,1000,0.10,900,2,17,1.2854,0.75,constant,86,383.00,0.875640
1587,1000,0.10,900,2,17,1.3230,0.75,constant,87,374.00,0.747231
1588,1000,0.10,900,2,17,1.3065,0.75,constant,88,413.00,0.840542
1589,1000,0.10,900,2,17,1.3056,0.75,constant,89,363.00,0.654612
1590,1000,0.10,900,2,17,1.3371,0.75,constant,90,379.00,1.057053
1591,1000,0.10,900,2,17,1.3044,0.75,constant,91,379.00,0.882428
1592,1000,0.10,900,2,17,1.3458,0.75,constant,92,411.00,0.886893
1593,1000,0.10,900,2,17,1.3357,0.75,constant,93,367.00,0.929224
1594,1000,0.10,900,2,17,1.3134,0.75,constant,94,361.00,0.785203
1595,1000,0.10,900,2,17,1.3196,0.75,constant,95,372.00,0.844431
1596,1000,0.10,900,2,17,1.2996,0.75,constant,96,348.00,0.803215
1597,1000,0.10,900,2,17,1.3139,0.75,constant,97,379.00,0.791396
1598,1000,0.10,900,2,17,1.2918,0.75,constant,98,368.00,0.672258
1599,1000,0.10,900,2,17,1.3669,0.75,constant,99,386.00,0.739641
1600,1000,0.10,900,2,17,1.3230,0.80,constant,0,386.00,0.715848
1601,1000,0.10,900,2,17,1.2406,0.80,constant,1,345.00,1.040946
1602,1000,0.10,900,2,17,1.3206,0.80,constant,2,389.00,0.873175
1603,1000,0.10,900,2,17,1.2520,0.80,constant,3,382.00,1.113805
1604,1000,0.10,900,2,17,1.2499,0.80,constant,4,398.00,0.835724
1605,1000,0.10,900,2,17,1.3001,0.80,constant,5,391.00,0.885901
1606,1000,0.10,900,2,17,1.2600,0.80,constant,6,398.00,0.911359
1607,1000,0.10,900,2,17,1.2593,0.80,constant,7,370.00,0.912456
1608,1000,0.10,900,2,17,1.2872,0.80,constant,8,387.00,0.761061
1609,1000,0.10,900,2,17,1.2489,0.80,constant,9,367.00,0.858679
1610,1000,0.10,900,2,17,1.2751,0.80,constant,10,365.00,1.106259
1611,1000,0.10,900,2,17,1.2627,0.80,constant,11,374.00,0.958450
1612,1000,0.10,900,2,17,1.2990,0.80,constant,12,387.00,1.098721
1613,1000,0.10,900,2,17,1.2679,0.80,constant,13,395.00,0.880146
1614,1000,0.10,900,2,17,1.2581,0.80,constant,14,373.00,0.876376
1615,1000,0.10,900,2,17,1.2821,0.80,constant,15,358.00,0.957353
1616,1000,0.10,900,2,17,1.3079,0.80,constant,16,386.00,1.127190
1617,1000,0.10,900,2,17,1.2721,0.80,constant,17,355.00,0.927679
1618,1000,0.10,900,2,17,1.2659,0.80,constant,18,369.00,0.834228
1619,1000,0.10,900,2,17,1.2688,0.80,constant,19,371.00,0.879303
1620,1000,0.10,900,2,17,1.2549,0.80,constant,20,356.00,0.877016
1621,1000,0.10,900,2,17,1.2920,0.80,constant,21,374.00,0.715048
1622,1000,0.10,900,2,17,1.3411,0.80,constant,22,332.00,0.695836
1623,1000,0.10,900,2,17,1.3163,0.80,constant,23,374.00,0.849507
1624,1000,0.10,900,2,17,1.3035,0.80,constant,24,377.00,0.857537
1625,1000,0.10,900,2,17,1.2723,0.80,constant,25,380.00,0.961717
1626,1000,0.10,900,2,17,1.3137,0.80,constant,26,386.00,1.035348
1627,1000,0.10,900,2,17,1.3134,0.80,constant,27,335.00,0.862285
1628,1000,0.10,900,2,17,1.2960,0.80,constant,28,384.00,0.950541
1629,1000,0.10,900,2,17,1.3027,0.80,constant,29,408.00,0.834007
1630,1000,0.10,900,2,17,1.2369,0.80,constant,30,391.00,0.710176
1631,1000,0.10,900,2,17,1.2242,0.80,constant,31,388.00,0.828820
1632,1000,0.10,900,2,17,1.3230,0.80,constant,32,369.00,0.754422
1633,1000,0.10,900,2,17,1.2826,0.80,constant,33,372.00,0.958826
1634,1000,0.10,900,2,17,1.2581,0.80,constant,34,364.00,0.773910
1635,1000,0.10,900,2,17,1.2777,0.80,constant,35,346.00,0.843292
1636,1000,0.10,900,2,17,1.2730,0.80,constant,36,377.00,0.908999
1637,1000,0.10,900,2,17,1.2625,0.80,constant,37,379.00,0.732149
1638,1000,0.10,900,2,17,1.2786,0.80,constant,38,380.00,0.861032
1639,1000,0.10,900,2,17,1.3540,0.80,constant,39,353.00,0.835037
1640,1000,0.10,900,2,17,1.2084,0.80,constant,40,362.00,0.817714
1641,1000,0.10,900,2,17,1.2843,0.80,constant,41,374.00,0.846948
1642,1000,0.10,900,2,17,1.3168,0.80,constant,42,377.00,0.807509
