index,n,epsilon,d,m,k,t,pr,bias_type,repeat,time_mu_s,model_error
0,1000,0.10,900,2,17,0.9968,0.00,constant,0,390.00,0.179528
1,1000,0.10,900,2,17,0.9949,0.00,constant,1,364.00,0.052584
2,1000,0.10,900,2,17,0.9802,0.00,constant,2,353.00,0.341749
3,1000,0.10,900,2,17,1.0058,0.00,constant,3,354.00,0.226147
4,1000,0.10,900,2,17,0.9708,0.00,constant,4,338.00,0.153389
5,1000,0.10,900,2,17,0.9819,0.00,constant,5,373.00,0.159605
6,1000,0.10,900,2,17,0.9727,0.00,constant,6,342.00,0.046629
7,1000,0.10,900,2,17,0.9841,0.00,constant,7,373.00,0.176071
8,1000,0.10,900,2,17,0.9549,0.00,constant,8,375.00,0.114475
9,1000,0.10,900,2,17,0.9938,0.00,constant,9,369.00,0.172724
10,1000,0.10,900,2,17,1.0239,0.00,constant,10,380.00,0.225288
11,1000,0.10,900,2,17,0.9887,0.00,constant,11,368.00,0.072712
12,1000,0.10,900,2,17,1.0070,0.00,constant,12,354.00,0.049602
13,1000,0.10,900,2,17,1.0036,0.00,constant,13,333.00,0.172404
14,1000,0.10,900,2,17,0.9799,0.00,constant,14,376.00,0.139422
15,1000,0.10,900,2,17,1.0208,0.00,constant,15,346.00,0.140677
16,1000,0.10,900,2,17,1.0299,0.00,constant,16,357.00,0.244633
17,1000,0.10,900,2,17,0.9967,0.00,constant,17,359.00,0.044404
18,1000,0.10,900,2,17,1.0110,0.00,constant,18,366.00,0.131933
19,1000,0.10,900,2,17,1.0157,0.00,constant,19,356.00,0.054674
20,1000,0.10,900,2,17,1.0100,0.00,constant,20,358.00,0.060296
21,1000,0.10,900,2,17,0.9539,0.00,constant,21,365.00,0.136945
22,1000,0.10,900,2,17,1.0126,0.00,constant,22,355.00,0.053567
23,1000,0.10,900,2,17,1.0422,0.00,constant,23,323.00,0.205785
24,1000,0.10,900,2,17,1.0095,0.00,constant,24,343.00,0.061412
25,1000,0.10,900,2,17,1.0131,0.00,constant,25,383.00,0.186411
26,1000,0.10,900,2,17,0.9834,0.00,constant,26,378.00,0.113401
27,1000,0.10,900,2,17,0.9845,0.00,constant,27,353.00,0.215097
28,1000,0.10,900,2,17,0.9899,0.00,constant,28,336.00,0.029301
29,1000,0.10,900,2,17,0.9674,0.00,constant,29,362.00,0.323182
30,1000,0.10,900,2,17,1.0087,0.00,constant,30,355.00,0.120000
31,1000,0.10,900,2,17,1.0113,0.00,constant,31,382.00,0.080407
32,1000,0.10,900,2,17,0.9834,0.00,constant,32,398.00,0.176894
33,1000,0.10,900,2,17,0.9674,0.00,constant,33,351.00,0.091102
34,1000,0.10,900,2,17,1.0052,0.00,constant,34,355.00,0.119192
35,1000,0.10,900,2,17,0.9987,0.00,constant,35,359.00,0.211687
36,1000,0.10,900,2,17,0.9664,0.00,constant,36,346.00,0.152351
37,1000,0.10,900,2,17,1.0159,0.00,constant,37,320.00,0.122970
38,1000,0.10,900,2,17,1.0012,0.00,constant,38,384.00,0.053831
39,1000,0.10,900,2,17,0.9903,0.00,constant,39,362.00,0.079086
40,1000,0.10,900,2,17,1.0034,0.00,constant,40,365.00,0.187634
41,1000,0.10,900,2,17,0.9698,0.00,constant,41,380.00,0.206000
42,1000,0.10,900,2,17,1.0291,0.00,constant,42,343.00,0.045976
43,1000,0.10,900,2,17,1.0090,0.00,constant,43,374.00,0.129871
44,1000,0.10,900,2,17,1.0111,0.00,constant,44,332.00,0.030194
45,1000,0.10,900,2,17,0.9779,0.00,constant,45,332.00,0.070588
46,1000,0.10,900,2,17,1.0064,0.00,constant,46,351.00,0.030895
47,1000,0.10,900,2,17,0.9923,0.00,constant,47,343.00,0.086435
48,1000,0.10,900,2,17,0.9454,0.00,constant,48,349.00,0.080119
49,1000,0.10,900,2,17,0.9674,0.00,constant,49,373.00,0.046810
50,1000,0.10,900,2,17,1.0291,0.00,constant,50,338.00,0.010976
51,1000,0.10,900,2,17,0.9670,0.00,constant,51,359.00,0.196198
52,1000,0.10,900,2,17,0.9922,0.00,constant,52,354.00,0.038718
53,1000,0.10,900,2,17,1.0071,0.00,constant,53,387.00,0.146026
54,1000,0.10,900,2,17,1.0016,0.00,constant,54,372.00,0.077122
55,1000,0.10,900,2,17,1.0454,0.00,constant,55,344.00,0.136790
56,1000,0.10,900,2,17,1.0156,0.00,constant,56,366.00,0.197369
57,1000,0.10,900,2,17,1.0037,0.00,constant,57,386.00,0.216812
58,1000,0.10,900,2,17,1.0392,0.00,constant,58,391.00,0.095905
59,1000,0.10,900,2,17,1.0064,0.00,constant,59,349.00,0.049281
60,1000,0.10,900,2,17,1.0078,0.00,constant,60,355.00,0.016454
61,1000,0.10,900,2,17,1.0168,0.00,constant,61,374.00,0.148944
62,1000,0.10,900,2,17,0.9913,0.00,constant,62,378.00,0.042400
63,1000,0.10,900,2,17,1.0154,0.00,constant,63,370.00,0.057849
64,1000,0.10,900,2,17,1.0134,0.00,constant,64,350.00,0.169326
65,1000,0.10,900,2,17,1.0163,0.00,constant,65,345.00,0.170353
66,1000,0.10,900,2,17,1.0252,0.00,constant,66,355.00,0.300424
67,1000,0.10,900,2,17,0.9637,0.00,constant,67,348.00,0.211596
68,1000,0.10,900,2,17,1.0006,0.00,constant,68,358.00,0.109568
69,1000,0.10,900,2,17,0.9590,0.00,constant,69,354.00,0.057025
70,1000,0.10,900,2,17,1.0476,0.00,constant,70,331.00,0.128190
71,1000,0.10,900,2,17,0.9839,0.00,constant,71,330.00,0.222905
72,1000,0.10,900,2,17,1.0126,0.00,constant,72,350.00,0.016727
73,1000,0.10,900,2,17,1.0414,0.00,constant,73,377.00,0.073309
74,1000,0.10,900,2,17,0.9752,0.00,constant,74,349.00,0.059297
75,1000,0.10,900,2,17,0.9731,0.00,constant,75,374.00,0.331615
76,1000,0.10,900,2,17,0.9676,0.00,constant,76,362.00,0.065365
77,1000,0.10,900,2,17,0.9823,0.00,constant,77,384.00,0.211489
78,1000,0.10,900,2,17,0.9776,0.00,constant,78,382.00,0.030332
79,1000,0.10,900,2,17,0.9952,0.00,constant,79,355.00,0.151550
80,1000,0.10,900,2,17,1.0377,0.00,constant,80,370.00,0.143762
81,1000,0.10,900,2,17,0.9709,0.00,constant,81,376.00,0.057414
82,1000,0.10,900,2,17,1.0177,0.00,constant,82,354.00,0.187609
83,1000,0.10,900,2,17,1.0415,0.00,constant,83,357.00,0.167059
84,1000,0.10,900,2,17,0.9756,0.00,constant,84,356.00,0.032773
85,1000,0.10,900,2,17,1.0101,0.00,constant,85,377.00,0.015008
86,1000,0.10,900,2,17,1.0224,0.00,constant,86,365.00,0.154979
87,1000,0.10,900,2,17,1.0358,0.00,constant,87,378.00,0.392302
88,1000,0.10,900,2,17,0.9531,0.00,constant,88,347.00,0.161313
89,1000,0.10,900,2,17,1.0302,0.00,constant,89,388.00,0.454978
90,1000,0.10,900,2,17,1.0295,0.00,constant,90,355.00,0.291833
91,1000,0.10,900,2,17,0.9872,0.00,constant,91,365.00,0.166001
92,1000,0.10,900,2,17,1.0455,0.00,constant,92,353.00,0.021737
93,1000,0.10,900,2,17,1.0280,0.00,constant,93,362.00,0.413154
94,1000,0.10,900,2,17,1.0067,0.00,constant,94,348.00,0.104363
95,1000,0.10,900,2,17,0.9947,0.00,constant,95,355.00,0.085586
96,1000,0.10,900,2,17,1.0250,0.00,constant,96,358.00,0.273604
97,1000,0.10,900,2,17,1.0422,0.00,constant,97,349.00,0.083588
98,1000,0.10,900,2,17,0.9731,0.00,constant,98,368.00,0.044977
99,1000,0.10,900,2,17,1.0020,0.00,constant,99,355.00,0.096082
100,1000,0.10,900,2,17,1.0753,0.05,constant,0,365.00,0.410851
101,1000,0.10,900,2,17,1.1265,0.05,constant,1,384.00,0.209087
102,1000,0.10,900,2,17,1.1318,0.05,constant,2,353.00,0.173770
103,1000,0.10,900,2,17,1.0931,0.05,constant,3,338.00,0.092434
104,1000,0.10,900,2,17,1.0833,0.05,constant,4,356.00,0.035809
105,1000,0.10,900,2,17,1.1138,0.05,constant,5,343.00,0.104227
106,1000,0.10,900,2,17,1.1194,0.05,constant,6,344.00,0.185184
107,1000,0.10,900,2,17,1.1061,0.05,constant,7,351.00,0.169753
108,1000,0.10,900,2,17,1.0848,0.05,constant,8,370.00,0.097781
109,1000,0.10,900,2,17,1.1181,0.05,constant,9,365.00,0.210590
110,1000,0.10,900,2,17,1.1228,0.05,constant,10,352.00,0.043025
111,1000,0.10,900,2,17,1.1064,0.05,constant,11,338.00,0.183737
112,1000,0.10,900,2,17,1.1589,0.05,constant,12,354.00,0.184438
113,1000,0.10,900,2,17,1.0432,0.05,constant,13,318.00,0.052520
114,1000,0.10,900,2,17,1.1051,0.05,constant,14,382.00,0.488220
115,1000,0.10,900,2,17,1.0608,0.05,constant,15,325.00,0.113248
116,1000,0.10,900,2,17,1.0710,0.05,constant,16,362.00,0.199268
117,1000,0.10,900,2,17,1.1253,0.05,constant,17,381.00,0.172084
118,1000,0.10,900,2,17,1.0822,0.05,constant,18,365.00,0.338309
119,1000,0.10,900,2,17,1.0720,0.05,constant,19,344.00,0.180327
120,1000,0.10,900,2,17,1.1018,0.05,constant,20,365.00,0.128717
121,1000,0.10,900,2,17,1.1020,0.05,constant,21,359.00,0.034718
122,1000,0.10,900,2,17,1.1132,0.05,constant,22,311.00,0.050576
123,1000,0.10,900,2,17,1.1093,0.05,constant,23,349.00,0.323891
124,1000,0.10,900,2,17,1.1108,0.05,constant,24,372.00,0.075501
125,1000,0.10,900,2,17,1.1186,0.05,constant,25,375.00,0.187303
126,1000,0.10,900,2,17,1.1060,0.05,constant,26,346.00,0.205651
127,1000,0.10,900,2,17,1.0702,0.05,constant,27,363.00,0.104600
128,1000,0.10,900,2,17,1.0555,0.05,constant,28,364.00,0.056671
129,1000,0.10,900,2,17,1.0985,0.05,constant,29,372.00,0.383475
130,1000,0.10,900,2,17,1.0292,0.05,constant,30,346.00,0.134310
131,1000,0.10,900,2,17,1.1150,0.05,constant,31,362.00,0.095378
132,1000,0.10,900,2,17,1.1084,0.05,constant,32,361.00,0.319699
133,1000,0.10,900,2,17,1.1248,0.05,constant,33,350.00,0.166742
134,1000,0.10,900,2,17,1.0930,0.05,constant,34,395.00,0.212136
135,1000,0.10,900,2,17,1.0799,0.05,constant,35,344.00,0.162885
136,1000,0.10,900,2,17,1.0755,0.05,constant,36,389.00,0.145020
137,1000,0.10,900,2,17,1.0843,0.05,constant,37,351.00,0.028759
138,1000,0.10,900,2,17,1.1120,0.05,constant,38,334.00,0.047082
139,1000,0.10,900,2,17,1.1373,0.05,constant,39,352.00,0.090840
140,1000,0.10,900,2,17,1.0869,0.05,constant,40,332.00,0.047742
141,1000,0.10,900,2,17,1.0737,0.05,constant,41,354.00,0.064894
142,1000,0.10,900,2,17,1.1008,0.05,constant,42,356.00,0.151152
143,1000,0.10,900,2,17,1.0526,0.05,constant,43,343.00,0.024265
144,1000,0.10,900,2,17,1.1189,0.05,constant,44,374.00,0.079496
145,1000,0.10,900,2,17,1.0453,0.05,constant,45,342.00,0.032862
146,1000,0.10,900,2,17,1.1108,0.05,constant,46,364.00,0.198037
147,1000,0.10,900,2,17,1.0981,0.05,constant,47,366.00,0.270391
148,1000,0.10,900,2,17,1.1437,0.05,constant,48,351.00,0.055927
149,1000,0.10,900,2,17,1.1258,0.05,constant,49,375.00,0.175773
150,1000,0.10,900,2,17,1.0772,0.05,constant,50,370.00,0.188018
151,1000,0.10,900,2,17,1.0988,0.05,constant,51,353.00,0.027411
152,1000,0.10,900,2,17,1.1059,0.05,constant,52,391.00,0.244589
153,1000,0.10,900,2,17,1.0957,0.05,constant,53,355.00,0.047045
154,1000,0.10,900,2,17,1.0586,0.05,constant,54,367.00,0.067737
155,1000,0.10,900,2,17,1.0562,0.05,constant,55,342.00,0.102955
156,1000,0.10,900,2,17,1.1460,0.05,constant,56,334.00,0.044215
157,1000,0.10,900,2,17,1.1264,0.05,constant,57,372.00,0.253388
158,1000,0.10,900,2,17,1.1232,0.05,constant,58,352.00,0.046474
159,1000,0.10,900,2,17,1.1140,0.05,constant,59,354.00,0.273695
160,1000,0.10,900,2,17,1.1247,0.05,constant,60,352.00,0.200349
161,1000,0.10,900,2,17,1.1569,0.05,constant,61,369.00,0.020828
162,1000,0.10,900,2,17,1.1068,0.05,constant,62,362.00,0.171701
163,1000,0.10,900,2,17,1.1464,0.05,constant,63,350.00,0.055912
164,1000,0.10,900,2,17,1.0482,0.05,constant,64,376.00,0.049349
165,1000,0.10,900,2,17,1.0613,0.05,constant,65,351.00,0.041904
166,1000,0.10,900,2,17,1.0424,0.05,constant,66,356.00,0.103664
167,1000,0.10,900,2,17,1.1041,0.05,constant,67,330.00,0.021698
168,1000,0.10,900,2,17,1.1282,0.05,constant,68,357.00,0.060801
169,1000,0.10,900,2,17,1.0931,0.05,constant,69,353.00,0.078947
170,1000,0.10,900,2,17,1.1565,0.05,constant,70,360.00,0.176029
171,1000,0.10,900,2,17,1.0652,0.05,constant,71,313.00,0.069920
172,1000,0.10,900,2,17,1.0743,0.05,constant,72,361.00,0.087439
173,1000,0.10,900,2,17,1.1267,0.05,constant,73,371.00,0.095024
174,1000,0.10,900,2,17,1.1049,0.05,constant,74,364.00,0.029057
175,1000,0.10,900,2,17,1.0962,0.05,constant,75,391.00,0.216969
176,1000,0.10,900,2,17,1.1212,0.05,constant,76,353.00,0.074500
177,1000,0.10,900,2,17,1.0790,0.05,constant,77,364.00,0.103706
178,1000,0.10,900,2,17,1.0594,0.05,constant,78,357.00,0.094024
179,1000,0.10,900,2,17,1.0818,0.05,constant,79,348.00,0.101706
180,1000,0.10,900,2,17,1.0622,0.05,constant,80,350.00,0.067394
181,1000,0.10,900,2,17,1.0575,0.05,constant,81,352.00,0.146474
182,1000,0.10,900,2,17,1.1180,0.05,constant,82,369.00,0.111818
183,1000,0.10,900,2,17,1.1086,0.05,constant,83,342.00,0.136089
184,1000,0.10,900,2,17,1.1380,0.05,constant,84,402.00,0.051767
185,1000,0.10,900,2,17,1.0685,0.05,constant,85,371.00,0.064078
186,1000,0.10,900,2,17,1.1465,0.05,constant,86,352.00,0.189766
187,1000,0.10,900,2,17,1.0736,0.05,constant,87,370.00,0.264451
188,1000,0.10,900,2,17,1.0420,0.05,constant,88,380.00,0.265140
189,1000,0.10,900,2,17,1.0829,0.05,constant,89,354.00,0.193067
190,1000,0.10,900,2,17,1.1011,0.05,constant,90,367.00,0.171729
191,1000,0.10,900,2,17,1.1014,0.05,constant,91,365.00,0.290227
192,1000,0.10,900,2,17,1.1044,0.05,constant,92,346.00,0.160038
193,1000,0.10,900,2,17,1.0803,0.05,constant,93,372.00,0.260699
194,1000,0.10,900,2,17,1.0672,0.05,constant,94,323.00,0.287509
195,1000,0.10,900,2,17,1.0705,0.05,constant,95,348.00,0.124799
196,1000,0.10,900,2,17,1.0647,0.05,constant,96,348.00,0.105872
197,1000,0.10,900,2,17,1.0953,0.05,constant,97,382.00,0.251557
198,1000,0.10,900,2,17,1.1248,0.05,constant,98,351.00,0.159570
199,1000,0.10,900,2,17,1.1028,0.05,constant,99,370.00,0.157444
200,1000,0.10,900,2,17,1.2293,0.10,constant,0,375.00,0.108707
201,1000,0.10,900,2,17,1.1739,0.10,constant,1,387.00,0.211003
202,1000,0.10,900,2,17,1.1675,0.10,constant,2,349.00,0.195363
203,1000,0.10,900,2,17,1.1459,0.10,constant,3,333.00,0.046412
204,1000,0.10,900,2,17,1.1578,0.10,constant,4,338.00,0.210206
205,1000,0.10,900,2,17,1.1434,0.10,constant,5,386.00,0.237351
206,1000,0.10,900,2,17,1.1886,0.10,constant,6,357.00,0.170861
207,1000,0.10,900,2,17,1.2276,0.10,constant,7,348.00,0.169007
208,1000,0.10,900,2,17,1.1987,0.10,constant,8,360.00,0.104957
209,1000,0.10,900,2,17,1.1314,0.10,constant,9,333.00,0.192886
210,1000,0.10,900,2,17,1.1944,0.10,constant,10,361.00,0.115426
211,1000,0.10,900,2,17,1.1731,0.10,constant,11,347.00,0.117301
212,1000,0.10,900,2,17,1.1707,0.10,constant,12,377.00,0.282451
213,1000,0.10,900,2,17,1.1513,0.10,constant,13,350.00,0.432274
214,1000,0.10,900,2,17,1.2379,0.10,constant,14,376.00,0.196639
215,1000,0.10,900,2,17,1.1585,0.10,constant,15,362.00,0.282840
216,1000,0.10,900,2,17,1.1601,0.10,constant,16,364.00,0.063176
217,1000,0.10,900,2,17,1.1851,0.10,constant,17,355.00,0.122986
218,1000,0.10,900,2,17,1.1776,0.10,constant,18,386.00,0.170188
219,1000,0.10,900,2,17,1.2383,0.10,constant,19,369.00,0.135718
220,1000,0.10,900,2,17,1.1798,0.10,constant,20,363.00,0.078817
221,1000,0.10,900,2,17,1.2293,0.10,constant,21,370.00,0.525404
222,1000,0.10,900,2,17,1.2143,0.10,constant,22,327.00,0.162221
223,1000,0.10,900,2,17,1.1828,0.10,constant,23,363.00,0.062418
224,1000,0.10,900,2,17,1.0990,0.10,constant,24,400.00,0.383800
225,1000,0.10,900,2,17,1.1834,0.10,constant,25,380.00,0.270203
226,1000,0.10,900,2,17,1.1549,0.10,constant,26,337.00,0.122426
227,1000,0.10,900,2,17,1.1620,0.10,constant,27,369.00,0.132331
228,1000,0.10,900,2,17,1.1973,0.10,constant,28,359.00,0.135702
229,1000,0.10,900,2,17,1.1394,0.10,constant,29,329.00,0.174107
230,1000,0.10,900,2,17,1.1502,0.10,constant,30,373.00,0.049693
231,1000,0.10,900,2,17,1.1627,0.10,constant,31,345.00,0.105070
232,1000,0.10,900,2,17,1.1413,0.10,constant,32,348.00,0.182608
233,1000,0.10,900,2,17,1.2101,0.10,constant,33,371.00,0.314590
234,1000,0.10,900,2,17,1.2148,0.10,constant,34,376.00,0.175632
235,1000,0.10,900,2,17,1.1113,0.10,constant,35,346.00,0.203398
236,1000,0.10,900,2,17,1.1880,0.10,constant,36,346.00,0.089886
237,1000,0.10,900,2,17,1.2539,0.10,constant,37,352.00,0.408646
238,1000,0.10,900,2,17,1.1371,0.10,constant,38,357.00,0.212989
239,1000,0.10,900,2,17,1.2097,0.10,constant,39,351.00,0.132414
240,1000,0.10,900,2,17,1.1539,0.10,constant,40,335.00,0.036352
241,1000,0.10,900,2,17,1.1586,0.10,constant,41,329.00,0.054033
242,1000,0.10,900,2,17,1.1468,0.10,constant,42,355.00,0.176258
243,1000,0.10,900,2,17,1.1475,0.10,constant,43,358.00,0.049874
244,1000,0.10,900,2,17,1.1286,0.10,constant,44,375.00,0.139574
245,1000,0.10,900,2,17,1.1448,0.10,constant,45,342.00,0.220830
246,1000,0.10,900,2,17,1.1640,0.10,constant,46,350.00,0.117760
247,1000,0.10,900,2,17,1.2226,0.10,constant,47,371.00,0.225468
248,1000,0.10,900,2,17,1.1820,0.10,constant,48,377.00,0.042556
249,1000,0.10,900,2,17,1.1764,0.10,constant,49,356.00,0.114235
250,1000,0.10,900,2,17,1.1825,0.10,constant,50,352.00,0.123189
251,1000,0.10,900,2,17,1.1401,0.10,constant,51,350.00,0.122076
252,1000,0.10,900,2,17,1.2210,0.10,constant,52,353.00,0.215684
253,1000,0.10,900,2,17,1.1493,0.10,constant,53,397.00,0.083998
254,1000,0.10,900,2,17,1.1937,0.10,constant,54,353.00,0.258686
255,1000,0.10,900,2,17,1.1951,0.10,constant,55,356.00,0.072657
256,1000,0.10,900,2,17,1.1378,0.10,constant,56,359.00,0.088550
257,1000,0.10,900,2,17,1.1713,0.10,constant,57,350.00,0.073436
258,1000,0.10,900,2,17,1.1085,0.10,constant,58,370.00,0.201388
259,1000,0.10,900,2,17,1.1618,0.10,constant,59,404.00,0.150252
260,1000,0.10,900,2,17,1.1711,0.10,constant,60,361.00,0.180200
261,1000,0.10,900,2,17,1.1729,0.10,constant,61,363.00,0.171645
262,1000,0.10,900,2,17,1.2064,0.10,constant,62,351.00,0.328602
263,1000,0.10,900,2,17,1.2379,0.10,constant,63,382.00,0.323234
264,1000,0.10,900,2,17,1.1849,0.10,constant,64,387.00,0.115912
265,1000,0.10,900,2,17,1.2393,0.10,constant,65,366.00,0.219862
266,1000,0.10,900,2,17,1.1772,0.10,constant,66,356.00,0.289491
267,1000,0.10,900,2,17,1.1914,0.10,constant,67,369.00,0.174730
268,1000,0.10,900,2,17,1.2016,0.10,constant,68,368.00,0.332705
269,1000,0.10,900,2,17,1.2001,0.10,constant,69,354.00,1.101517
270,1000,0.10,900,2,17,1.1924,0.10,constant,70,368.00,0.287416
271,1000,0.10,900,2,17,1.2162,0.10,constant,71,355.00,0.392908
272,1000,0.10,900,2,17,1.1991,0.10,constant,72,398.00,0.196035
273,1000,0.10,900,2,17,1.1611,0.10,constant,73,332.00,0.154602
274,1000,0.10,900,2,17,1.2134,0.10,constant,74,360.00,0.192263
275,1000,0.10,900,2,17,1.1739,0.10,constant,75,376.00,0.118359
276,1000,0.10,900,2,17,1.1906,0.10,constant,76,361.00,0.183403
277,1000,0.10,900,2,17,1.1225,0.10,constant,77,386.00,0.092237
278,1000,0.10,900,2,17,1.2076,0.10,constant,78,356.00,0.274213
279,1000,0.10,900,2,17,1.1521,0.10,constant,79,354.00,0.199839
280,1000,0.10,900,2,17,1.1998,0.10,constant,80,389.00,0.329914
281,1000,0.10,900,2,17,1.1145,0.10,constant,81,364.00,0.070462
282,1000,0.10,900,2,17,1.1621,0.10,constant,82,374.00,0.285281
283,1000,0.10,900,2,17,1.2022,0.10,constant,83,365.00,0.160643
284,1000,0.10,900,2,17,1.1858,0.10,constant,84,357.00,0.130071
285,1000,0.10,900,2,17,1.2008,0.10,constant,85,332.00,0.093526
286,1000,0.10,900,2,17,1.1659,0.10,constant,86,358.00,0.298683
287,1000,0.10,900,2,17,1.2076,0.10,constant,87,360.00,0.194503
288,1000,0.10,900,2,17,1.2722,0.10,constant,88,362.00,0.395420
289,1000,0.10,900,2,17,1.1791,0.10,constant,89,385.00,0.074593
290,1000,0.10,900,2,17,1.1489,0.10,constant,90,385.00,0.322922
291,1000,0.10,900,2,17,1.1916,0.10,constant,91,377.00,0.151891
292,1000,0.10,900,2,17,1.1789,0.10,constant,92,377.00,0.126046
293,1000,0.10,900,2,17,1.2874,0.10,constant,93,338.00,0.135721
294,1000,0.10,900,2,17,1.2008,0.10,constant,94,345.00,0.049343
295,1000,0.10,900,2,17,1.1723,0.10,constant,95,373.00,0.141016
296,1000,0.10,900,2,17,1.2012,0.10,constant,96,382.00,0.412865
297,1000,0.10,900,2,17,1.1994,0.10,constant,97,356.00,0.282026
298,1000,0.10,900,2,17,1.2186,0.10,constant,98,367.00,0.206279
299,1000,0.10,900,2,17,1.1687,0.10,constant,99,384.00,0.146884
300,1000,0.10,900,2,17,1.2484,0.15,constant,0,347.00,0.174960
301,1000,0.10,900,2,17,1.2539,0.15,constant,1,362.00,0.134711
302,1000,0.10,900,2,17,1.2217,0.15,constant,2,339.00,0.199744
303,1000,0.10,900,2,17,1.2036,0.15,constant,3,375.00,0.275953
304,1000,0.10,900,2,17,1.1895,0.15,constant,4,353.00,0.122067
305,1000,0.10,900,2,17,1.2259,0.15,constant,5,396.00,0.379768
306,1000,0.10,900,2,17,1.2375,0.15,constant,6,341.00,0.112620
307,1000,0.10,900,2,17,1.2259,0.15,constant,7,350.00,0.156139
308,1000,0.10,900,2,17,1.1902,0.15,constant,8,357.00,0.302654
309,1000,0.10,900,2,17,1.2132,0.15,constant,9,377.00,0.166983
310,1000,0.10,900,2,17,1.2408,0.15,constant,10,409.00,0.155612
311,1000,0.10,900,2,17,1.2563,0.15,constant,11,343.00,0.489708
312,1000,0.10,900,2,17,1.2562,0.15,constant,12,346.00,0.205181
313,1000,0.10,900,2,17,1.1689,0.15,constant,13,329.00,0.216688
314,1000,0.10,900,2,17,1.2459,0.15,constant,14,369.00,0.126334
315,1000,0.10,900,2,17,1.2047,0.15,constant,15,359.00,0.101763
316,1000,0.10,900,2,17,1.2582,0.15,constant,16,362.00,0.244707
317,1000,0.10,900,2,17,1.2086,0.15,constant,17,356.00,0.190179
318,1000,0.10,900,2,17,1.2429,0.15,constant,18,394.00,0.137274
319,1000,0.10,900,2,17,1.2739,0.15,constant,19,401.00,0.170915
320,1000,0.10,900,2,17,1.2322,0.15,constant,20,392.00,0.242395
321,1000,0.10,900,2,17,1.2194,0.15,constant,21,352.00,0.137131
322,1000,0.10,900,2,17,1.2730,0.15,constant,22,388.00,0.419370
323,1000,0.10,900,2,17,1.3016,0.15,constant,23,370.00,0.162301
324,1000,0.10,900,2,17,1.2378,0.15,constant,24,388.00,0.445011
325,1000,0.10,900,2,17,1.2240,0.15,constant,25,386.00,0.332210
326,1000,0.10,900,2,17,1.2572,0.15,constant,26,380.00,0.173901
327,1000,0.10,900,2,17,1.2515,0.15,constant,27,368.00,0.112599
328,1000,0.10,900,2,17,1.2909,0.15,constant,28,350.00,0.410161
329,1000,0.10,900,2,17,1.2205,0.15,constant,29,358.00,0.175120
330,1000,0.10,900,2,17,1.2602,0.15,constant,30,364.00,0.230901
331,1000,0.10,900,2,17,1.2177,0.15,constant,31,374.00,0.160635
332,1000,0.10,900,2,17,1.2282,0.15,constant,32,359.00,0.089011
333,1000,0.10,900,2,17,1.2321,0.15,constant,33,385.00,0.229382
334,1000,0.10,900,2,17,1.1936,0.15,constant,34,382.00,0.183391
335,1000,0.10,900,2,17,1.2508,0.15,constant,35,366.00,0.227296
336,1000,0.10,900,2,17,1.2300,0.15,constant,36,366.00,0.172821
337,1000,0.10,900,2,17,1.2778,0.15,constant,37,353.00,0.254297
338,1000,0.10,900,2,17,1.2126,0.15,constant,38,352.00,0.289940
339,1000,0.10,900,2,17,1.3218,0.15,constant,39,367.00,0.249029
340,1000,0.10,900,2,17,1.2224,0.15,constant,40,391.00,0.178146
341,1000,0.10,900,2,17,1.3130,0.15,constant,41,386.00,0.286602
342,1000,0.10,900,2,17,1.2464,0.15,constant,42,390.00,0.078378
343,1000,0.10,900,2,17,1.1862,0.15,constant,43,384.00,0.245285
344,1000,0.10,900,2,17,1.2310,0.15,constant,44,371.00,0.169552
345,1000,0.10,900,2,17,1.2385,0.15,constant,45,355.00,0.354284
346,1000,0.10,900,2,17,1.2217,0.15,constant,46,360.00,0.269905
347,1000,0.10,900,2,17,1.2330,0.15,constant,47,366.00,0.109519
348,1000,0.10,900,2,17,1.2427,0.15,constant,48,355.00,0.133453
349,1000,0.10,900,2,17,1.2607,0.15,constant,49,365.00,0.100096
350,1000,0.10,900,2,17,1.2153,0.15,constant,50,341.00,0.197802
351,1000,0.10,900,2,17,1.2414,0.15,constant,51,348.00,0.387980
352,1000,0.10,900,2,17,1.2665,0.15,constant,52,325.00,0.132258
353,1000,0.10,900,2,17,1.2582,0.15,constant,53,356.00,0.174747
354,1000,0.10,900,2,17,1.2777,0.15,constant,54,357.00,0.152902
355,1000,0.10,900,2,17,1.2400,0.15,constant,55,373.00,0.197759
356,1000,0.10,900,2,17,1.2404,0.15,constant,56,332.00,0.030145
357,1000,0.10,900,2,17,1.2487,0.15,constant,57,350.00,0.154185
358,1000,0.10,900,2,17,1.2295,0.15,constant,58,341.00,0.549448
359,1000,0.10,900,2,17,1.2270,0.15,constant,59,337.00,0.280856
360,1000,0.10,900,2,17,1.2275,0.15,constant,60,361.00,0.173398
361,1000,0.10,900,2,17,1.3285,0.15,constant,61,370.00,0.209309
362,1000,0.10,900,2,17,1.2429,0.15,constant,62,307.00,0.198722
363,1000,0.10,900,2,17,1.2207,0.15,constant,63,363.00,0.184013
364,1000,0.10,900,2,17,1.2637,0.15,constant,64,359.00,0.229561
365,1000,0.10,900,2,17,1.2863,0.15,constant,65,346.00,0.185517
366,1000,0.10,900,2,17,1.1975,0.15,constant,66,400.00,0.331858
