index,n,epsilon,d,m,k,t,repeat,time_mu_s,model_error
98,1000,0.50,500,2,10,1.0022,98,195.00,0.181856
99,1000,0.50,500,2,10,0.9581,99,213.00,0.750809
100,1000,0.50,500,2,20,0.9844,0,410.00,0.771304
101,1000,0.50,500,2,20,1.0416,1,407.00,1.086996
102,1000,0.50,500,2,20,0.9957,2,384.00,0.111172
103,1000,0.50,500,2,20,1.0439,3,419.00,0.281448
104,1000,0.50,500,2,20,1.0386,4,413.00,1.253006
105,1000,0.50,500,2,20,0.9929,5,410.00,1.159665
106,1000,0.50,500,2,20,1.0005,6,402.00,0.547908
107,1000,0.50,500,2,20,1.0454,7,412.00,0.510267
108,1000,0.50,500,2,20,0.9867,8,405.00,0.174518
109,1000,0.50,500,2,20,0.9763,9,404.00,1.498406
110,1000,0.50,500,2,20,0.9993,10,409.00,0.168362
111,1000,0.50,500,2,20,1.0159,11,407.00,0.228622
112,1000,0.50,500,2,20,0.9871,12,434.00,0.706149
113,1000,0.50,500,2,20,1.0020,13,440.00,0.578413
114,1000,0.50,500,2,20,1.0278,14,439.00,0.722086
115,1000,0.50,500,2,20,1.0341,15,408.00,0.056301
116,1000,0.50,500,2,20,0.9730,16,442.00,0.544296
117,1000,0.50,500,2,20,1.0155,17,431.00,1.292739
118,1000,0.50,500,2,20,1.0182,18,406.00,0.297109
119,1000,0.50,500,2,20,1.0063,19,424.00,0.039459
120,1000,0.50,500,2,20,0.9299,20,450.00,0.278369
121,1000,0.50,500,2,20,0.9676,21,373.00,0.528132
122,1000,0.50,500,2,20,1.0194,22,412.00,1.220568
123,1000,0.50,500,2,20,0.9682,23,445.00,0.530805
124,1000,0.50,500,2,20,1.0014,24,449.00,1.299054
125,1000,0.50,500,2,20,0.9800,25,406.00,4.305403
126,1000,0.50,500,2,20,1.0356,26,416.00,0.337709
127,1000,0.50,500,2,20,0.9538,27,430.00,0.040292
128,1000,0.50,500,2,20,1.0952,28,412.00,1.765994
129,1000,0.50,500,2,20,0.9257,29,395.00,1.096885
130,1000,0.50,500,2,20,1.0235,30,415.00,0.428930
131,1000,0.50,500,2,20,1.0101,31,366.00,0.818152
132,1000,0.50,500,2,20,0.9886,32,432.00,0.084828
133,1000,0.50,500,2,20,0.9754,33,432.00,0.070001
134,1000,0.50,500,2,20,1.0617,34,411.00,0.486138
135,1000,0.50,500,2,20,1.0052,35,456.00,1.082571
136,1000,0.50,500,2,20,1.0130,36,423.00,0.076206
137,1000,0.50,500,2,20,1.0516,37,435.00,0.881262
138,1000,0.50,500,2,20,0.9633,38,413.00,1.650019
139,1000,0.50,500,2,20,0.9690,39,407.00,1.952208
140,1000,0.50,500,2,20,0.9992,40,404.00,1.927809
141,1000,0.50,500,2,20,0.9801,41,399.00,0.219876
142,1000,0.50,500,2,20,0.9716,42,435.00,0.533290
143,1000,0.50,500,2,20,1.0391,43,418.00,0.291825
144,1000,0.50,500,2,20,0.9533,44,434.00,0.290052
145,1000,0.50,500,2,20,1.0025,45,434.00,0.041401
146,1000,0.50,500,2,20,1.0595,46,448.00,0.071352
147,1000,0.50,500,2,20,0.9775,47,418.00,0.384924
148,1000,0.50,500,2,20,1.0137,48,400.00,0.680102
149,1000,0.50,500,2,20,0.9574,49,372.00,0.195672
150,1000,0.50,500,2,20,1.0111,50,414.00,0.414157
151,1000,0.50,500,2,20,0.9655,51,360.00,0.217204
152,1000,0.50,500,2,20,1.0124,52,412.00,0.337094
153,1000,0.50,500,2,20,1.0476,53,426.00,0.891576
154,1000,0.50,500,2,20,1.0145,54,217.00,0.199430
155,1000,0.50,500,2,20,0.9761,55,391.00,0.201830
156,1000,0.50,500,2,20,1.0481,56,416.00,0.181377
157,1000,0.50,500,2,20,1.0367,57,396.00,0.197185
158,1000,0.50,500,2,20,0.9553,58,418.00,0.373105
159,1000,0.50,500,2,20,0.9793,59,377.00,0.026568
160,1000,0.50,500,2,20,1.0426,60,392.00,0.583929
161,1000,0.50,500,2,20,1.0033,61,378.00,0.091780
162,1000,0.50,500,2,20,0.9765,62,402.00,0.291514
163,1000,0.50,500,2,20,1.0532,63,414.00,0.193680
164,1000,0.50,500,2,20,0.9934,64,412.00,0.088601
165,1000,0.50,500,2,20,0.9584,65,395.00,0.296691
166,1000,0.50,500,2,20,0.9603,66,385.00,0.309500
167,1000,0.50,500,2,20,0.9641,67,415.00,0.232388
168,1000,0.50,500,2,20,1.0856,68,442.00,0.085033
169,1000,0.50,500,2,20,0.9816,69,427.00,0.970973
170,1000,0.50,500,2,20,1.0468,70,437.00,0.185085
171,1000,0.50,500,2,20,0.9739,71,391.00,0.294548
172,1000,0.50,500,2,20,0.9810,72,391.00,0.319053
173,1000,0.50,500,2,20,0.9707,73,406.00,0.015744
174,1000,0.50,500,2,20,0.9932,74,438.00,0.221019
175,1000,0.50,500,2,20,1.0427,75,412.00,0.805949
176,1000,0.50,500,2,20,1.0106,76,388.00,0.024711
177,1000,0.50,500,2,20,1.0795,77,421.00,0.550613
178,1000,0.50,500,2,20,1.0183,78,448.00,0.359562
179,1000,0.50,500,2,20,0.9799,79,407.00,0.277631
180,1000,0.50,500,2,20,0.9807,80,386.00,0.272091
181,1000,0.50,500,2,20,0.9755,81,425.00,0.113420
182,1000,0.50,500,2,20,0.9846,82,415.00,0.189018
183,1000,0.50,500,2,20,0.9489,83,409.00,0.210474
184,1000,0.50,500,2,20,0.9893,84,412.00,0.908548
185,1000,0.50,500,2,20,1.0438,85,402.00,0.091416
186,1000,0.50,500,2,20,0.9754,86,424.00,0.781821
187,1000,0.50,500,2,20,1.0166,87,400.00,0.665016
188,1000,0.50,500,2,20,1.0124,88,423.00,0.495540
189,1000,0.50,500,2,20,0.9899,89,416.00,0.040180
190,1000,0.50,500,2,20,0.9512,90,382.00,0.115990
191,1000,0.50,500,2,20,0.9916,91,442.00,0.110263
192,1000,0.50,500,2,20,0.9968,92,415.00,0.217167
193,1000,0.50,500,2,20,0.9952,93,412.00,0.196464
194,1000,0.50,500,2,20,1.0122,94,448.00,0.568406
195,1000,0.50,500,2,20,0.9236,95,411.00,0.227005
196,1000,0.50,500,2,20,1.0224,96,396.00,0.339975
197,1000,0.50,500,2,20,1.0166,97,408.00,0.263684
198,1000,0.50,500,2,20,0.9947,98,441.00,0.523358
199,1000,0.50,500,2,20,0.9998,99,390.00,0.617845
200,1000,0.50,500,2,30,1.0166,0,468.00,0.280335
201,1000,0.50,500,2,30,0.9671,1,593.00,0.132308
202,1000,0.50,500,2,30,0.9713,2,610.00,0.469463
203,1000,0.50,500,2,30,1.0082,3,581.00,0.313900
204,1000,0.50,500,2,30,1.0679,4,40.00,0.112174
205,1000,0.50,500,2,30,1.0652,5,607.00,0.885201
206,1000,0.50,500,2,30,0.9884,6,619.00,0.365695
207,1000,0.50,500,2,30,0.9556,7,629.00,0.323249
208,1000,0.50,500,2,30,1.0169,8,622.00,0.887337
209,1000,0.50,500,2,30,0.9924,9,623.00,3.395605
210,1000,0.50,500,2,30,0.9911,10,644.00,0.176977
211,1000,0.50,500,2,30,0.9372,11,538.00,0.040716
212,1000,0.50,500,2,30,1.0316,12,568.00,0.299198
213,1000,0.50,500,2,30,0.9517,13,634.00,0.396904
214,1000,0.50,500,2,30,1.0213,14,620.00,0.381778
215,1000,0.50,500,2,30,0.9339,15,656.00,1.726416
216,1000,0.50,500,2,30,1.0255,16,599.00,0.045498
217,1000,0.50,500,2,30,0.9959,17,614.00,0.410434
218,1000,0.50,500,2,30,1.0134,18,582.00,1.458079
219,1000,0.50,500,2,30,1.0227,19,676.00,0.825158
220,1000,0.50,500,2,30,0.9854,20,639.00,0.079325
221,1000,0.50,500,2,30,1.0194,21,549.00,0.445647
222,1000,0.50,500,2,30,0.9738,22,613.00,0.313296
223,1000,0.50,500,2,30,1.0498,23,603.00,0.264747
224,1000,0.50,500,2,30,1.0452,24,632.00,0.247182
225,1000,0.50,500,2,30,0.9221,25,615.00,0.428305
226,1000,0.50,500,2,30,1.0028,26,651.00,0.811479
227,1000,0.50,500,2,30,1.0035,27,594.00,0.316325
228,1000,0.50,500,2,30,0.9856,28,590.00,0.269685
229,1000,0.50,500,2,30,0.9362,29,631.00,0.146634
230,1000,0.50,500,2,30,0.9691,30,290.00,0.304516
231,1000,0.50,500,2,30,0.9964,31,627.00,0.656088
232,1000,0.50,500,2,30,1.0343,32,636.00,0.693909
233,1000,0.50,500,2,30,0.9447,33,631.00,0.232956
234,1000,0.50,500,2,30,1.0349,34,626.00,0.790875
235,1000,0.50,500,2,30,0.9952,35,609.00,0.079987
236,1000,0.50,500,2,30,0.9776,36,594.00,0.170525
237,1000,0.50,500,2,30,1.0477,37,606.00,0.172213
238,1000,0.50,500,2,30,1.0080,38,595.00,0.074807
239,1000,0.50,500,2,30,1.0043,39,91.00,0.405973
240,1000,0.50,500,2,30,1.0495,40,565.00,0.116373
241,1000,0.50,500,2,30,1.0103,41,590.00,0.304969
242,1000,0.50,500,2,30,0.9826,42,578.00,0.624636
243,1000,0.50,500,2,30,0.9965,43,648.00,1.057638
244,1000,0.50,500,2,30,0.9865,44,299.00,0.449141
245,1000,0.50,500,2,30,1.0622,45,615.00,0.275776
246,1000,0.50,500,2,30,0.9745,46,637.00,0.496952
247,1000,0.50,500,2,30,1.0044,47,626.00,0.254047
248,1000,0.50,500,2,30,0.9933,48,630.00,0.036756
249,1000,0.50,500,2,30,0.9935,49,611.00,0.136644
250,1000,0.50,500,2,30,1.0088,50,551.00,0.187327
251,1000,0.50,500,2,30,0.9795,51,635.00,0.087536
252,1000,0.50,500,2,30,0.9936,52,590.00,0.047307
253,1000,0.50,500,2,30,1.0486,53,641.00,0.924500
254,1000,0.50,500,2,30,0.9755,54,622.00,0.479765
255,1000,0.50,500,2,30,1.0061,55,612.00,0.124100
256,1000,0.50,500,2,30,1.0104,56,609.00,0.311046
257,1000,0.50,500,2,30,0.9966,57,605.00,0.028403
258,1000,0.50,500,2,30,0.9902,58,604.00,0.201040
259,1000,0.50,500,2,30,0.9911,59,620.00,0.134391
260,1000,0.50,500,2,30,0.9791,60,588.00,0.509447
261,1000,0.50,500,2,30,0.9663,61,608.00,0.779157
262,1000,0.50,500,2,30,1.0159,62,576.00,0.380549
263,1000,0.50,500,2,30,0.9596,63,610.00,0.182752
264,1000,0.50,500,2,30,0.9913,64,600.00,0.089549
265,1000,0.50,500,2,30,0.9898,65,607.00,0.073500
266,1000,0.50,500,2,30,0.9966,66,646.00,0.130809
267,1000,0.50,500,2,30,0.9921,67,580.00,0.155166
268,1000,0.50,500,2,30,0.9612,68,574.00,0.154599
269,1000,0.50,500,2,30,0.9785,69,568.00,0.171862
270,1000,0.50,500,2,30,1.0365,70,614.00,0.134652
271,1000,0.50,500,2,30,0.9514,71,590.00,0.151983
272,1000,0.50,500,2,30,1.0288,72,303.00,0.255027
273,1000,0.50,500,2,30,1.0145,73,598.00,0.341300
274,1000,0.50,500,2,30,1.0146,74,631.00,0.166064
275,1000,0.50,500,2,30,1.0138,75,608.00,0.655541
276,1000,0.50,500,2,30,1.0365,76,647.00,0.060632
277,1000,0.50,500,2,30,1.0338,77,629.00,0.377977
278,1000,0.50,500,2,30,1.0170,78,599.00,0.159238
279,1000,0.50,500,2,30,0.9307,79,608.00,0.017831
280,1000,0.50,500,2,30,0.9463,80,566.00,0.229549
281,1000,0.50,500,2,30,0.9947,81,588.00,0.116967
282,1000,0.50,500,2,30,1.0276,82,574.00,0.067023
283,1000,0.50,500,2,30,1.0067,83,606.00,0.167058
284,1000,0.50,500,2,30,1.0014,84,602.00,0.291044
285,1000,0.50,500,2,30,1.0256,85,623.00,0.415640
286,1000,0.50,500,2,30,0.9101,86,593.00,0.224832
287,1000,0.50,500,2,30,1.0336,87,558.00,0.166442
288,1000,0.50,500,2,30,1.0269,88,634.00,0.335553
289,1000,0.50,500,2,30,0.9863,89,581.00,0.141219
290,1000,0.50,500,2,30,1.0262,90,629.00,0.128330
291,1000,0.50,500,2,30,1.0197,91,584.00,0.904537
292,1000,0.50,500,2,30,1.0051,92,607.00,0.714863
293,1000,0.50,500,2,30,1.0199,93,384.00,0.262385
294,1000,0.50,500,2,30,1.0789,94,562.00,0.296320
295,1000,0.50,500,2,30,0.9778,95,592.00,0.142988
296,1000,0.50,500,2,30,1.0038,96,592.00,0.354222
297,1000,0.50,500,2,30,1.0330,97,627.00,0.878886
298,1000,0.50,500,2,30,1.0032,98,554.00,0.305414
299,1000,0.50,500,2,30,0.9683,99,621.00,0.739702
300,1000,0.50,500,2,40,0.9976,0,842.00,0.628917
301,1000,0.50,500,2,40,0.9918,1,782.00,0.136506
302,1000,0.50,500,2,40,0.9735,2,820.00,0.078382
303,1000,0.50,500,2,40,0.9747,3,750.00,0.281373
304,1000,0.50,500,2,40,1.0166,4,806.00,0.574133
305,1000,0.50,500,2,40,1.0277,5,717.00,0.090207
306,1000,0.50,500,2,40,0.9833,6,837.00,0.391771
307,1000,0.50,500,2,40,1.0345,7,791.00,0.235028
308,1000,0.50,500,2,40,1.0057,8,838.00,0.378026
309,1000,0.50,500,2,40,0.9842,9,758.00,0.287637
310,1000,0.50,500,2,40,0.9752,10,825.00,0.079213
311,1000,0.50,500,2,40,1.0394,11,359.00,0.127266
312,1000,0.50,500,2,40,0.9331,12,877.00,0.085254
313,1000,0.50,500,2,40,0.9551,13,795.00,0.263039
314,1000,0.50,500,2,40,1.0170,14,417.00,0.279776
315,1000,0.50,500,2,40,1.0134,15,832.00,0.293513
316,1000,0.50,500,2,40,0.9678,16,814.00,0.080542
317,1000,0.50,500,2,40,1.0235,17,804.00,0.189101
318,1000,0.50,500,2,40,0.9300,18,755.00,0.269884
319,1000,0.50,500,2,40,0.9785,19,821.00,0.412453
320,1000,0.50,500,2,40,1.0268,20,818.00,0.173385
321,1000,0.50,500,2,40,1.0674,21,816.00,0.429550
322,1000,0.50,500,2,40,1.0021,22,781.00,0.167783
323,1000,0.50,500,2,40,1.0167,23,795.00,0.439395
324,1000,0.50,500,2,40,1.0348,24,853.00,0.827338
325,1000,0.50,500,2,40,1.0250,25,151.00,0.105989
326,1000,0.50,500,2,40,0.9561,26,826.00,0.285006
327,1000,0.50,500,2,40,0.9619,27,841.00,0.213441
328,1000,0.50,500,2,40,1.0004,28,820.00,0.474482
329,1000,0.50,500,2,40,1.0176,29,846.00,0.271264
330,1000,0.50,500,2,40,0.9701,30,770.00,0.132790
331,1000,0.50,500,2,40,0.9940,31,786.00,0.474293
332,1000,0.50,500,2,40,1.0529,32,831.00,0.330220
333,1000,0.50,500,2,40,1.0311,33,780.00,0.208828
334,1000,0.50,500,2,40,1.0268,34,786.00,0.696178
335,1000,0.50,500,2,40,1.0039,35,779.00,0.300644
336,1000,0.50,500,2,40,0.9533,36,836.00,0.314838
337,1000,0.50,500,2,40,0.9401,37,797.00,0.193733
338,1000,0.50,500,2,40,0.9845,38,783.00,0.032189
339,1000,0.50,500,2,40,0.9968,39,850.00,0.377071
340,1000,0.50,500,2,40,0.9879,40,762.00,0.448993
341,1000,0.50,500,2,40,0.9697,41,762.00,0.364394
342,1000,0.50,500,2,40,0.9937,42,767.00,0.089384
343,1000,0.50,500,2,40,0.9608,43,210.00,0.204737
344,1000,0.50,500,2,40,1.0516,44,240.00,0.254693
345,1000,0.50,500,2,40,1.0120,45,864.00,0.347703
346,1000,0.50,500,2,40,1.0024,46,748.00,0.118309
347,1000,0.50,500,2,40,0.9850,47,791.00,0.377400
348,1000,0.50,500,2,40,1.0239,48,753.00,0.567737
349,1000,0.50,500,2,40,0.9865,49,788.00,0.688479
350,1000,0.50,500,2,40,1.0129,50,839.00,0.103510
351,1000,0.50,500,2,40,0.9863,51,830.00,0.363773
352,1000,0.50,500,2,40,0.9864,52,544.00,0.121417
353,1000,0.50,500,2,40,1.0202,53,775.00,0.315938
354,1000,0.50,500,2,40,0.9769,54,830.00,0.293325
355,1000,0.50,500,2,40,0.9939,55,850.00,0.346405
356,1000,0.50,500,2,40,0.9136,56,742.00,0.506119
357,1000,0.50,500,2,40,0.9496,57,823.00,0.205428
358,1000,0.50,500,2,40,0.9386,58,805.00,0.095838
359,1000,0.50,500,2,40,0.9533,59,791.00,0.112307
360,1000,0.50,500,2,40,0.9905,60,821.00,0.060704
361,1000,0.50,500,2,40,0.9884,61,757.00,0.076804
362,1000,0.50,500,2,40,1.0769,62,796.00,0.151384
363,1000,0.50,500,2,40,1.0037,63,752.00,0.273404
364,1000,0.50,500,2,40,0.9766,64,787.00,0.310054
365,1000,0.50,500,2,40,0.9968,65,846.00,0.341000
366,1000,0.50,500,2,40,1.0082,66,82.00,0.188991
367,1000,0.50,500,2,40,0.9605,67,823.00,0.535092
368,1000,0.50,500,2,40,1.0010,68,852.00,0.291559
369,1000,0.50,500,2,40,0.9564,69,864.00,0.091461
370,1000,0.50,500,2,40,0.9556,70,781.00,0.053374
371,1000,0.50,500,2,40,1.0068,71,819.00,0.062741
372,1000,0.50,500,2,40,1.0387,72,812.00,0.554730
373,1000,0.50,500,2,40,1.0505,73,860.00,0.523041
374,1000,0.50,500,2,40,0.9576,74,830.00,0.328437
375,1000,0.50,500,2,40,0.9913,75,761.00,0.102278
376,1000,0.50,500,2,40,1.0089,76,837.00,0.212438
377,1000,0.50,500,2,40,0.9669,77,797.00,0.283333
378,1000,0.50,500,2,40,1.0329,78,236.00,0.219331
379,1000,0.50,500,2,40,1.0404,79,758.00,0.144426
380,1000,0.50,500,2,40,1.0490,80,782.00,0.091032
381,1000,0.50,500,2,40,0.9297,81,765.00,0.112615
382,1000,0.50,500,2,40,1.0166,82,814.00,0.115369
383,1000,0.50,500,2,40,0.9706,83,830.00,0.101572
384,1000,0.50,500,2,40,1.0049,84,806.00,0.272339
385,1000,0.50,500,2,40,0.9672,85,833.00,0.082314
386,1000,0.50,500,2,40,1.0187,86,817.00,0.560302
387,1000,0.50,500,2,40,1.0044,87,816.00,0.255376
388,1000,0.50,500,2,40,0.9987,88,781.00,0.055439
389,1000,0.50,500,2,40,0.9257,89,785.00,0.324886
390,1000,0.50,500,2,40,0.9997,90,808.00,0.145864
391,1000,0.50,500,2,40,1.0254,91,792.00,0.126632
392,1000,0.50,500,2,40,0.9624,92,817.00,0.236534
393,1000,0.50,500,2,40,0.9244,93,825.00,0.591637
394,1000,0.50,500,2,40,0.9985,94,791.00,0.682962
395,1000,0.50,500,2,40,1.0635,95,818.00,0.221791
396,1000,0.50,500,2,40,0.9973,96,783.00,0.618350
397,1000,0.50,500,2,40,1.0184,97,787.00,0.306385
398,1000,0.50,500,2,40,1.0107,98,763.00,0.102104
399,1000,0.50,500,2,40,1.0140,99,837.00,0.478446
400,1000,0.50,500,2,50,0.9796,0,1018.00,0.428467
401,1000,0.50,500,2,50,0.9976,1,967.00,0.119538
402,1000,0.50,500,2,50,0.9839,2,981.00,0.777128
403,1000,0.50,500,2,50,0.9852,3,1070.00,0.318067
404,1000,0.50,500,2,50,0.9474,4,948.00,0.149941
405,1000,0.50,500,2,50,0.9959,5,936.00,0.232980
406,1000,0.50,500,2,50,0.9527,6,956.00,0.329902
407,1000,0.50,500,2,50,1.0003,7,375.00,0.171238
408,1000,0.50,500,2,50,0.9904,8,1055.00,0.528799
409,1000,0.50,500,2,50,0.9849,9,989.00,0.619628
410,1000,0.50,500,2,50,0.9955,10,923.00,0.212623
411,1000,0.50,500,2,50,1.0405,11,672.00,0.360621
412,1000,0.50,500,2,50,1.0061,12,970.00,0.358748
413,1000,0.50,500,2,50,1.0265,13,961.00,0.297727
414,1000,0.50,500,2,50,1.0160,14,955.00,0.108778
415,1000,0.50,500,2,50,1.0126,15,968.00,0.152199
416,1000,0.50,500,2,50,1.0354,16,982.00,0.467773
417,1000,0.50,500,2,50,1.0402,17,944.00,0.163042
418,1000,0.50,500,2,50,0.9672,18,1004.00,0.332300
419,1000,0.50,500,2,50,0.9991,19,922.00,0.136271
420,1000,0.50,500,2,50,1.0035,20,943.00,0.747721
421,1000,0.50,500,2,50,1.0614,21,942.00,0.899369
422,1000,0.50,500,2,50,1.0071,22,966.00,0.070521
423,1000,0.50,500,2,50,1.0670,23,1003.00,0.078117
424,1000,0.50,500,2,50,1.0470,24,442.00,0.621095
425,1000,0.50,500,2,50,1.0181,25,998.00,0.909412
426,1000,0.50,500,2,50,0.9411,26,978.00,0.277464
427,1000,0.50,500,2,50,1.0459,27,1011.00,0.341931
428,1000,0.50,500,2,50,1.0218,28,1001.00,0.282006
429,1000,0.50,500,2,50,1.0567,29,1012.00,0.166942
430,1000,0.50,500,2,50,0.9422,30,1039.00,0.311994
431,1000,0.50,500,2,50,0.9943,31,1000.00,0.481689
432,1000,0.50,500,2,50,1.0119,32,349.00,0.112089
433,1000,0.50,500,2,50,1.0017,33,1010.00,0.277624
434,1000,0.50,500,2,50,1.0046,34,992.00,0.402193
435,1000,0.50,500,2,50,0.9920,35,1012.00,0.275957
436,1000,0.50,500,2,50,0.9659,36,1045.00,0.137631
437,1000,0.50,500,2,50,0.9691,37,977.00,0.796021
438,1000,0.50,500,2,50,0.9634,38,963.00,0.415053
439,1000,0.50,500,2,50,0.9752,39,963.00,0.052313
440,1000,0.50,500,2,50,1.0287,40,1026.00,0.494367
441,1000,0.50,500,2,50,0.9690,41,950.00,0.100334
442,1000,0.50,500,2,50,0.9939,42,389.00,0.478391
443,1000,0.50,500,2,50,1.0459,43,975.00,0.621682
444,1000,0.50,500,2,50,0.9687,44,1026.00,0.166450
445,1000,0.50,500,2,50,0.9848,45,579.00,0.378968
446,1000,0.50,500,2,50,1.0144,46,970.00,0.545162
447,1000,0.50,500,2,50,1.0131,47,1010.00,0.098954
448,1000,0.50,500,2,50,0.9795,48,953.00,0.221248
