index,n,epsilon,d,m,k,t,repeat,time_mu_s,model_error
86,1000,0.05,950,2,17,0.9987,86,385.00,0.235179
87,1000,0.05,950,2,17,0.9949,87,368.00,0.113437
88,1000,0.05,950,2,17,0.9941,88,382.00,0.122708
89,1000,0.05,950,2,17,1.0372,89,376.00,0.101405
90,1000,0.05,950,2,17,0.9904,90,388.00,0.103791
91,1000,0.05,950,2,17,0.9959,91,350.00,0.006923
92,1000,0.05,950,2,17,0.9829,92,370.00,0.167171
93,1000,0.05,950,2,17,0.9980,93,381.00,0.070873
94,1000,0.05,950,2,17,1.0250,94,344.00,0.100079
95,1000,0.05,950,2,17,1.0309,95,386.00,0.008465
96,1000,0.05,950,2,17,0.9929,96,404.00,0.043058
97,1000,0.05,950,2,17,1.0017,97,365.00,0.101654
98,1000,0.05,950,2,17,0.9908,98,361.00,0.024860
99,1000,0.05,950,2,17,1.0407,99,353.00,0.189978
100,1000,0.10,900,2,17,1.0168,0,359.00,0.228763
101,1000,0.10,900,2,17,1.0070,1,372.00,0.057794
102,1000,0.10,900,2,17,1.0095,2,373.00,0.074433
103,1000,0.10,900,2,17,1.0043,3,371.00,0.195166
104,1000,0.10,900,2,17,1.0091,4,370.00,0.075164
105,1000,0.10,900,2,17,0.9780,5,377.00,0.138771
106,1000,0.10,900,2,17,0.9970,6,355.00,0.103362
107,1000,0.10,900,2,17,0.9866,7,363.00,0.092913
108,1000,0.10,900,2,17,1.0145,8,365.00,0.269818
109,1000,0.10,900,2,17,0.9847,9,356.00,0.066489
110,1000,0.10,900,2,17,1.0177,10,389.00,0.233242
111,1000,0.10,900,2,17,0.9661,11,396.00,0.013500
112,1000,0.10,900,2,17,0.9818,12,379.00,0.105634
113,1000,0.10,900,2,17,0.9509,13,358.00,0.058370
114,1000,0.10,900,2,17,0.9384,14,362.00,0.160323
115,1000,0.10,900,2,17,0.9933,15,363.00,0.052198
116,1000,0.10,900,2,17,1.0199,16,363.00,0.082524
117,1000,0.10,900,2,17,1.0091,17,358.00,0.070381
118,1000,0.10,900,2,17,1.0107,18,381.00,0.177289
119,1000,0.10,900,2,17,0.9918,19,392.00,0.487825
120,1000,0.10,900,2,17,0.9943,20,360.00,0.198205
121,1000,0.10,900,2,17,1.0088,21,352.00,0.046959
122,1000,0.10,900,2,17,0.9763,22,364.00,0.081167
123,1000,0.10,900,2,17,1.0394,23,358.00,0.108572
124,1000,0.10,900,2,17,0.9933,24,355.00,0.077646
125,1000,0.10,900,2,17,0.9770,25,381.00,0.099469
126,1000,0.10,900,2,17,1.0244,26,371.00,0.190076
127,1000,0.10,900,2,17,0.9942,27,348.00,0.035994
128,1000,0.10,900,2,17,1.0173,28,384.00,0.040575
129,1000,0.10,900,2,17,1.0149,29,397.00,0.127776
130,1000,0.10,900,2,17,0.9726,30,361.00,0.311016
131,1000,0.10,900,2,17,1.0261,31,343.00,0.060450
132,1000,0.10,900,2,17,1.0222,32,360.00,0.087571
133,1000,0.10,900,2,17,0.9959,33,397.00,0.074461
134,1000,0.10,900,2,17,1.0085,34,370.00,0.225655
135,1000,0.10,900,2,17,1.0085,35,330.00,0.107560
136,1000,0.10,900,2,17,0.9798,36,349.00,0.049146
137,1000,0.10,900,2,17,1.0187,37,393.00,0.082696
138,1000,0.10,900,2,17,1.0249,38,390.00,0.229131
139,1000,0.10,900,2,17,0.9860,39,370.00,0.201003
140,1000,0.10,900,2,17,1.0165,40,361.00,0.007085
141,1000,0.10,900,2,17,1.0101,41,363.00,0.152439
142,1000,0.10,900,2,17,0.9997,42,353.00,0.120949
143,1000,0.10,900,2,17,1.0163,43,367.00,0.131974
144,1000,0.10,900,2,17,0.9987,44,377.00,0.121902
145,1000,0.10,900,2,17,1.0164,45,332.00,0.042212
146,1000,0.10,900,2,17,1.0345,46,382.00,0.134434
147,1000,0.10,900,2,17,0.9800,47,376.00,0.083939
148,1000,0.10,900,2,17,1.0087,48,377.00,0.161568
149,1000,0.10,900,2,17,1.0265,49,389.00,0.060934
150,1000,0.10,900,2,17,0.9676,50,354.00,0.086190
151,1000,0.10,900,2,17,0.9660,51,370.00,0.372448
152,1000,0.10,900,2,17,1.0012,52,366.00,0.027654
153,1000,0.10,900,2,17,1.0215,53,353.00,0.030538
154,1000,0.10,900,2,17,0.9738,54,375.00,0.058149
155,1000,0.10,900,2,17,1.0201,55,367.00,0.064749
156,1000,0.10,900,2,17,1.0319,56,351.00,0.164476
157,1000,0.10,900,2,17,1.0021,57,353.00,0.173894
158,1000,0.10,900,2,17,1.0054,58,376.00,0.140901
159,1000,0.10,900,2,17,1.0151,59,348.00,0.070445
160,1000,0.10,900,2,17,1.0092,60,372.00,0.379938
161,1000,0.10,900,2,17,0.9311,61,351.00,0.082574
162,1000,0.10,900,2,17,1.0072,62,366.00,0.251042
163,1000,0.10,900,2,17,0.9944,63,349.00,0.258263
164,1000,0.10,900,2,17,0.9985,64,381.00,0.021215
165,1000,0.10,900,2,17,1.0538,65,381.00,0.048095
166,1000,0.10,900,2,17,1.0164,66,370.00,0.075363
167,1000,0.10,900,2,17,1.0146,67,352.00,0.013286
168,1000,0.10,900,2,17,0.9461,68,389.00,0.164314
169,1000,0.10,900,2,17,1.0070,69,380.00,0.054560
170,1000,0.10,900,2,17,1.0242,70,363.00,0.079538
171,1000,0.10,900,2,17,1.0076,71,358.00,0.036962
172,1000,0.10,900,2,17,0.9934,72,352.00,0.101396
173,1000,0.10,900,2,17,1.0012,73,365.00,0.031917
174,1000,0.10,900,2,17,0.9935,74,354.00,0.105651
175,1000,0.10,900,2,17,1.0063,75,359.00,0.083230
176,1000,0.10,900,2,17,1.0174,76,359.00,0.041479
177,1000,0.10,900,2,17,0.9771,77,361.00,0.062642
178,1000,0.10,900,2,17,0.9782,78,365.00,0.182659
179,1000,0.10,900,2,17,1.0322,79,375.00,0.122613
180,1000,0.10,900,2,17,0.9994,80,365.00,0.210294
181,1000,0.10,900,2,17,0.9794,81,362.00,0.294782
182,1000,0.10,900,2,17,1.0330,82,344.00,0.129417
183,1000,0.10,900,2,17,0.9928,83,346.00,0.078821
184,1000,0.10,900,2,17,1.0316,84,334.00,0.096981
185,1000,0.10,900,2,17,1.0411,85,353.00,0.078905
186,1000,0.10,900,2,17,1.0435,86,378.00,0.137396
187,1000,0.10,900,2,17,0.9993,87,360.00,0.083511
188,1000,0.10,900,2,17,0.9856,88,375.00,0.176259
189,1000,0.10,900,2,17,1.0186,89,352.00,0.169282
190,1000,0.10,900,2,17,0.9640,90,374.00,0.142241
191,1000,0.10,900,2,17,0.9759,91,356.00,0.217447
192,1000,0.10,900,2,17,0.9672,92,381.00,0.021690
193,1000,0.10,900,2,17,0.9877,93,365.00,0.162823
194,1000,0.10,900,2,17,1.0070,94,352.00,0.313236
195,1000,0.10,900,2,17,0.9570,95,368.00,0.173370
196,1000,0.10,900,2,17,0.9968,96,360.00,0.029059
197,1000,0.10,900,2,17,1.0223,97,374.00,0.077194
198,1000,0.10,900,2,17,0.9795,98,375.00,0.253055
199,1000,0.10,900,2,17,0.9897,99,371.00,0.145838
200,1000,0.15,850,2,17,1.0161,0,370.00,0.049256
201,1000,0.15,850,2,17,0.9964,1,378.00,0.097914
202,1000,0.15,850,2,17,0.9763,2,372.00,0.100714
203,1000,0.15,850,2,17,1.0316,3,364.00,0.068668
204,1000,0.15,850,2,17,1.0234,4,388.00,0.281334
205,1000,0.15,850,2,17,1.0606,5,323.00,0.094511
206,1000,0.15,850,2,17,0.9727,6,341.00,0.070563
207,1000,0.15,850,2,17,1.0347,7,331.00,0.181083
208,1000,0.15,850,2,17,0.9648,8,364.00,0.035623
209,1000,0.15,850,2,17,0.9783,9,369.00,0.040370
210,1000,0.15,850,2,17,0.9802,10,345.00,0.159920
211,1000,0.15,850,2,17,0.9464,11,368.00,0.080009
212,1000,0.15,850,2,17,1.0173,12,388.00,0.139063
213,1000,0.15,850,2,17,1.0158,13,332.00,0.119474
214,1000,0.15,850,2,17,0.9883,14,371.00,0.067385
215,1000,0.15,850,2,17,0.9948,15,368.00,0.057903
216,1000,0.15,850,2,17,1.0305,16,319.00,0.058262
217,1000,0.15,850,2,17,0.9645,17,374.00,0.141893
218,1000,0.15,850,2,17,1.0093,18,346.00,0.026699
219,1000,0.15,850,2,17,1.0349,19,347.00,0.627329
220,1000,0.15,850,2,17,1.0119,20,371.00,0.161557
221,1000,0.15,850,2,17,0.9801,21,363.00,0.066470
222,1000,0.15,850,2,17,0.9624,22,382.00,0.179170
223,1000,0.15,850,2,17,0.9892,23,369.00,0.233469
224,1000,0.15,850,2,17,1.0035,24,359.00,0.146979
225,1000,0.15,850,2,17,1.0008,25,389.00,0.234681
226,1000,0.15,850,2,17,0.9959,26,346.00,0.140872
227,1000,0.15,850,2,17,1.0187,27,373.00,0.130480
228,1000,0.15,850,2,17,0.9898,28,388.00,0.049681
229,1000,0.15,850,2,17,1.0166,29,335.00,0.259871
230,1000,0.15,850,2,17,1.0192,30,368.00,0.509312
231,1000,0.15,850,2,17,1.0090,31,348.00,0.217467
232,1000,0.15,850,2,17,1.0102,32,361.00,0.258850
233,1000,0.15,850,2,17,1.0239,33,398.00,0.096153
234,1000,0.15,850,2,17,1.0004,34,389.00,0.163474
235,1000,0.15,850,2,17,1.0130,35,349.00,0.116514
236,1000,0.15,850,2,17,1.0331,36,330.00,0.319937
237,1000,0.15,850,2,17,0.9942,37,354.00,0.032097
238,1000,0.15,850,2,17,1.0054,38,371.00,0.148569
239,1000,0.15,850,2,17,1.0060,39,349.00,0.065524
240,1000,0.15,850,2,17,0.9997,40,360.00,0.070652
241,1000,0.15,850,2,17,1.0395,41,358.00,0.364744
242,1000,0.15,850,2,17,1.0328,42,359.00,0.497460
243,1000,0.15,850,2,17,1.0010,43,358.00,0.012744
244,1000,0.15,850,2,17,1.0073,44,367.00,0.133410
245,1000,0.15,850,2,17,0.9537,45,347.00,0.289424
246,1000,0.15,850,2,17,0.9556,46,368.00,0.022616
247,1000,0.15,850,2,17,1.0144,47,323.00,0.137569
248,1000,0.15,850,2,17,1.0218,48,390.00,0.228124
249,1000,0.15,850,2,17,1.0328,49,345.00,0.064275
250,1000,0.15,850,2,17,1.0248,50,333.00,0.224726
251,1000,0.15,850,2,17,1.0408,51,371.00,0.222964
252,1000,0.15,850,2,17,1.0153,52,374.00,0.269656
253,1000,0.15,850,2,17,1.0406,53,370.00,0.135479
254,1000,0.15,850,2,17,0.9717,54,419.00,0.206283
255,1000,0.15,850,2,17,0.9812,55,369.00,0.166891
256,1000,0.15,850,2,17,1.0141,56,304.00,0.057084
257,1000,0.15,850,2,17,0.9701,57,365.00,0.170038
258,1000,0.15,850,2,17,1.0360,58,352.00,0.053216
259,1000,0.15,850,2,17,1.0030,59,350.00,0.069747
260,1000,0.15,850,2,17,1.0115,60,357.00,0.047170
261,1000,0.15,850,2,17,1.0064,61,357.00,0.122556
262,1000,0.15,850,2,17,0.9796,62,348.00,0.031708
263,1000,0.15,850,2,17,0.9968,63,342.00,0.022133
264,1000,0.15,850,2,17,1.0001,64,354.00,0.162816
265,1000,0.15,850,2,17,1.0161,65,344.00,0.194121
266,1000,0.15,850,2,17,0.9900,66,353.00,0.314156
267,1000,0.15,850,2,17,1.0185,67,373.00,0.033792
268,1000,0.15,850,2,17,1.0109,68,363.00,0.132140
269,1000,0.15,850,2,17,0.9726,69,352.00,0.032672
270,1000,0.15,850,2,17,1.0347,70,351.00,0.046444
271,1000,0.15,850,2,17,1.0043,71,376.00,0.144482
272,1000,0.15,850,2,17,1.0120,72,319.00,0.061294
273,1000,0.15,850,2,17,0.9687,73,344.00,0.086830
274,1000,0.15,850,2,17,0.9652,74,369.00,0.138980
275,1000,0.15,850,2,17,1.0118,75,376.00,0.170324
276,1000,0.15,850,2,17,1.0513,76,356.00,0.170526
277,1000,0.15,850,2,17,0.9507,77,370.00,0.127122
278,1000,0.15,850,2,17,1.0511,78,360.00,0.177160
279,1000,0.15,850,2,17,0.9854,79,355.00,0.201399
280,1000,0.15,850,2,17,0.9886,80,394.00,0.158044
281,1000,0.15,850,2,17,0.9736,81,380.00,0.200851
282,1000,0.15,850,2,17,1.0079,82,356.00,0.067748
283,1000,0.15,850,2,17,1.0159,83,393.00,0.111804
284,1000,0.15,850,2,17,1.0738,84,345.00,0.039405
285,1000,0.15,850,2,17,0.9637,85,383.00,0.080359
286,1000,0.15,850,2,17,0.9854,86,362.00,0.104630
287,1000,0.15,850,2,17,0.9797,87,351.00,0.053091
288,1000,0.15,850,2,17,1.0533,88,359.00,0.074533
289,1000,0.15,850,2,17,0.9799,89,339.00,0.099835
290,1000,0.15,850,2,17,1.0102,90,353.00,0.082934
291,1000,0.15,850,2,17,1.0257,91,344.00,0.068903
292,1000,0.15,850,2,17,1.0257,92,377.00,0.192617
293,1000,0.15,850,2,17,0.9945,93,443.00,0.070756
294,1000,0.15,850,2,17,1.0092,94,349.00,0.045632
295,1000,0.15,850,2,17,1.0241,95,338.00,0.189259
296,1000,0.15,850,2,17,0.9689,96,331.00,0.126393
297,1000,0.15,850,2,17,0.9947,97,350.00,0.033772
298,1000,0.15,850,2,17,1.0172,98,381.00,0.253382
299,1000,0.15,850,2,17,0.9826,99,382.00,0.139997
300,1000,0.20,800,2,17,1.0048,0,352.00,0.031021
301,1000,0.20,800,2,17,0.9738,1,348.00,0.122263
302,1000,0.20,800,2,17,0.9735,2,385.00,0.073534
303,1000,0.20,800,2,17,1.0398,3,383.00,0.220969
304,1000,0.20,800,2,17,1.0328,4,370.00,0.069117
305,1000,0.20,800,2,17,1.0193,5,358.00,0.059376
306,1000,0.20,800,2,17,0.9941,6,343.00,0.085559
307,1000,0.20,800,2,17,1.0444,7,340.00,0.070959
308,1000,0.20,800,2,17,1.0624,8,367.00,0.083639
309,1000,0.20,800,2,17,0.9875,9,325.00,0.080252
310,1000,0.20,800,2,17,0.9789,10,358.00,0.092275
311,1000,0.20,800,2,17,0.9633,11,357.00,0.203898
312,1000,0.20,800,2,17,0.9077,12,321.00,0.065226
313,1000,0.20,800,2,17,1.0105,13,357.00,0.214807
314,1000,0.20,800,2,17,1.0143,14,355.00,0.253574
315,1000,0.20,800,2,17,0.9960,15,367.00,0.254220
316,1000,0.20,800,2,17,1.0017,16,361.00,0.036901
317,1000,0.20,800,2,17,1.0077,17,345.00,0.085191
318,1000,0.20,800,2,17,1.0045,18,358.00,0.252325
319,1000,0.20,800,2,17,1.0141,19,384.00,0.051566
320,1000,0.20,800,2,17,0.9894,20,346.00,0.105150
321,1000,0.20,800,2,17,0.9915,21,351.00,0.069241
322,1000,0.20,800,2,17,0.9968,22,374.00,0.053739
323,1000,0.20,800,2,17,0.9850,23,371.00,0.165538
324,1000,0.20,800,2,17,0.9896,24,335.00,0.516333
325,1000,0.20,800,2,17,1.0294,25,348.00,0.185867
326,1000,0.20,800,2,17,0.9902,26,367.00,0.291454
327,1000,0.20,800,2,17,0.9802,27,354.00,0.336010
328,1000,0.20,800,2,17,1.0418,28,363.00,0.132921
329,1000,0.20,800,2,17,0.9478,29,373.00,0.100978
330,1000,0.20,800,2,17,1.0312,30,335.00,0.288297
331,1000,0.20,800,2,17,0.9975,31,340.00,0.106759
332,1000,0.20,800,2,17,0.9906,32,364.00,0.409462
333,1000,0.20,800,2,17,1.0099,33,357.00,0.092725
334,1000,0.20,800,2,17,0.9971,34,403.00,0.053722
335,1000,0.20,800,2,17,0.9659,35,370.00,0.165232
336,1000,0.20,800,2,17,0.9791,36,354.00,0.106160
337,1000,0.20,800,2,17,1.0257,37,358.00,0.153579
338,1000,0.20,800,2,17,1.0266,38,377.00,0.301998
339,1000,0.20,800,2,17,1.0642,39,336.00,0.172540
340,1000,0.20,800,2,17,1.0127,40,338.00,0.210360
341,1000,0.20,800,2,17,0.9543,41,345.00,0.086954
342,1000,0.20,800,2,17,0.9535,42,361.00,0.102264
343,1000,0.20,800,2,17,0.9610,43,374.00,0.108463
344,1000,0.20,800,2,17,1.0283,44,339.00,0.020775
345,1000,0.20,800,2,17,0.9502,45,352.00,0.078369
346,1000,0.20,800,2,17,1.0291,46,335.00,0.171378
347,1000,0.20,800,2,17,1.0551,47,340.00,0.227553
348,1000,0.20,800,2,17,1.0216,48,386.00,0.112516
349,1000,0.20,800,2,17,0.9923,49,338.00,0.166823
350,1000,0.20,800,2,17,1.0441,50,339.00,0.017040
351,1000,0.20,800,2,17,1.0712,51,381.00,0.245440
352,1000,0.20,800,2,17,0.9991,52,366.00,0.164226
353,1000,0.20,800,2,17,1.0099,53,369.00,0.308639
354,1000,0.20,800,2,17,1.0429,54,374.00,0.078427
355,1000,0.20,800,2,17,0.9661,55,366.00,0.365872
356,1000,0.20,800,2,17,1.0133,56,339.00,0.126218
357,1000,0.20,800,2,17,1.0265,57,359.00,0.302091
358,1000,0.20,800,2,17,0.9876,58,370.00,0.192325
359,1000,0.20,800,2,17,0.9850,59,364.00,0.178116
360,1000,0.20,800,2,17,0.9467,60,375.00,0.420343
361,1000,0.20,800,2,17,0.9632,61,342.00,0.082024
362,1000,0.20,800,2,17,0.9737,62,389.00,0.155191
363,1000,0.20,800,2,17,1.0276,63,333.00,0.046607
364,1000,0.20,800,2,17,1.0617,64,361.00,0.117671
365,1000,0.20,800,2,17,1.0042,65,361.00,0.068936
366,1000,0.20,800,2,17,1.0038,66,342.00,0.085246
367,1000,0.20,800,2,17,1.0063,67,346.00,0.056254
368,1000,0.20,800,2,17,0.9885,68,342.00,0.117779
369,1000,0.20,800,2,17,1.0054,69,344.00,0.124726
370,1000,0.20,800,2,17,1.0020,70,363.00,0.173601
371,1000,0.20,800,2,17,1.0166,71,352.00,0.254153
372,1000,0.20,800,2,17,0.9983,72,350.00,0.081627
373,1000,0.20,800,2,17,0.9843,73,371.00,0.042316
374,1000,0.20,800,2,17,1.0361,74,360.00,0.057589
375,1000,0.20,800,2,17,0.9811,75,376.00,0.083555
376,1000,0.20,800,2,17,0.9437,76,367.00,0.393199
377,1000,0.20,800,2,17,1.0545,77,360.00,0.082741
378,1000,0.20,800,2,17,1.0387,78,351.00,0.342789
379,1000,0.20,800,2,17,0.9773,79,341.00,0.136745
380,1000,0.20,800,2,17,0.9800,80,340.00,0.198007
381,1000,0.20,800,2,17,1.0055,81,350.00,0.215549
382,1000,0.20,800,2,17,1.0133,82,370.00,0.237402
383,1000,0.20,800,2,17,1.0279,83,358.00,0.117185
384,1000,0.20,800,2,17,0.9732,84,350.00,0.044835
385,1000,0.20,800,2,17,0.9807,85,344.00,0.197476
386,1000,0.20,800,2,17,0.9822,86,339.00,0.193872
387,1000,0.20,800,2,17,1.0298,87,363.00,0.252633
388,1000,0.20,800,2,17,1.0101,88,369.00,0.071438
389,1000,0.20,800,2,17,1.0381,89,366.00,0.140175
390,1000,0.20,800,2,17,0.9903,90,368.00,0.434247
391,1000,0.20,800,2,17,1.0314,91,365.00,0.163524
392,1000,0.20,800,2,17,0.9831,92,366.00,0.081720
393,1000,0.20,800,2,17,1.0379,93,380.00,0.164250
394,1000,0.20,800,2,17,1.0113,94,322.00,0.031707
395,1000,0.20,800,2,17,1.0133,95,378.00,0.195906
396,1000,0.20,800,2,17,0.9555,96,365.00,0.185153
397,1000,0.20,800,2,17,0.9987,97,360.00,0.207360
398,1000,0.20,800,2,17,1.0299,98,342.00,0.097642
399,1000,0.20,800,2,17,1.0177,99,359.00,0.190673
400,1000,0.25,750,2,17,0.9510,0,354.00,0.123951
401,1000,0.25,750,2,17,1.0198,1,353.00,0.260510
402,1000,0.25,750,2,17,1.0211,2,337.00,0.258548
403,1000,0.25,750,2,17,0.9708,3,364.00,0.113701
404,1000,0.25,750,2,17,1.0090,4,349.00,0.128718
405,1000,0.25,750,2,17,1.0222,5,348.00,0.052805
406,1000,0.25,750,2,17,1.0558,6,353.00,0.493447
407,1000,0.25,750,2,17,1.0298,7,336.00,0.107583
408,1000,0.25,750,2,17,1.0340,8,371.00,0.241126
409,1000,0.25,750,2,17,1.0158,9,332.00,0.130577
410,1000,0.25,750,2,17,0.9834,10,344.00,0.467525
411,1000,0.25,750,2,17,0.9754,11,358.00,0.116139
412,1000,0.25,750,2,17,0.9931,12,369.00,0.080194
413,1000,0.25,750,2,17,0.9651,13,364.00,0.101805
414,1000,0.25,750,2,17,1.0158,14,371.00,0.246862
415,1000,0.25,750,2,17,0.9728,15,343.00,0.075666
416,1000,0.25,750,2,17,1.0161,16,332.00,0.565616
417,1000,0.25,750,2,17,0.9578,17,352.00,0.185260
418,1000,0.25,750,2,17,1.0116,18,374.00,0.413204
419,1000,0.25,750,2,17,1.0245,19,370.00,0.341181
420,1000,0.25,750,2,17,1.0168,20,356.00,0.342595
421,1000,0.25,750,2,17,0.9688,21,361.00,0.103530
422,1000,0.25,750,2,17,0.9907,22,338.00,0.054578
423,1000,0.25,750,2,17,1.0210,23,372.00,0.437644
424,1000,0.25,750,2,17,1.0080,24,366.00,0.194996
425,1000,0.25,750,2,17,1.0356,25,376.00,0.271491
426,1000,0.25,750,2,17,0.9740,26,347.00,0.163338
427,1000,0.25,750,2,17,1.0501,27,369.00,0.503316
428,1000,0.25,750,2,17,0.9640,28,350.00,0.297460
429,1000,0.25,750,2,17,0.9911,29,378.00,0.224018
430,1000,0.25,750,2,17,1.0422,30,356.00,0.230759
431,1000,0.25,750,2,17,0.9772,31,342.00,0.083391
432,1000,0.25,750,2,17,0.9892,32,343.00,0.026938
433,1000,0.25,750,2,17,0.9379,33,355.00,0.260386
434,1000,0.25,750,2,17,0.9747,34,385.00,0.145550
435,1000,0.25,750,2,17,1.0110,35,385.00,0.397556
436,1000,0.25,750,2,17,1.0045,36,365.00,0.094045
437,1000,0.25,750,2,17,0.9700,37,348.00,0.037604
438,1000,0.25,750,2,17,1.0020,38,359.00,0.052525
439,1000,0.25,750,2,17,1.0038,39,345.00,0.103799
440,1000,0.25,750,2,17,0.9676,40,342.00,0.317646
441,1000,0.25,750,2,17,0.9650,41,346.00,0.139183
442,1000,0.25,750,2,17,0.9985,42,374.00,0.126499
443,1000,0.25,750,2,17,1.0252,43,348.00,0.206736
444,1000,0.25,750,2,17,0.9981,44,372.00,0.453121
445,1000,0.25,750,2,17,1.0151,45,348.00,0.068639
446,1000,0.25,750,2,17,1.0141,46,375.00,0.208708
447,1000,0.25,750,2,17,1.0781,47,350.00,0.179528
448,1000,0.25,750,2,17,1.0480,48,330.00,0.127310
