index,n,epsilon,d,m,k,t,t_multiplier,repeat,time_mu_s,model_error
392,1000,0.50,500,2,17,1.0000,2.0,92,360.00,0.103963
393,1000,0.50,500,2,17,1.0000,2.0,93,345.00,0.222762
394,1000,0.50,500,2,17,1.0000,2.0,94,354.00,0.400118
395,1000,0.50,500,2,17,1.0000,2.0,95,319.00,0.299057
396,1000,0.50,500,2,17,1.0000,2.0,96,334.00,0.632984
397,1000,0.50,500,2,17,1.0000,2.0,97,355.00,0.112332
398,1000,0.50,500,2,17,1.0000,2.0,98,386.00,0.150755
399,1000,0.50,500,2,17,1.0000,2.0,99,373.00,0.729235
400,1000,0.50,500,2,17,1.2500,2.5,0,75.00,1.001854
401,1000,0.50,500,2,17,1.2500,2.5,1,358.00,1.612348
402,1000,0.50,500,2,17,1.2500,2.5,2,363.00,0.238189
403,1000,0.50,500,2,17,1.2500,2.5,3,80.00,0.356853
404,1000,0.50,500,2,17,1.2500,2.5,4,154.00,1.878272
405,1000,0.50,500,2,17,1.2500,2.5,5,48.00,0.671916
406,1000,0.50,500,2,17,1.2500,2.5,6,59.00,0.077398
407,1000,0.50,500,2,17,1.2500,2.5,7,251.00,0.454725
408,1000,0.50,500,2,17,1.2500,2.5,8,378.00,2.905337
409,1000,0.50,500,2,17,1.2500,2.5,9,127.00,0.240312
410,1000,0.50,500,2,17,1.2500,2.5,10,408.00,3.991441
411,1000,0.50,500,2,17,1.2500,2.5,11,396.00,0.076152
412,1000,0.50,500,2,17,1.2500,2.5,12,363.00,0.053247
413,1000,0.50,500,2,17,1.2500,2.5,13,187.00,1.199909
414,1000,0.50,500,2,17,1.2500,2.5,14,197.00,0.405856
415,1000,0.50,500,2,17,1.2500,2.5,15,61.00,0.146620
416,1000,0.50,500,2,17,1.2500,2.5,16,428.00,2.294023
417,1000,0.50,500,2,17,1.2500,2.5,17,82.00,0.069983
418,1000,0.50,500,2,17,1.2500,2.5,18,246.00,2.379315
419,1000,0.50,500,2,17,1.2500,2.5,19,127.00,0.165265
420,1000,0.50,500,2,17,1.2500,2.5,20,384.00,0.096517
421,1000,0.50,500,2,17,1.2500,2.5,21,99.00,0.578096
422,1000,0.50,500,2,17,1.2500,2.5,22,356.00,0.642082
423,1000,0.50,500,2,17,1.2500,2.5,23,390.00,1.101413
424,1000,0.50,500,2,17,1.2500,2.5,24,117.00,0.209797
425,1000,0.50,500,2,17,1.2500,2.5,25,163.00,0.053074
426,1000,0.50,500,2,17,1.2500,2.5,26,130.00,0.168997
427,1000,0.50,500,2,17,1.2500,2.5,27,140.00,0.444319
428,1000,0.50,500,2,17,1.2500,2.5,28,190.00,0.830050
429,1000,0.50,500,2,17,1.2500,2.5,29,204.00,0.395013
430,1000,0.50,500,2,17,1.2500,2.5,30,109.00,0.039837
431,1000,0.50,500,2,17,1.2500,2.5,31,108.00,0.290072
432,1000,0.50,500,2,17,1.2500,2.5,32,88.00,1.085329
433,1000,0.50,500,2,17,1.2500,2.5,33,201.00,0.246094
434,1000,0.50,500,2,17,1.2500,2.5,34,224.00,1.631604
435,1000,0.50,500,2,17,1.2500,2.5,35,38.00,0.280116
436,1000,0.50,500,2,17,1.2500,2.5,36,243.00,0.073240
437,1000,0.50,500,2,17,1.2500,2.5,37,230.00,0.156944
438,1000,0.50,500,2,17,1.2500,2.5,38,108.00,0.206211
439,1000,0.50,500,2,17,1.2500,2.5,39,60.00,1.297652
440,1000,0.50,500,2,17,1.2500,2.5,40,122.00,0.323127
441,1000,0.50,500,2,17,1.2500,2.5,41,93.00,0.199467
442,1000,0.50,500,2,17,1.2500,2.5,42,274.00,0.315308
443,1000,0.50,500,2,17,1.2500,2.5,43,89.00,0.341061
444,1000,0.50,500,2,17,1.2500,2.5,44,158.00,0.206482
445,1000,0.50,500,2,17,1.2500,2.5,45,203.00,1.005375
446,1000,0.50,500,2,17,1.2500,2.5,46,99.00,0.354909
447,1000,0.50,500,2,17,1.2500,2.5,47,361.00,0.770782
448,1000,0.50,500,2,17,1.2500,2.5,48,87.00,0.356131
449,1000,0.50,500,2,17,1.2500,2.5,49,50.00,0.494070
450,1000,0.50,500,2,17,1.2500,2.5,50,57.00,0.283190
451,1000,0.50,500,2,17,1.2500,2.5,51,85.00,0.393929
452,1000,0.50,500,2,17,1.2500,2.5,52,334.00,0.705670
453,1000,0.50,500,2,17,1.2500,2.5,53,61.00,0.255749
454,1000,0.50,500,2,17,1.2500,2.5,54,66.00,0.154867
455,1000,0.50,500,2,17,1.2500,2.5,55,39.00,0.164927
456,1000,0.50,500,2,17,1.2500,2.5,56,223.00,0.959351
457,1000,0.50,500,2,17,1.2500,2.5,57,195.00,1.267805
458,1000,0.50,500,2,17,1.2500,2.5,58,49.00,0.821295
459,1000,0.50,500,2,17,1.2500,2.5,59,122.00,0.278970
460,1000,0.50,500,2,17,1.2500,2.5,60,379.00,3.889711
461,1000,0.50,500,2,17,1.2500,2.5,61,245.00,1.046208
462,1000,0.50,500,2,17,1.2500,2.5,62,394.00,0.289497
463,1000,0.50,500,2,17,1.2500,2.5,63,288.00,0.501038
464,1000,0.50,500,2,17,1.2500,2.5,64,162.00,0.976305
465,1000,0.50,500,2,17,1.2500,2.5,65,91.00,0.026196
466,1000,0.50,500,2,17,1.2500,2.5,66,78.00,0.442987
467,1000,0.50,500,2,17,1.2500,2.5,67,96.00,0.946605
468,1000,0.50,500,2,17,1.2500,2.5,68,342.00,0.300110
469,1000,0.50,500,2,17,1.2500,2.5,69,294.00,0.126424
470,1000,0.50,500,2,17,1.2500,2.5,70,360.00,0.187054
471,1000,0.50,500,2,17,1.2500,2.5,71,232.00,0.394600
472,1000,0.50,500,2,17,1.2500,2.5,72,73.00,0.601612
473,1000,0.50,500,2,17,1.2500,2.5,73,185.00,0.686195
474,1000,0.50,500,2,17,1.2500,2.5,74,212.00,0.175792
475,1000,0.50,500,2,17,1.2500,2.5,75,127.00,0.309514
476,1000,0.50,500,2,17,1.2500,2.5,76,277.00,0.397351
477,1000,0.50,500,2,17,1.2500,2.5,77,38.00,0.376653
478,1000,0.50,500,2,17,1.2500,2.5,78,362.00,0.859081
479,1000,0.50,500,2,17,1.2500,2.5,79,163.00,0.068826
480,1000,0.50,500,2,17,1.2500,2.5,80,375.00,0.083902
481,1000,0.50,500,2,17,1.2500,2.5,81,129.00,0.257821
482,1000,0.50,500,2,17,1.2500,2.5,82,310.00,0.689237
483,1000,0.50,500,2,17,1.2500,2.5,83,168.00,0.243639
484,1000,0.50,500,2,17,1.2500,2.5,84,111.00,0.163002
485,1000,0.50,500,2,17,1.2500,2.5,85,193.00,0.153100
486,1000,0.50,500,2,17,1.2500,2.5,86,194.00,0.309062
487,1000,0.50,500,2,17,1.2500,2.5,87,417.00,1.827221
488,1000,0.50,500,2,17,1.2500,2.5,88,59.00,0.377408
489,1000,0.50,500,2,17,1.2500,2.5,89,214.00,0.510304
490,1000,0.50,500,2,17,1.2500,2.5,90,38.00,0.622059
491,1000,0.50,500,2,17,1.2500,2.5,91,390.00,4.074016
492,1000,0.50,500,2,17,1.2500,2.5,92,364.00,1.437771
493,1000,0.50,500,2,17,1.2500,2.5,93,385.00,0.348205
494,1000,0.50,500,2,17,1.2500,2.5,94,91.00,0.518406
495,1000,0.50,500,2,17,1.2500,2.5,95,36.00,0.098692
496,1000,0.50,500,2,17,1.2500,2.5,96,263.00,0.676045
497,1000,0.50,500,2,17,1.2500,2.5,97,412.00,0.422154
498,1000,0.50,500,2,17,1.2500,2.5,98,321.00,1.224514
499,1000,0.50,500,2,17,1.2500,2.5,99,378.00,1.434941
500,1000,0.50,500,2,17,1.5000,3.0,0,160.00,0.317087
501,1000,0.50,500,2,17,1.5000,3.0,1,54.00,0.452232
502,1000,0.50,500,2,17,1.5000,3.0,2,176.00,2.338875
503,1000,0.50,500,2,17,1.5000,3.0,3,38.00,0.100453
504,1000,0.50,500,2,17,1.5000,3.0,4,151.00,0.317932
505,1000,0.50,500,2,17,1.5000,3.0,5,75.00,0.112336
506,1000,0.50,500,2,17,1.5000,3.0,6,219.00,0.329423
507,1000,0.50,500,2,17,1.5000,3.0,7,68.00,0.116586
508,1000,0.50,500,2,17,1.5000,3.0,8,98.00,1.821464
509,1000,0.50,500,2,17,1.5000,3.0,9,173.00,0.470373
510,1000,0.50,500,2,17,1.5000,3.0,10,43.00,0.373937
511,1000,0.50,500,2,17,1.5000,3.0,11,64.00,0.106116
512,1000,0.50,500,2,17,1.5000,3.0,12,355.00,0.633722
513,1000,0.50,500,2,17,1.5000,3.0,13,289.00,0.554018
514,1000,0.50,500,2,17,1.5000,3.0,14,367.00,2.983958
515,1000,0.50,500,2,17,1.5000,3.0,15,85.00,0.197739
516,1000,0.50,500,2,17,1.5000,3.0,16,118.00,2.700830
517,1000,0.50,500,2,17,1.5000,3.0,17,43.00,0.437533
518,1000,0.50,500,2,17,1.5000,3.0,18,73.00,0.119462
519,1000,0.50,500,2,17,1.5000,3.0,19,272.00,1.272886
520,1000,0.50,500,2,17,1.5000,3.0,20,75.00,0.892435
521,1000,0.50,500,2,17,1.5000,3.0,21,57.00,0.063553
522,1000,0.50,500,2,17,1.5000,3.0,22,62.00,0.711232
523,1000,0.50,500,2,17,1.5000,3.0,23,60.00,2.592260
524,1000,0.50,500,2,17,1.5000,3.0,24,87.00,4.574301
525,1000,0.50,500,2,17,1.5000,3.0,25,71.00,0.795147
526,1000,0.50,500,2,17,1.5000,3.0,26,67.00,0.546309
527,1000,0.50,500,2,17,1.5000,3.0,27,130.00,0.313983
528,1000,0.50,500,2,17,1.5000,3.0,28,102.00,1.703897
529,1000,0.50,500,2,17,1.5000,3.0,29,85.00,0.642048
530,1000,0.50,500,2,17,1.5000,3.0,30,61.00,0.471857
531,1000,0.50,500,2,17,1.5000,3.0,31,204.00,0.418901
532,1000,0.50,500,2,17,1.5000,3.0,32,121.00,3.190052
533,1000,0.50,500,2,17,1.5000,3.0,33,186.00,1.756387
534,1000,0.50,500,2,17,1.5000,3.0,34,165.00,0.400247
535,1000,0.50,500,2,17,1.5000,3.0,35,315.00,0.441306
536,1000,0.50,500,2,17,1.5000,3.0,36,136.00,0.478325
537,1000,0.50,500,2,17,1.5000,3.0,37,40.00,0.308566
538,1000,0.50,500,2,17,1.5000,3.0,38,236.00,0.173065
539,1000,0.50,500,2,17,1.5000,3.0,39,135.00,0.241013
540,1000,0.50,500,2,17,1.5000,3.0,40,68.00,0.343926
541,1000,0.50,500,2,17,1.5000,3.0,41,49.00,0.816189
542,1000,0.50,500,2,17,1.5000,3.0,42,50.00,1.338531
543,1000,0.50,500,2,17,1.5000,3.0,43,185.00,0.347749
544,1000,0.50,500,2,17,1.5000,3.0,44,87.00,1.872141
545,1000,0.50,500,2,17,1.5000,3.0,45,79.00,1.635203
546,1000,0.50,500,2,17,1.5000,3.0,46,46.00,0.437235
547,1000,0.50,500,2,17,1.5000,3.0,47,50.00,0.312183
548,1000,0.50,500,2,17,1.5000,3.0,48,36.00,0.147136
549,1000,0.50,500,2,17,1.5000,3.0,49,80.00,2.019927
550,1000,0.50,500,2,17,1.5000,3.0,50,42.00,0.159685
551,1000,0.50,500,2,17,1.5000,3.0,51,153.00,2.075027
552,1000,0.50,500,2,17,1.5000,3.0,52,62.00,0.260402
553,1000,0.50,500,2,17,1.5000,3.0,53,84.00,0.184090
554,1000,0.50,500,2,17,1.5000,3.0,54,74.00,2.003208
555,1000,0.50,500,2,17,1.5000,3.0,55,63.00,1.754876
556,1000,0.50,500,2,17,1.5000,3.0,56,134.00,1.430926
557,1000,0.50,500,2,17,1.5000,3.0,57,236.00,3.417498
558,1000,0.50,500,2,17,1.5000,3.0,58,46.00,1.415043
559,1000,0.50,500,2,17,1.5000,3.0,59,136.00,1.260736
560,1000,0.50,500,2,17,1.5000,3.0,60,114.00,1.554771
561,1000,0.50,500,2,17,1.5000,3.0,61,62.00,0.206499
562,1000,0.50,500,2,17,1.5000,3.0,62,77.00,1.974148
563,1000,0.50,500,2,17,1.5000,3.0,63,99.00,0.116525
564,1000,0.50,500,2,17,1.5000,3.0,64,232.00,0.582473
565,1000,0.50,500,2,17,1.5000,3.0,65,55.00,0.620219
566,1000,0.50,500,2,17,1.5000,3.0,66,199.00,2.801515
567,1000,0.50,500,2,17,1.5000,3.0,67,85.00,1.489746
568,1000,0.50,500,2,17,1.5000,3.0,68,349.00,3.196010
569,1000,0.50,500,2,17,1.5000,3.0,69,46.00,0.774714
570,1000,0.50,500,2,17,1.5000,3.0,70,349.00,1.310738
571,1000,0.50,500,2,17,1.5000,3.0,71,411.00,5.166410
572,1000,0.50,500,2,17,1.5000,3.0,72,41.00,0.122068
573,1000,0.50,500,2,17,1.5000,3.0,73,171.00,0.202999
574,1000,0.50,500,2,17,1.5000,3.0,74,207.00,0.787920
575,1000,0.50,500,2,17,1.5000,3.0,75,109.00,0.318381
576,1000,0.50,500,2,17,1.5000,3.0,76,117.00,2.624739
577,1000,0.50,500,2,17,1.5000,3.0,77,100.00,1.224627
578,1000,0.50,500,2,17,1.5000,3.0,78,252.00,0.388187
579,1000,0.50,500,2,17,1.5000,3.0,79,101.00,1.200333
580,1000,0.50,500,2,17,1.5000,3.0,80,107.00,0.083369
581,1000,0.50,500,2,17,1.5000,3.0,81,332.00,0.560980
582,1000,0.50,500,2,17,1.5000,3.0,82,44.00,0.867385
583,1000,0.50,500,2,17,1.5000,3.0,83,143.00,1.102383
584,1000,0.50,500,2,17,1.5000,3.0,84,68.00,0.626223
585,1000,0.50,500,2,17,1.5000,3.0,85,73.00,1.147714
586,1000,0.50,500,2,17,1.5000,3.0,86,69.00,0.422687
587,1000,0.50,500,2,17,1.5000,3.0,87,101.00,2.357247
588,1000,0.50,500,2,17,1.5000,3.0,88,59.00,0.175283
589,1000,0.50,500,2,17,1.5000,3.0,89,93.00,0.323866
590,1000,0.50,500,2,17,1.5000,3.0,90,151.00,0.336455
591,1000,0.50,500,2,17,1.5000,3.0,91,212.00,0.306913
592,1000,0.50,500,2,17,1.5000,3.0,92,182.00,2.865547
593,1000,0.50,500,2,17,1.5000,3.0,93,85.00,0.464070
594,1000,0.50,500,2,17,1.5000,3.0,94,118.00,0.067862
595,1000,0.50,500,2,17,1.5000,3.0,95,94.00,0.161743
596,1000,0.50,500,2,17,1.5000,3.0,96,284.00,0.253646
597,1000,0.50,500,2,17,1.5000,3.0,97,257.00,0.378778
598,1000,0.50,500,2,17,1.5000,3.0,98,184.00,0.250213
599,1000,0.50,500,2,17,1.5000,3.0,99,248.00,1.024538
600,1000,0.50,500,2,17,1.7500,3.5,0,85.00,3.543555
601,1000,0.50,500,2,17,1.7500,3.5,1,61.00,5.790660
602,1000,0.50,500,2,17,1.7500,3.5,2,46.00,0.307405
603,1000,0.50,500,2,17,1.7500,3.5,3,114.00,4.008751
604,1000,0.50,500,2,17,1.7500,3.5,4,214.00,3.095074
605,1000,0.50,500,2,17,1.7500,3.5,5,66.00,1.929808
606,1000,0.50,500,2,17,1.7500,3.5,6,39.00,0.480533
607,1000,0.50,500,2,17,1.7500,3.5,7,78.00,5.018260
608,1000,0.50,500,2,17,1.7500,3.5,8,113.00,4.793569
609,1000,0.50,500,2,17,1.7500,3.5,9,137.00,0.315360
610,1000,0.50,500,2,17,1.7500,3.5,10,99.00,1.663295
611,1000,0.50,500,2,17,1.7500,3.5,11,59.00,4.154575
612,1000,0.50,500,2,17,1.7500,3.5,12,59.00,0.170823
613,1000,0.50,500,2,17,1.7500,3.5,13,67.00,0.092723
614,1000,0.50,500,2,17,1.7500,3.5,14,96.00,0.435143
615,1000,0.50,500,2,17,1.7500,3.5,15,49.00,0.312308
616,1000,0.50,500,2,17,1.7500,3.5,16,205.00,3.087673
617,1000,0.50,500,2,17,1.7500,3.5,17,343.00,4.113520
618,1000,0.50,500,2,17,1.7500,3.5,18,115.00,2.883364
619,1000,0.50,500,2,17,1.7500,3.5,19,51.00,0.101626
620,1000,0.50,500,2,17,1.7500,3.5,20,80.00,5.752141
621,1000,0.50,500,2,17,1.7500,3.5,21,55.00,2.311588
622,1000,0.50,500,2,17,1.7500,3.5,22,69.00,0.576670
623,1000,0.50,500,2,17,1.7500,3.5,23,130.00,2.723963
624,1000,0.50,500,2,17,1.7500,3.5,24,44.00,0.438608
625,1000,0.50,500,2,17,1.7500,3.5,25,133.00,0.214337
626,1000,0.50,500,2,17,1.7500,3.5,26,60.00,2.175754
627,1000,0.50,500,2,17,1.7500,3.5,27,219.00,0.362924
628,1000,0.50,500,2,17,1.7500,3.5,28,162.00,0.424176
629,1000,0.50,500,2,17,1.7500,3.5,29,69.00,2.978356
630,1000,0.50,500,2,17,1.7500,3.5,30,76.00,0.432081
631,1000,0.50,500,2,17,1.7500,3.5,31,67.00,0.848887
632,1000,0.50,500,2,17,1.7500,3.5,32,116.00,0.438542
633,1000,0.50,500,2,17,1.7500,3.5,33,222.00,1.022462
634,1000,0.50,500,2,17,1.7500,3.5,34,43.00,0.118563
635,1000,0.50,500,2,17,1.7500,3.5,35,79.00,0.188107
636,1000,0.50,500,2,17,1.7500,3.5,36,90.00,2.935263
637,1000,0.50,500,2,17,1.7500,3.5,37,120.00,1.473784
638,1000,0.50,500,2,17,1.7500,3.5,38,65.00,0.904902
639,1000,0.50,500,2,17,1.7500,3.5,39,41.00,0.287694
640,1000,0.50,500,2,17,1.7500,3.5,40,63.00,4.611705
641,1000,0.50,500,2,17,1.7500,3.5,41,59.00,2.717883
642,1000,0.50,500,2,17,1.7500,3.5,42,101.00,1.432986
643,1000,0.50,500,2,17,1.7500,3.5,43,44.00,0.309473
644,1000,0.50,500,2,17,1.7500,3.5,44,123.00,0.339273
645,1000,0.50,500,2,17,1.7500,3.5,45,47.00,0.583492
646,1000,0.50,500,2,17,1.7500,3.5,46,227.00,1.131912
647,1000,0.50,500,2,17,1.7500,3.5,47,52.00,0.301205
648,1000,0.50,500,2,17,1.7500,3.5,48,150.00,2.149790
649,1000,0.50,500,2,17,1.7500,3.5,49,90.00,3.495615
650,1000,0.50,500,2,17,1.7500,3.5,50,57.00,1.781608
651,1000,0.50,500,2,17,1.7500,3.5,51,61.00,4.400021
652,1000,0.50,500,2,17,1.7500,3.5,52,94.00,0.295623
653,1000,0.50,500,2,17,1.7500,3.5,53,259.00,0.066796
654,1000,0.50,500,2,17,1.7500,3.5,54,167.00,4.017391
655,1000,0.50,500,2,17,1.7500,3.5,55,41.00,0.640496
656,1000,0.50,500,2,17,1.7500,3.5,56,60.00,4.546227
657,1000,0.50,500,2,17,1.7500,3.5,57,119.00,0.230454
658,1000,0.50,500,2,17,1.7500,3.5,58,90.00,3.864446
659,1000,0.50,500,2,17,1.7500,3.5,59,102.00,0.937895
660,1000,0.50,500,2,17,1.7500,3.5,60,77.00,1.650990
661,1000,0.50,500,2,17,1.7500,3.5,61,81.00,2.726411
662,1000,0.50,500,2,17,1.7500,3.5,62,59.00,2.669231
663,1000,0.50,500,2,17,1.7500,3.5,63,156.00,5.036351
664,1000,0.50,500,2,17,1.7500,3.5,64,71.00,0.938089
665,1000,0.50,500,2,17,1.7500,3.5,65,134.00,0.121537
666,1000,0.50,500,2,17,1.7500,3.5,66,64.00,0.454659
667,1000,0.50,500,2,17,1.7500,3.5,67,60.00,3.941567
668,1000,0.50,500,2,17,1.7500,3.5,68,91.00,3.032156
669,1000,0.50,500,2,17,1.7500,3.5,69,130.00,0.412753
670,1000,0.50,500,2,17,1.7500,3.5,70,52.00,0.317054
671,1000,0.50,500,2,17,1.7500,3.5,71,118.00,1.652954
672,1000,0.50,500,2,17,1.7500,3.5,72,80.00,3.248785
673,1000,0.50,500,2,17,1.7500,3.5,73,144.00,0.881406
674,1000,0.50,500,2,17,1.7500,3.5,74,84.00,5.872433
675,1000,0.50,500,2,17,1.7500,3.5,75,75.00,0.141274
676,1000,0.50,500,2,17,1.7500,3.5,76,38.00,0.419040
677,1000,0.50,500,2,17,1.7500,3.5,77,102.00,0.408099
678,1000,0.50,500,2,17,1.7500,3.5,78,85.00,3.736862
679,1000,0.50,500,2,17,1.7500,3.5,79,53.00,0.559728
680,1000,0.50,500,2,17,1.7500,3.5,80,89.00,0.182212
681,1000,0.50,500,2,17,1.7500,3.5,81,104.00,5.257982
682,1000,0.50,500,2,17,1.7500,3.5,82,110.00,0.237224
683,1000,0.50,500,2,17,1.7500,3.5,83,65.00,2.209439
684,1000,0.50,500,2,17,1.7500,3.5,84,366.00,0.467402
685,1000,0.50,500,2,17,1.7500,3.5,85,81.00,0.120957
686,1000,0.50,500,2,17,1.7500,3.5,86,54.00,0.784781
687,1000,0.50,500,2,17,1.7500,3.5,87,62.00,4.900261
688,1000,0.50,500,2,17,1.7500,3.5,88,102.00,1.132326
689,1000,0.50,500,2,17,1.7500,3.5,89,119.00,1.984612
690,1000,0.50,500,2,17,1.7500,3.5,90,122.00,0.370800
691,1000,0.50,500,2,17,1.7500,3.5,91,64.00,1.996103
692,1000,0.50,500,2,17,1.7500,3.5,92,53.00,0.198847
693,1000,0.50,500,2,17,1.7500,3.5,93,103.00,3.034500
694,1000,0.50,500,2,17,1.7500,3.5,94,150.00,0.195179
695,1000,0.50,500,2,17,1.7500,3.5,95,69.00,0.602314
696,1000,0.50,500,2,17,1.7500,3.5,96,243.00,3.319122
697,1000,0.50,500,2,17,1.7500,3.5,97,71.00,5.889307
698,1000,0.50,500,2,17,1.7500,3.5,98,102.00,0.786750
699,1000,0.50,500,2,17,1.7500,3.5,99,239.00,3.380435
700,1000,0.50,500,2,17,2.0000,4.0,0,149.00,1.737669
701,1000,0.50,500,2,17,2.0000,4.0,1,55.00,3.235155
702,1000,0.50,500,2,17,2.0000,4.0,2,62.00,3.797440
703,1000,0.50,500,2,17,2.0000,4.0,3,155.00,1.895729
704,1000,0.50,500,2,17,2.0000,4.0,4,63.00,4.236584
705,1000,0.50,500,2,17,2.0000,4.0,5,89.00,0.372530
706,1000,0.50,500,2,17,2.0000,4.0,6,45.00,0.202256
707,1000,0.50,500,2,17,2.0000,4.0,7,96.00,1.682750
708,1000,0.50,500,2,17,2.0000,4.0,8,79.00,0.419211
709,1000,0.50,500,2,17,2.0000,4.0,9,174.00,2.049278
710,1000,0.50,500,2,17,2.0000,4.0,10,74.00,0.291881
711,1000,0.50,500,2,17,2.0000,4.0,11,51.00,1.586582
712,1000,0.50,500,2,17,2.0000,4.0,12,62.00,6.580193
713,1000,0.50,500,2,17,2.0000,4.0,13,145.00,4.200820
714,1000,0.50,500,2,17,2.0000,4.0,14,46.00,0.958929
715,1000,0.50,500,2,17,2.0000,4.0,15,48.00,0.953119
716,1000,0.50,500,2,17,2.0000,4.0,16,66.00,1.037335
717,1000,0.50,500,2,17,2.0000,4.0,17,79.00,0.823238
718,1000,0.50,500,2,17,2.0000,4.0,18,117.00,0.197761
719,1000,0.50,500,2,17,2.0000,4.0,19,90.00,1.059147
720,1000,0.50,500,2,17,2.0000,4.0,20,47.00,1.021648
721,1000,0.50,500,2,17,2.0000,4.0,21,176.00,5.366998
722,1000,0.50,500,2,17,2.0000,4.0,22,158.00,4.784129
723,1000,0.50,500,2,17,2.0000,4.0,23,103.00,0.506449
724,1000,0.50,500,2,17,2.0000,4.0,24,66.00,2.288431
725,1000,0.50,500,2,17,2.0000,4.0,25,101.00,6.766152
726,1000,0.50,500,2,17,2.0000,4.0,26,49.00,1.486175
727,1000,0.50,500,2,17,2.0000,4.0,27,80.00,3.471151
728,1000,0.50,500,2,17,2.0000,4.0,28,52.00,0.341713
729,1000,0.50,500,2,17,2.0000,4.0,29,228.00,5.179811
730,1000,0.50,500,2,17,2.0000,4.0,30,73.00,1.305387
731,1000,0.50,500,2,17,2.0000,4.0,31,75.00,1.534111
732,1000,0.50,500,2,17,2.0000,4.0,32,57.00,1.083989
733,1000,0.50,500,2,17,2.0000,4.0,33,68.00,3.291895
734,1000,0.50,500,2,17,2.0000,4.0,34,62.00,1.571036
735,1000,0.50,500,2,17,2.0000,4.0,35,61.00,2.486027
736,1000,0.50,500,2,17,2.0000,4.0,36,63.00,0.830827
737,1000,0.50,500,2,17,2.0000,4.0,37,84.00,2.440727
738,1000,0.50,500,2,17,2.0000,4.0,38,61.00,3.046875
739,1000,0.50,500,2,17,2.0000,4.0,39,73.00,0.773966
740,1000,0.50,500,2,17,2.0000,4.0,40,79.00,4.939094
741,1000,0.50,500,2,17,2.0000,4.0,41,91.00,0.840989
742,1000,0.50,500,2,17,2.0000,4.0,42,61.00,2.887489
743,1000,0.50,500,2,17,2.0000,4.0,43,105.00,4.608544
744,1000,0.50,500,2,17,2.0000,4.0,44,69.00,0.652402
745,1000,0.50,500,2,17,2.0000,4.0,45,60.00,4.372113
746,1000,0.50,500,2,17,2.0000,4.0,46,48.00,0.322643
747,1000,0.50,500,2,17,2.0000,4.0,47,118.00,1.183914
748,1000,0.50,500,2,17,2.0000,4.0,48,82.00,3.166105
749,1000,0.50,500,2,17,2.0000,4.0,49,59.00,4.272538
750,1000,0.50,500,2,17,2.0000,4.0,50,106.00,4.373897
751,1000,0.50,500,2,17,2.0000,4.0,51,83.00,0.850464
752,1000,0.50,500,2,17,2.0000,4.0,52,61.00,3.604248
753,1000,0.50,500,2,17,2.0000,4.0,53,105.00,4.822429
754,1000,0.50,500,2,17,2.0000,4.0,54,69.00,0.709388
755,1000,0.50,500,2,17,2.0000,4.0,55,57.00,0.640224
756,1000,0.50,500,2,17,2.0000,4.0,56,60.00,1.465768
757,1000,0.50,500,2,17,2.0000,4.0,57,59.00,4.688924
758,1000,0.50,500,2,17,2.0000,4.0,58,58.00,6.836390
759,1000,0.50,500,2,17,2.0000,4.0,59,58.00,5.682566
760,1000,0.50,500,2,17,2.0000,4.0,60,59.00,5.809135
761,1000,0.50,500,2,17,2.0000,4.0,61,80.00,0.593686
762,1000,0.50,500,2,17,2.0000,4.0,62,52.00,0.294433
763,1000,0.50,500,2,17,2.0000,4.0,63,128.00,1.954917
764,1000,0.50,500,2,17,2.0000,4.0,64,61.00,5.991466
765,1000,0.50,500,2,17,2.0000,4.0,65,69.00,0.381236
766,1000,0.50,500,2,17,2.0000,4.0,66,54.00,4.435663
767,1000,0.50,500,2,17,2.0000,4.0,67,67.00,3.277291
768,1000,0.50,500,2,17,2.0000,4.0,68,87.00,6.092446
769,1000,0.50,500,2,17,2.0000,4.0,69,65.00,2.460457
770,1000,0.50,500,2,17,2.0000,4.0,70,72.00,1.070469
771,1000,0.50,500,2,17,2.0000,4.0,71,66.00,2.892240
772,1000,0.50,500,2,17,2.0000,4.0,72,74.00,1.391204
773,1000,0.50,500,2,17,2.0000,4.0,73,51.00,0.878390
774,1000,0.50,500,2,17,2.0000,4.0,74,45.00,0.995135
775,1000,0.50,500,2,17,2.0000,4.0,75,90.00,1.908482
776,1000,0.50,500,2,17,2.0000,4.0,76,147.00,1.603070
777,1000,0.50,500,2,17,2.0000,4.0,77,82.00,2.973196
778,1000,0.50,500,2,17,2.0000,4.0,78,77.00,1.326107
779,1000,0.50,500,2,17,2.0000,4.0,79,97.00,5.457236
780,1000,0.50,500,2,17,2.0000,4.0,80,74.00,0.406735
781,1000,0.50,500,2,17,2.0000,4.0,81,123.00,0.605856
782,1000,0.50,500,2,17,2.0000,4.0,82,66.00,1.284755
783,1000,0.50,500,2,17,2.0000,4.0,83,56.00,0.450022
784,1000,0.50,500,2,17,2.0000,4.0,84,48.00,0.400398
785,1000,0.50,500,2,17,2.0000,4.0,85,65.00,2.205286
786,1000,0.50,500,2,17,2.0000,4.0,86,105.00,5.432371
787,1000,0.50,500,2,17,2.0000,4.0,87,71.00,3.842512
788,1000,0.50,500,2,17,2.0000,4.0,88,53.00,5.724640
789,1000,0.50,500,2,17,2.0000,4.0,89,81.00,2.469091
