index,n,epsilon,d,m,k,t,repeat,time_mu_s,model_error
49,1000,0.05,950,2,17,0.9799,49,389.00,0.018838
50,1000,0.05,950,2,17,1.0307,50,349.00,0.041038
51,1000,0.05,950,2,17,1.0006,51,369.00,0.057971
52,1000,0.05,950,2,17,1.0419,52,361.00,0.040535
53,1000,0.05,950,2,17,0.9965,53,368.00,0.044937
54,1000,0.05,950,2,17,1.0244,54,371.00,0.042627
55,1000,0.05,950,2,17,1.0294,55,380.00,0.161042
56,1000,0.05,950,2,17,0.9827,56,361.00,0.077025
57,1000,0.05,950,2,17,0.9752,57,353.00,0.020591
58,1000,0.05,950,2,17,0.9626,58,419.00,0.285893
59,1000,0.05,950,2,17,0.9866,59,416.00,0.224666
60,1000,0.05,950,2,17,1.0202,60,405.00,0.360725
61,1000,0.05,950,2,17,0.9890,61,415.00,0.081224
62,1000,0.05,950,2,17,0.9743,62,399.00,0.099921
63,1000,0.05,950,2,17,1.0435,63,366.00,0.008556
64,1000,0.05,950,2,17,1.0244,64,405.00,0.033830
65,1000,0.05,950,2,17,0.9858,65,374.00,0.067713
66,1000,0.05,950,2,17,1.0446,66,386.00,0.029074
67,1000,0.05,950,2,17,1.0236,67,389.00,0.194619
68,1000,0.05,950,2,17,0.9864,68,401.00,0.046403
69,1000,0.05,950,2,17,0.9745,69,404.00,0.127053
70,1000,0.05,950,2,17,0.9917,70,396.00,0.022969
71,1000,0.05,950,2,17,0.9800,71,393.00,0.065134
72,1000,0.05,950,2,17,0.9972,72,369.00,0.065824
73,1000,0.05,950,2,17,1.0094,73,411.00,0.080660
74,1000,0.05,950,2,17,0.9984,74,375.00,0.042104
75,1000,0.05,950,2,17,1.0396,75,392.00,0.269585
76,1000,0.05,950,2,17,1.0101,76,389.00,0.102911
77,1000,0.05,950,2,17,0.9640,77,380.00,0.023922
78,1000,0.05,950,2,17,0.9801,78,357.00,0.128160
79,1000,0.05,950,2,17,0.9643,79,346.00,0.187482
80,1000,0.05,950,2,17,1.0066,80,406.00,0.278946
81,1000,0.05,950,2,17,1.0185,81,396.00,0.189826
82,1000,0.05,950,2,17,1.0510,82,346.00,0.188600
83,1000,0.05,950,2,17,0.9870,83,380.00,0.157729
84,1000,0.05,950,2,17,0.9968,84,346.00,0.027840
85,1000,0.05,950,2,17,0.9849,85,350.00,0.167117
86,1000,0.05,950,2,17,0.9683,86,390.00,0.100575
87,1000,0.05,950,2,17,1.0030,87,347.00,0.110664
88,1000,0.05,950,2,17,1.0201,88,376.00,0.205070
89,1000,0.05,950,2,17,1.0223,89,392.00,0.083628
90,1000,0.05,950,2,17,1.0077,90,365.00,0.073221
91,1000,0.05,950,2,17,0.9852,91,399.00,0.018065
92,1000,0.05,950,2,17,0.9877,92,357.00,0.231047
93,1000,0.05,950,2,17,1.0315,93,376.00,0.394927
94,1000,0.05,950,2,17,1.0354,94,371.00,0.052280
95,1000,0.05,950,2,17,1.0328,95,340.00,0.103975
96,1000,0.05,950,2,17,1.0539,96,405.00,0.154319
97,1000,0.05,950,2,17,1.0182,97,394.00,0.025515
98,1000,0.05,950,2,17,0.9610,98,377.00,0.097151
99,1000,0.05,950,2,17,0.9756,99,399.00,0.099942
100,1000,0.10,900,2,17,1.0169,0,364.00,0.123240
101,1000,0.10,900,2,17,0.9774,1,341.00,0.069527
102,1000,0.10,900,2,17,1.0354,2,383.00,0.137717
103,1000,0.10,900,2,17,0.9987,3,381.00,0.110394
104,1000,0.10,900,2,17,1.0103,4,384.00,0.281135
105,1000,0.10,900,2,17,1.0104,5,361.00,0.100065
106,1000,0.10,900,2,17,1.0026,6,410.00,0.852478
107,1000,0.10,900,2,17,0.9813,7,386.00,0.244636
108,1000,0.10,900,2,17,0.9964,8,366.00,0.078383
109,1000,0.10,900,2,17,0.9945,9,344.00,0.137919
110,1000,0.10,900,2,17,1.0213,10,413.00,0.306368
111,1000,0.10,900,2,17,0.9818,11,358.00,0.120483
112,1000,0.10,900,2,17,0.9989,12,389.00,0.067692
113,1000,0.10,900,2,17,1.0112,13,360.00,0.008637
114,1000,0.10,900,2,17,1.0454,14,382.00,0.233905
115,1000,0.10,900,2,17,0.9595,15,369.00,0.177393
116,1000,0.10,900,2,17,0.9977,16,373.00,0.086316
117,1000,0.10,900,2,17,0.9927,17,366.00,0.046406
118,1000,0.10,900,2,17,1.0203,18,336.00,0.092648
119,1000,0.10,900,2,17,0.9983,19,351.00,0.081837
120,1000,0.10,900,2,17,0.9643,20,400.00,0.139027
121,1000,0.10,900,2,17,1.0340,21,376.00,0.373619
122,1000,0.10,900,2,17,0.9852,22,383.00,0.267390
123,1000,0.10,900,2,17,0.9873,23,385.00,0.038325
124,1000,0.10,900,2,17,1.0255,24,384.00,0.111150
125,1000,0.10,900,2,17,0.9996,25,387.00,0.233546
126,1000,0.10,900,2,17,1.0246,26,357.00,0.066469
127,1000,0.10,900,2,17,0.9901,27,358.00,0.047013
128,1000,0.10,900,2,17,0.9773,28,359.00,0.049423
129,1000,0.10,900,2,17,0.9692,29,397.00,0.203393
130,1000,0.10,900,2,17,1.0370,30,395.00,0.094400
131,1000,0.10,900,2,17,1.0408,31,380.00,0.070141
132,1000,0.10,900,2,17,1.0064,32,391.00,0.116848
133,1000,0.10,900,2,17,0.9888,33,376.00,0.238152
134,1000,0.10,900,2,17,0.9939,34,371.00,0.044338
135,1000,0.10,900,2,17,0.9914,35,378.00,0.159144
136,1000,0.10,900,2,17,1.0053,36,355.00,0.144321
137,1000,0.10,900,2,17,0.9995,37,340.00,0.119419
138,1000,0.10,900,2,17,1.0070,38,343.00,0.158937
139,1000,0.10,900,2,17,1.0011,39,382.00,0.036054
140,1000,0.10,900,2,17,1.0057,40,341.00,0.053292
141,1000,0.10,900,2,17,1.0137,41,374.00,0.195506
142,1000,0.10,900,2,17,1.0060,42,358.00,0.229949
143,1000,0.10,900,2,17,1.0215,43,369.00,0.381520
144,1000,0.10,900,2,17,1.0145,44,395.00,0.024463
145,1000,0.10,900,2,17,0.9944,45,377.00,0.567935
146,1000,0.10,900,2,17,1.0185,46,361.00,0.042339
147,1000,0.10,900,2,17,0.9779,47,379.00,0.033036
148,1000,0.10,900,2,17,1.0096,48,347.00,0.088205
149,1000,0.10,900,2,17,0.9956,49,333.00,0.265807
150,1000,0.10,900,2,17,1.0026,50,398.00,0.249515
151,1000,0.10,900,2,17,1.0053,51,369.00,0.047419
152,1000,0.10,900,2,17,0.9957,52,372.00,0.213260
153,1000,0.10,900,2,17,1.0514,53,399.00,0.024136
154,1000,0.10,900,2,17,1.0303,54,354.00,0.118365
155,1000,0.10,900,2,17,1.0405,55,378.00,0.268998
156,1000,0.10,900,2,17,1.0179,56,377.00,0.032880
157,1000,0.10,900,2,17,0.9947,57,331.00,0.110919
158,1000,0.10,900,2,17,0.9920,58,393.00,0.060096
159,1000,0.10,900,2,17,1.0042,59,347.00,0.047443
160,1000,0.10,900,2,17,0.9934,60,352.00,0.162518
161,1000,0.10,900,2,17,0.9853,61,394.00,0.194867
162,1000,0.10,900,2,17,0.9759,62,375.00,0.049981
163,1000,0.10,900,2,17,0.9891,63,347.00,0.080629
164,1000,0.10,900,2,17,0.9703,64,368.00,0.194603
165,1000,0.10,900,2,17,0.9571,65,377.00,0.026443
166,1000,0.10,900,2,17,0.9646,66,365.00,0.044341
167,1000,0.10,900,2,17,1.0058,67,394.00,0.059804
168,1000,0.10,900,2,17,0.9986,68,390.00,0.242844
169,1000,0.10,900,2,17,1.0332,69,390.00,0.610056
170,1000,0.10,900,2,17,0.9637,70,360.00,0.090658
171,1000,0.10,900,2,17,0.9596,71,391.00,0.177354
172,1000,0.10,900,2,17,0.9767,72,349.00,0.138975
173,1000,0.10,900,2,17,1.0049,73,339.00,0.127379
174,1000,0.10,900,2,17,1.0155,74,370.00,0.107841
175,1000,0.10,900,2,17,1.0309,75,387.00,0.212725
176,1000,0.10,900,2,17,1.0713,76,365.00,0.297650
177,1000,0.10,900,2,17,1.0139,77,358.00,0.067707
178,1000,0.10,900,2,17,1.0150,78,357.00,0.138761
179,1000,0.10,900,2,17,0.9989,79,374.00,0.032656
180,1000,0.10,900,2,17,1.0291,80,363.00,0.087406
181,1000,0.10,900,2,17,1.0118,81,367.00,0.061156
182,1000,0.10,900,2,17,1.0084,82,381.00,0.107277
183,1000,0.10,900,2,17,0.9515,83,344.00,0.275181
184,1000,0.10,900,2,17,0.9795,84,338.00,0.095512
185,1000,0.10,900,2,17,0.9849,85,354.00,0.032493
186,1000,0.10,900,2,17,0.9885,86,347.00,0.216912
187,1000,0.10,900,2,17,0.9982,87,346.00,0.392179
188,1000,0.10,900,2,17,0.9939,88,372.00,0.351622
189,1000,0.10,900,2,17,0.9969,89,366.00,0.018253
190,1000,0.10,900,2,17,0.9183,90,374.00,0.033924
191,1000,0.10,900,2,17,1.0303,91,342.00,0.052332
192,1000,0.10,900,2,17,1.0187,92,365.00,0.076651
193,1000,0.10,900,2,17,1.0146,93,368.00,0.064626
194,1000,0.10,900,2,17,1.0380,94,365.00,0.174267
195,1000,0.10,900,2,17,1.0080,95,346.00,0.024532
196,1000,0.10,900,2,17,1.0515,96,344.00,0.388532
197,1000,0.10,900,2,17,0.9983,97,381.00,0.093254
198,1000,0.10,900,2,17,0.9972,98,363.00,0.163080
199,1000,0.10,900,2,17,0.9910,99,362.00,0.018462
200,1000,0.15,850,2,17,0.9622,0,365.00,0.187541
201,1000,0.15,850,2,17,0.9998,1,349.00,0.205168
202,1000,0.15,850,2,17,1.0272,2,374.00,0.077458
203,1000,0.15,850,2,17,1.0005,3,376.00,0.058841
204,1000,0.15,850,2,17,1.0161,4,378.00,0.209794
205,1000,0.15,850,2,17,1.0230,5,368.00,0.063816
206,1000,0.15,850,2,17,0.9813,6,348.00,0.044909
207,1000,0.15,850,2,17,0.9994,7,336.00,0.033683
208,1000,0.15,850,2,17,1.0533,8,379.00,0.234590
209,1000,0.15,850,2,17,1.0340,9,347.00,0.164927
210,1000,0.15,850,2,17,0.9991,10,360.00,0.065825
211,1000,0.15,850,2,17,1.0022,11,341.00,0.087857
212,1000,0.15,850,2,17,0.9858,12,353.00,0.180457
213,1000,0.15,850,2,17,1.0264,13,356.00,0.040287
214,1000,0.15,850,2,17,1.0129,14,352.00,0.142583
215,1000,0.15,850,2,17,0.9888,15,347.00,0.129258
216,1000,0.15,850,2,17,1.0230,16,373.00,0.325129
217,1000,0.15,850,2,17,0.9826,17,343.00,0.040217
218,1000,0.15,850,2,17,0.9776,18,323.00,0.131148
219,1000,0.15,850,2,17,1.0297,19,369.00,0.376787
220,1000,0.15,850,2,17,0.9890,20,382.00,0.191999
221,1000,0.15,850,2,17,0.9746,21,363.00,0.029551
222,1000,0.15,850,2,17,1.0109,22,354.00,0.050826
223,1000,0.15,850,2,17,0.9906,23,349.00,0.292829
224,1000,0.15,850,2,17,0.9640,24,347.00,0.093991
225,1000,0.15,850,2,17,0.9820,25,379.00,0.054296
226,1000,0.15,850,2,17,1.0099,26,351.00,0.064152
227,1000,0.15,850,2,17,1.0027,27,345.00,0.103980
228,1000,0.15,850,2,17,1.0000,28,384.00,0.093510
229,1000,0.15,850,2,17,1.0409,29,399.00,0.113183
230,1000,0.15,850,2,17,0.9262,30,371.00,0.012028
231,1000,0.15,850,2,17,0.9712,31,353.00,0.027907
232,1000,0.15,850,2,17,1.0292,32,358.00,0.110449
233,1000,0.15,850,2,17,0.9654,33,388.00,0.142158
234,1000,0.15,850,2,17,1.0183,34,354.00,0.119105
235,1000,0.15,850,2,17,1.0390,35,353.00,0.053251
236,1000,0.15,850,2,17,1.0315,36,378.00,0.175068
237,1000,0.15,850,2,17,1.0482,37,350.00,0.069657
238,1000,0.15,850,2,17,0.9925,38,343.00,0.166895
239,1000,0.15,850,2,17,1.0271,39,344.00,0.149279
240,1000,0.15,850,2,17,0.9949,40,346.00,0.293908
241,1000,0.15,850,2,17,0.9530,41,331.00,0.105985
242,1000,0.15,850,2,17,0.9762,42,357.00,0.052613
243,1000,0.15,850,2,17,0.9742,43,350.00,0.046828
244,1000,0.15,850,2,17,1.0117,44,337.00,0.044626
245,1000,0.15,850,2,17,0.9856,45,380.00,0.079033
246,1000,0.15,850,2,17,1.0226,46,360.00,0.169545
247,1000,0.15,850,2,17,1.0075,47,352.00,0.132737
248,1000,0.15,850,2,17,1.0018,48,352.00,0.112587
249,1000,0.15,850,2,17,0.9865,49,356.00,0.024149
250,1000,0.15,850,2,17,1.0328,50,382.00,0.036372
251,1000,0.15,850,2,17,0.9827,51,344.00,0.072027
252,1000,0.15,850,2,17,0.9763,52,378.00,0.106042
253,1000,0.15,850,2,17,1.0208,53,385.00,0.038599
254,1000,0.15,850,2,17,1.0093,54,364.00,0.069383
255,1000,0.15,850,2,17,0.9853,55,373.00,0.083725
256,1000,0.15,850,2,17,1.0247,56,376.00,0.349348
257,1000,0.15,850,2,17,1.0172,57,403.00,0.017809
258,1000,0.15,850,2,17,0.9684,58,361.00,0.063417
259,1000,0.15,850,2,17,0.9974,59,353.00,0.105230
260,1000,0.15,850,2,17,0.9864,60,360.00,0.251113
261,1000,0.15,850,2,17,0.9966,61,375.00,0.196749
262,1000,0.15,850,2,17,0.9307,62,362.00,0.105286
263,1000,0.15,850,2,17,0.9813,63,399.00,0.023499
264,1000,0.15,850,2,17,1.0327,64,357.00,0.077877
265,1000,0.15,850,2,17,1.0181,65,371.00,0.287831
266,1000,0.15,850,2,17,0.9968,66,366.00,0.078626
267,1000,0.15,850,2,17,0.9967,67,342.00,0.023146
268,1000,0.15,850,2,17,0.9762,68,339.00,0.204577
269,1000,0.15,850,2,17,0.9881,69,352.00,0.127766
270,1000,0.15,850,2,17,1.0055,70,380.00,0.041283
271,1000,0.15,850,2,17,0.9871,71,396.00,0.032107
272,1000,0.15,850,2,17,0.9457,72,380.00,0.210755
273,1000,0.15,850,2,17,0.9529,73,345.00,0.206387
274,1000,0.15,850,2,17,0.9662,74,383.00,0.008224
275,1000,0.15,850,2,17,0.9524,75,382.00,0.155728
276,1000,0.15,850,2,17,0.9681,76,371.00,0.116305
277,1000,0.15,850,2,17,0.9979,77,336.00,0.028768
278,1000,0.15,850,2,17,1.0094,78,335.00,0.068777
279,1000,0.15,850,2,17,1.0509,79,367.00,0.352880
280,1000,0.15,850,2,17,1.0243,80,356.00,0.251526
281,1000,0.15,850,2,17,1.0579,81,360.00,0.037384
282,1000,0.15,850,2,17,0.9722,82,376.00,0.070087
283,1000,0.15,850,2,17,0.9867,83,372.00,0.163801
284,1000,0.15,850,2,17,0.9756,84,365.00,0.027379
285,1000,0.15,850,2,17,0.9992,85,336.00,0.019311
286,1000,0.15,850,2,17,1.0155,86,366.00,0.029038
287,1000,0.15,850,2,17,0.9756,87,364.00,0.094188
288,1000,0.15,850,2,17,1.0471,88,387.00,0.177323
289,1000,0.15,850,2,17,1.0105,89,401.00,0.289595
290,1000,0.15,850,2,17,0.9795,90,384.00,0.053783
291,1000,0.15,850,2,17,0.9983,91,340.00,0.230895
292,1000,0.15,850,2,17,1.0227,92,423.00,0.366774
293,1000,0.15,850,2,17,0.9917,93,382.00,0.132426
294,1000,0.15,850,2,17,0.9954,94,397.00,0.108554
295,1000,0.15,850,2,17,0.9884,95,356.00,0.083851
296,1000,0.15,850,2,17,0.9855,96,344.00,0.103179
297,1000,0.15,850,2,17,1.0504,97,331.00,0.082744
298,1000,0.15,850,2,17,0.9463,98,356.00,0.099706
299,1000,0.15,850,2,17,0.9938,99,381.00,0.034314
300,1000,0.20,800,2,17,1.0309,0,332.00,0.113247
301,1000,0.20,800,2,17,0.9958,1,341.00,0.048094
302,1000,0.20,800,2,17,0.9756,2,328.00,0.099159
303,1000,0.20,800,2,17,0.9985,3,339.00,0.173096
304,1000,0.20,800,2,17,1.0071,4,343.00,0.022301
305,1000,0.20,800,2,17,1.0111,5,335.00,0.207756
306,1000,0.20,800,2,17,1.0101,6,323.00,0.267042
307,1000,0.20,800,2,17,0.9992,7,361.00,0.245021
308,1000,0.20,800,2,17,0.9639,8,358.00,0.201712
309,1000,0.20,800,2,17,1.0101,9,344.00,0.014327
310,1000,0.20,800,2,17,0.9974,10,330.00,0.170705
311,1000,0.20,800,2,17,1.0350,11,347.00,0.221592
312,1000,0.20,800,2,17,1.0087,12,354.00,0.155333
313,1000,0.20,800,2,17,0.9831,13,319.00,0.036020
314,1000,0.20,800,2,17,1.0091,14,372.00,0.135120
315,1000,0.20,800,2,17,1.0020,15,355.00,0.118219
316,1000,0.20,800,2,17,1.0030,16,351.00,0.143924
317,1000,0.20,800,2,17,1.0435,17,326.00,0.060167
318,1000,0.20,800,2,17,1.0133,18,343.00,0.119654
319,1000,0.20,800,2,17,0.9787,19,387.00,0.396313
320,1000,0.20,800,2,17,0.9922,20,368.00,0.063263
321,1000,0.20,800,2,17,1.0293,21,358.00,0.152848
322,1000,0.20,800,2,17,0.9883,22,340.00,0.092283
323,1000,0.20,800,2,17,1.0108,23,339.00,0.162526
324,1000,0.20,800,2,17,1.0025,24,367.00,0.088124
325,1000,0.20,800,2,17,0.9807,25,367.00,0.122854
326,1000,0.20,800,2,17,0.9451,26,334.00,0.256503
327,1000,0.20,800,2,17,1.0122,27,373.00,0.090609
328,1000,0.20,800,2,17,0.9736,28,312.00,0.085118
329,1000,0.20,800,2,17,0.9889,29,339.00,0.157224
330,1000,0.20,800,2,17,1.0139,30,361.00,0.177780
331,1000,0.20,800,2,17,0.9673,31,373.00,0.062651
332,1000,0.20,800,2,17,0.9939,32,388.00,0.411834
333,1000,0.20,800,2,17,1.0042,33,341.00,0.729838
334,1000,0.20,800,2,17,1.0466,34,367.00,0.022769
335,1000,0.20,800,2,17,0.9818,35,335.00,0.942441
336,1000,0.20,800,2,17,0.9751,36,369.00,0.096095
337,1000,0.20,800,2,17,1.0154,37,335.00,0.241843
338,1000,0.20,800,2,17,1.0401,38,385.00,0.248184
339,1000,0.20,800,2,17,0.9788,39,351.00,0.260894
340,1000,0.20,800,2,17,1.0003,40,376.00,0.160426
341,1000,0.20,800,2,17,1.0305,41,373.00,0.031269
342,1000,0.20,800,2,17,0.9845,42,378.00,0.153161
343,1000,0.20,800,2,17,0.9810,43,357.00,0.098930
344,1000,0.20,800,2,17,1.0346,44,400.00,0.121243
345,1000,0.20,800,2,17,1.0126,45,341.00,0.172333
346,1000,0.20,800,2,17,1.0149,46,360.00,0.347755
347,1000,0.20,800,2,17,1.0297,47,358.00,0.438104
348,1000,0.20,800,2,17,0.9979,48,360.00,0.068104
349,1000,0.20,800,2,17,0.9985,49,380.00,0.322954
350,1000,0.20,800,2,17,1.0537,50,367.00,0.032729
351,1000,0.20,800,2,17,0.9709,51,335.00,0.158512
352,1000,0.20,800,2,17,0.9627,52,346.00,0.181741
353,1000,0.20,800,2,17,0.9808,53,365.00,0.248554
354,1000,0.20,800,2,17,1.0329,54,359.00,0.134941
355,1000,0.20,800,2,17,0.9789,55,346.00,0.152338
356,1000,0.20,800,2,17,0.9845,56,353.00,0.119631
357,1000,0.20,800,2,17,1.0585,57,329.00,0.202742
358,1000,0.20,800,2,17,1.0236,58,378.00,0.267115
359,1000,0.20,800,2,17,0.9539,59,374.00,0.279342
360,1000,0.20,800,2,17,1.0071,60,336.00,0.031933
361,1000,0.20,800,2,17,0.9917,61,347.00,0.108698
362,1000,0.20,800,2,17,1.0003,62,363.00,0.147645
363,1000,0.20,800,2,17,1.0309,63,362.00,0.096022
364,1000,0.20,800,2,17,1.0501,64,342.00,0.120496
365,1000,0.20,800,2,17,0.9747,65,378.00,0.198983
366,1000,0.20,800,2,17,1.0337,66,356.00,0.121139
367,1000,0.20,800,2,17,0.9687,67,351.00,0.274514
368,1000,0.20,800,2,17,0.9750,68,385.00,0.133094
369,1000,0.20,800,2,17,1.0235,69,353.00,0.077137
370,1000,0.20,800,2,17,1.0250,70,382.00,0.242839
371,1000,0.20,800,2,17,0.9965,71,361.00,0.194416
372,1000,0.20,800,2,17,0.9878,72,374.00,0.240947
373,1000,0.20,800,2,17,0.9960,73,342.00,0.085861
374,1000,0.20,800,2,17,1.0351,74,341.00,0.117468
375,1000,0.20,800,2,17,0.9981,75,343.00,0.070385
376,1000,0.20,800,2,17,0.9653,76,354.00,0.049878
377,1000,0.20,800,2,17,1.0233,77,359.00,0.232141
378,1000,0.20,800,2,17,1.0075,78,351.00,0.099905
379,1000,0.20,800,2,17,0.9803,79,367.00,0.061437
380,1000,0.20,800,2,17,0.9727,80,377.00,0.179247
381,1000,0.20,800,2,17,0.9586,81,379.00,0.118894
382,1000,0.20,800,2,17,1.0216,82,356.00,0.448247
383,1000,0.20,800,2,17,1.0048,83,355.00,0.136418
384,1000,0.20,800,2,17,1.0498,84,351.00,0.269782
385,1000,0.20,800,2,17,0.9606,85,360.00,0.197735
386,1000,0.20,800,2,17,1.0385,86,353.00,0.087648
387,1000,0.20,800,2,17,1.0003,87,366.00,0.082018
388,1000,0.20,800,2,17,0.9651,88,343.00,0.169222
389,1000,0.20,800,2,17,1.0227,89,354.00,0.101592
390,1000,0.20,800,2,17,0.9623,90,361.00,0.274754
391,1000,0.20,800,2,17,0.9861,91,326.00,0.275938
392,1000,0.20,800,2,17,0.9813,92,359.00,0.055887
393,1000,0.20,800,2,17,1.0454,93,347.00,0.186397
394,1000,0.20,800,2,17,1.0205,94,366.00,0.143242
395,1000,0.20,800,2,17,1.0315,95,341.00,0.060724
396,1000,0.20,800,2,17,1.0216,96,348.00,0.089452
397,1000,0.20,800,2,17,0.9895,97,355.00,0.156869
398,1000,0.20,800,2,17,1.0112,98,382.00,0.450163
399,1000,0.20,800,2,17,0.9653,99,360.00,0.264292
400,1000,0.25,750,2,17,0.9496,0,319.00,0.276961
401,1000,0.25,750,2,17,0.9959,1,334.00,0.109871
402,1000,0.25,750,2,17,0.9638,2,364.00,0.113851
403,1000,0.25,750,2,17,0.9977,3,345.00,0.465380
404,1000,0.25,750,2,17,0.9807,4,359.00,0.457251
405,1000,0.25,750,2,17,0.9659,5,311.00,0.106121
406,1000,0.25,750,2,17,0.9932,6,349.00,0.074063
407,1000,0.25,750,2,17,1.0212,7,332.00,0.051514
408,1000,0.25,750,2,17,0.9991,8,337.00,0.018211
409,1000,0.25,750,2,17,0.9912,9,347.00,0.034321
410,1000,0.25,750,2,17,0.9724,10,357.00,0.073117
411,1000,0.25,750,2,17,1.0026,11,372.00,0.066358
412,1000,0.25,750,2,17,0.9938,12,350.00,0.173896
413,1000,0.25,750,2,17,1.0001,13,354.00,0.125012
414,1000,0.25,750,2,17,0.9837,14,346.00,0.114619
415,1000,0.25,750,2,17,1.0261,15,385.00,0.404059
416,1000,0.25,750,2,17,1.0068,16,352.00,0.097757
417,1000,0.25,750,2,17,1.0543,17,359.00,0.358835
418,1000,0.25,750,2,17,1.0008,18,342.00,0.395899
419,1000,0.25,750,2,17,0.9848,19,319.00,0.040424
420,1000,0.25,750,2,17,0.9578,20,388.00,0.072377
421,1000,0.25,750,2,17,0.9861,21,384.00,0.109003
422,1000,0.25,750,2,17,0.9735,22,342.00,0.225925
423,1000,0.25,750,2,17,0.9467,23,348.00,0.077380
424,1000,0.25,750,2,17,0.9389,24,345.00,0.085813
425,1000,0.25,750,2,17,0.9562,25,346.00,0.224643
426,1000,0.25,750,2,17,1.0098,26,335.00,0.080942
427,1000,0.25,750,2,17,1.0175,27,349.00,0.539702
428,1000,0.25,750,2,17,0.9777,28,366.00,0.023590
429,1000,0.25,750,2,17,0.9560,29,333.00,0.347783
430,1000,0.25,750,2,17,1.0039,30,343.00,0.043265
431,1000,0.25,750,2,17,1.0413,31,331.00,0.180428
432,1000,0.25,750,2,17,0.9463,32,352.00,0.275047
433,1000,0.25,750,2,17,1.0228,33,367.00,0.230998
434,1000,0.25,750,2,17,0.9785,34,362.00,0.528017
435,1000,0.25,750,2,17,1.0083,35,344.00,0.047409
436,1000,0.25,750,2,17,1.0389,36,342.00,0.097081
437,1000,0.25,750,2,17,1.0209,37,353.00,0.118543
438,1000,0.25,750,2,17,1.0034,38,354.00,0.149607
439,1000,0.25,750,2,17,1.0507,39,353.00,0.243520
440,1000,0.25,750,2,17,1.0103,40,331.00,0.021980
441,1000,0.25,750,2,17,1.0043,41,341.00,0.125369
442,1000,0.25,750,2,17,0.9552,42,333.00,0.112857
443,1000,0.25,750,2,17,1.0354,43,373.00,0.226566
444,1000,0.25,750,2,17,1.0227,44,368.00,0.632688
445,1000,0.25,750,2,17,0.9726,45,351.00,0.058404
446,1000,0.25,750,2,17,1.0090,46,347.00,0.326421
447,1000,0.25,750,2,17,1.0514,47,334.00,0.275134
448,1000,0.25,750,2,17,1.0500,48,391.00,0.389849
