index,n,epsilon,d,m,k,t,repeat,time_mu_s,model_error
50,4,0.3,2,2,70,1.0000,50,2.00,3.469809
51,4,0.3,2,2,70,1.0000,51,0.00,14.874537
52,4,0.3,2,2,70,1.0000,52,1.00,4.445542
53,4,0.3,2,2,70,1.0000,53,1.00,1.893307
54,4,0.3,2,2,70,1.0000,54,1.00,6.066648
55,4,0.3,2,2,70,1.0000,55,0.00,1.350399
56,4,0.3,2,2,70,1.0000,56,1.00,3.625266
57,4,0.3,2,2,70,1.0000,57,0.00,9.926124
58,4,0.3,2,2,70,1.0000,58,1.00,6.450343
59,4,0.3,2,2,70,1.0000,59,0.00,4.262045
60,4,0.3,2,2,70,1.0000,60,1.00,2.709064
61,4,0.3,2,2,70,1.0000,61,1.00,1.548206
62,4,0.3,2,2,70,1.0000,62,1.00,11.684597
63,4,0.3,2,2,70,1.0000,63,1.00,8.873776
64,4,0.3,2,2,70,1.0000,64,0.00,6.510166
65,4,0.3,2,2,70,1.0000,65,1.00,10.297017
66,4,0.3,2,2,70,1.0000,66,1.00,159.999268
67,4,0.3,2,2,70,1.0000,67,1.00,3.312548
68,4,0.3,2,2,70,1.0000,68,0.00,0.782010
69,4,0.3,2,2,70,1.0000,69,2.00,4.628487
70,4,0.3,2,2,70,1.0000,70,0.00,24.880173
71,4,0.3,2,2,70,1.0000,71,1.00,2.656238
72,4,0.3,2,2,70,1.0000,72,1.00,2.616242
73,4,0.3,2,2,70,1.0000,73,1.00,0.180882
74,4,0.3,2,2,70,1.0000,74,0.00,2.454117
75,4,0.3,2,2,70,1.0000,75,2.00,2.612852
76,4,0.3,2,2,70,1.0000,76,0.00,5.156116
77,4,0.3,2,2,70,1.0000,77,1.00,3.683754
78,4,0.3,2,2,70,1.0000,78,0.00,53.504414
79,4,0.3,2,2,70,1.0000,79,1.00,17.042143
80,4,0.3,2,2,70,1.0000,80,0.00,1.716598
81,4,0.3,2,2,70,1.0000,81,1.00,2.623293
82,4,0.3,2,2,70,1.0000,82,1.00,164.648712
83,4,0.3,2,2,70,1.0000,83,1.00,4.515438
84,4,0.3,2,2,70,1.0000,84,0.00,70.719963
85,4,0.3,2,2,70,1.0000,85,2.00,0.910899
86,4,0.3,2,2,70,1.0000,86,0.00,3.867457
87,4,0.3,2,2,70,1.0000,87,1.00,1.096219
88,4,0.3,2,2,70,1.0000,88,1.00,14.302741
89,4,0.3,2,2,70,1.0000,89,1.00,1.624851
90,4,0.3,2,2,70,1.0000,90,0.00,3.714777
91,4,0.3,2,2,70,1.0000,91,1.00,3.684559
92,4,0.3,2,2,70,1.0000,92,1.00,1.771306
93,4,0.3,2,2,70,1.0000,93,0.00,0.792234
94,4,0.3,2,2,70,1.0000,94,1.00,5.121150
95,4,0.3,2,2,70,1.0000,95,0.00,2.609058
96,4,0.3,2,2,70,1.0000,96,1.00,5.827493
97,4,0.3,2,2,70,1.0000,97,0.00,0.080370
98,4,0.3,2,2,70,1.0000,98,2.00,3.225761
99,4,0.3,2,2,70,1.0000,99,0.00,5.008112
100,8,0.3,5,2,70,1.0000,0,2.00,0.935756
101,8,0.3,5,2,70,1.0000,1,2.00,0.765281
102,8,0.3,5,2,70,1.0000,2,3.00,0.307913
103,8,0.3,5,2,70,1.0000,3,4.00,0.561905
104,8,0.3,5,2,70,1.0000,4,24.00,0.676826
105,8,0.3,5,2,70,1.0000,5,1.00,2.138780
106,8,0.3,5,2,70,1.0000,6,2.00,4.343150
107,8,0.3,5,2,70,1.0000,7,2.00,0.645780
108,8,0.3,5,2,70,1.0000,8,17.00,0.348274
109,8,0.3,5,2,70,1.0000,9,1.00,0.078310
110,8,0.3,5,2,70,1.0000,10,2.00,1.813922
111,8,0.3,5,2,70,1.0000,11,1.00,0.159688
112,8,0.3,5,2,70,1.0000,12,2.00,1.173843
113,8,0.3,5,2,70,1.0000,13,1.00,0.674139
114,8,0.3,5,2,70,1.0000,14,1.00,6.177785
115,8,0.3,5,2,70,1.0000,15,3.00,0.323148
116,8,0.3,5,2,70,1.0000,16,3.00,1.166397
117,8,0.3,5,2,70,1.0000,17,5.00,0.767467
118,8,0.3,5,2,70,1.0000,18,4.00,0.639211
119,8,0.3,5,2,70,1.0000,19,1.00,0.193240
120,8,0.3,5,2,70,1.0000,20,2.00,0.583513
121,8,0.3,5,2,70,1.0000,21,3.00,2.930670
122,8,0.3,5,2,70,1.0000,22,3.00,0.333963
123,8,0.3,5,2,70,1.0000,23,1.00,0.113111
124,8,0.3,5,2,70,1.0000,24,1.00,0.588484
125,8,0.3,5,2,70,1.0000,25,2.00,0.317226
126,8,0.3,5,2,70,1.0000,26,9.00,1.981902
127,8,0.3,5,2,70,1.0000,27,2.00,1.314235
128,8,0.3,5,2,70,1.0000,28,2.00,1.002259
129,8,0.3,5,2,70,1.0000,29,24.00,0.749812
130,8,0.3,5,2,70,1.0000,30,3.00,0.677449
131,8,0.3,5,2,70,1.0000,31,1.00,2.337970
132,8,0.3,5,2,70,1.0000,32,1.00,0.185636
133,8,0.3,5,2,70,1.0000,33,4.00,4.448510
134,8,0.3,5,2,70,1.0000,34,1.00,0.803160
135,8,0.3,5,2,70,1.0000,35,2.00,3.487297
136,8,0.3,5,2,70,1.0000,36,0.00,2.510294
137,8,0.3,5,2,70,1.0000,37,2.00,0.330072
138,8,0.3,5,2,70,1.0000,38,2.00,0.088171
139,8,0.3,5,2,70,1.0000,39,1.00,1.090021
140,8,0.3,5,2,70,1.0000,40,0.00,1.227178
141,8,0.3,5,2,70,1.0000,41,2.00,0.298794
142,8,0.3,5,2,70,1.0000,42,2.00,1.262169
143,8,0.3,5,2,70,1.0000,43,23.00,5.063926
144,8,0.3,5,2,70,1.0000,44,2.00,1.573718
145,8,0.3,5,2,70,1.0000,45,4.00,0.206455
146,8,0.3,5,2,70,1.0000,46,2.00,0.711674
147,8,0.3,5,2,70,1.0000,47,1.00,0.174946
148,8,0.3,5,2,70,1.0000,48,24.00,10.157777
149,8,0.3,5,2,70,1.0000,49,10.00,1.481748
150,8,0.3,5,2,70,1.0000,50,1.00,1.924689
151,8,0.3,5,2,70,1.0000,51,2.00,0.376424
152,8,0.3,5,2,70,1.0000,52,24.00,0.517149
153,8,0.3,5,2,70,1.0000,53,0.00,4.114208
154,8,0.3,5,2,70,1.0000,54,1.00,1.109096
155,8,0.3,5,2,70,1.0000,55,2.00,4.628502
156,8,0.3,5,2,70,1.0000,56,1.00,2.437135
157,8,0.3,5,2,70,1.0000,57,1.00,0.494941
158,8,0.3,5,2,70,1.0000,58,1.00,0.205343
159,8,0.3,5,2,70,1.0000,59,2.00,0.436386
160,8,0.3,5,2,70,1.0000,60,2.00,0.876592
161,8,0.3,5,2,70,1.0000,61,24.00,4.364636
162,8,0.3,5,2,70,1.0000,62,3.00,0.291328
163,8,0.3,5,2,70,1.0000,63,6.00,0.592057
164,8,0.3,5,2,70,1.0000,64,1.00,7.771119
165,8,0.3,5,2,70,1.0000,65,0.00,0.400562
166,8,0.3,5,2,70,1.0000,66,24.00,0.392241
167,8,0.3,5,2,70,1.0000,67,24.00,1.239938
168,8,0.3,5,2,70,1.0000,68,3.00,4.163759
169,8,0.3,5,2,70,1.0000,69,1.00,0.571619
170,8,0.3,5,2,70,1.0000,70,6.00,2.122427
171,8,0.3,5,2,70,1.0000,71,1.00,0.085778
172,8,0.3,5,2,70,1.0000,72,2.00,0.774100
173,8,0.3,5,2,70,1.0000,73,2.00,1.200361
174,8,0.3,5,2,70,1.0000,74,2.00,3.078138
175,8,0.3,5,2,70,1.0000,75,1.00,1.892508
176,8,0.3,5,2,70,1.0000,76,1.00,0.820877
177,8,0.3,5,2,70,1.0000,77,1.00,0.290651
178,8,0.3,5,2,70,1.0000,78,0.00,1.068123
179,8,0.3,5,2,70,1.0000,79,2.00,0.991241
180,8,0.3,5,2,70,1.0000,80,1.00,1.155586
181,8,0.3,5,2,70,1.0000,81,1.00,0.286464
182,8,0.3,5,2,70,1.0000,82,1.00,0.377406
183,8,0.3,5,2,70,1.0000,83,2.00,0.879703
184,8,0.3,5,2,70,1.0000,84,2.00,0.982119
185,8,0.3,5,2,70,1.0000,85,11.00,0.208519
186,8,0.3,5,2,70,1.0000,86,2.00,2.169363
187,8,0.3,5,2,70,1.0000,87,23.00,0.837149
188,8,0.3,5,2,70,1.0000,88,1.00,0.670416
189,8,0.3,5,2,70,1.0000,89,1.00,0.165073
190,8,0.3,5,2,70,1.0000,90,1.00,0.195681
191,8,0.3,5,2,70,1.0000,91,24.00,1.451829
192,8,0.3,5,2,70,1.0000,92,2.00,3.727437
193,8,0.3,5,2,70,1.0000,93,3.00,0.559645
194,8,0.3,5,2,70,1.0000,94,3.00,4.400269
195,8,0.3,5,2,70,1.0000,95,0.00,0.163295
196,8,0.3,5,2,70,1.0000,96,1.00,2.512040
197,8,0.3,5,2,70,1.0000,97,2.00,0.394394
198,8,0.3,5,2,70,1.0000,98,2.00,1.563282
199,8,0.3,5,2,70,1.0000,99,2.00,0.651677
200,16,0.3,11,2,70,1.0000,0,4.00,2.063634
201,16,0.3,11,2,70,1.0000,1,41.00,0.658602
202,16,0.3,11,2,70,1.0000,2,3.00,0.581062
203,16,0.3,11,2,70,1.0000,3,7.00,0.501824
204,16,0.3,11,2,70,1.0000,4,31.00,2.260797
205,16,0.3,11,2,70,1.0000,5,2.00,0.700455
206,16,0.3,11,2,70,1.0000,6,36.00,0.237291
207,16,0.3,11,2,70,1.0000,7,6.00,0.385232
208,16,0.3,11,2,70,1.0000,8,1.00,0.255680
209,16,0.3,11,2,70,1.0000,9,8.00,1.081519
210,16,0.3,11,2,70,1.0000,10,2.00,0.218112
211,16,0.3,11,2,70,1.0000,11,1.00,0.759998
212,16,0.3,11,2,70,1.0000,12,2.00,0.989336
213,16,0.3,11,2,70,1.0000,13,3.00,1.267432
214,16,0.3,11,2,70,1.0000,14,33.00,1.211208
215,16,0.3,11,2,70,1.0000,15,2.00,0.975972
216,16,0.3,11,2,70,1.0000,16,3.00,0.130961
217,16,0.3,11,2,70,1.0000,17,1.00,0.104118
218,16,0.3,11,2,70,1.0000,18,8.00,0.336112
219,16,0.3,11,2,70,1.0000,19,2.00,0.529825
220,16,0.3,11,2,70,1.0000,20,1.00,0.536678
221,16,0.3,11,2,70,1.0000,21,35.00,0.279044
222,16,0.3,11,2,70,1.0000,22,8.00,0.726610
223,16,0.3,11,2,70,1.0000,23,36.00,0.377940
224,16,0.3,11,2,70,1.0000,24,15.00,1.050053
225,16,0.3,11,2,70,1.0000,25,2.00,0.348512
226,16,0.3,11,2,70,1.0000,26,1.00,1.043826
227,16,0.3,11,2,70,1.0000,27,9.00,0.563968
228,16,0.3,11,2,70,1.0000,28,3.00,1.204971
229,16,0.3,11,2,70,1.0000,29,2.00,0.714254
230,16,0.3,11,2,70,1.0000,30,39.00,0.882105
231,16,0.3,11,2,70,1.0000,31,17.00,1.261713
232,16,0.3,11,2,70,1.0000,32,19.00,0.599547
233,16,0.3,11,2,70,1.0000,33,5.00,1.147539
234,16,0.3,11,2,70,1.0000,34,8.00,1.382394
235,16,0.3,11,2,70,1.0000,35,3.00,0.426493
236,16,0.3,11,2,70,1.0000,36,8.00,0.326964
237,16,0.3,11,2,70,1.0000,37,5.00,0.931895
238,16,0.3,11,2,70,1.0000,38,33.00,0.890801
239,16,0.3,11,2,70,1.0000,39,5.00,0.330342
240,16,0.3,11,2,70,1.0000,40,36.00,3.167978
241,16,0.3,11,2,70,1.0000,41,8.00,0.339812
242,16,0.3,11,2,70,1.0000,42,3.00,1.466571
243,16,0.3,11,2,70,1.0000,43,1.00,0.441731
244,16,0.3,11,2,70,1.0000,44,2.00,1.172408
245,16,0.3,11,2,70,1.0000,45,1.00,0.541290
246,16,0.3,11,2,70,1.0000,46,1.00,0.621727
247,16,0.3,11,2,70,1.0000,47,2.00,0.385068
248,16,0.3,11,2,70,1.0000,48,2.00,0.387274
249,16,0.3,11,2,70,1.0000,49,37.00,0.481165
250,16,0.3,11,2,70,1.0000,50,7.00,0.430932
251,16,0.3,11,2,70,1.0000,51,6.00,1.002832
252,16,0.3,11,2,70,1.0000,52,36.00,1.275709
253,16,0.3,11,2,70,1.0000,53,35.00,0.188994
254,16,0.3,11,2,70,1.0000,54,6.00,0.282798
255,16,0.3,11,2,70,1.0000,55,1.00,0.368437
256,16,0.3,11,2,70,1.0000,56,1.00,0.733826
257,16,0.3,11,2,70,1.0000,57,2.00,1.275404
258,16,0.3,11,2,70,1.0000,58,5.00,0.149730
259,16,0.3,11,2,70,1.0000,59,3.00,0.767099
260,16,0.3,11,2,70,1.0000,60,40.00,1.558332
261,16,0.3,11,2,70,1.0000,61,3.00,0.869536
262,16,0.3,11,2,70,1.0000,62,1.00,0.418039
263,16,0.3,11,2,70,1.0000,63,8.00,0.569847
264,16,0.3,11,2,70,1.0000,64,35.00,0.446245
265,16,0.3,11,2,70,1.0000,65,10.00,1.062943
266,16,0.3,11,2,70,1.0000,66,37.00,0.358979
267,16,0.3,11,2,70,1.0000,67,6.00,1.154206
268,16,0.3,11,2,70,1.0000,68,1.00,0.344934
269,16,0.3,11,2,70,1.0000,69,7.00,0.399494
270,16,0.3,11,2,70,1.0000,70,3.00,1.268297
271,16,0.3,11,2,70,1.0000,71,1.00,0.268007
272,16,0.3,11,2,70,1.0000,72,3.00,0.529124
273,16,0.3,11,2,70,1.0000,73,5.00,0.439621
274,16,0.3,11,2,70,1.0000,74,2.00,0.882101
275,16,0.3,11,2,70,1.0000,75,4.00,1.206954
276,16,0.3,11,2,70,1.0000,76,9.00,0.187603
277,16,0.3,11,2,70,1.0000,77,2.00,0.810635
278,16,0.3,11,2,70,1.0000,78,2.00,0.389981
279,16,0.3,11,2,70,1.0000,79,4.00,0.833390
280,16,0.3,11,2,70,1.0000,80,1.00,0.621684
281,16,0.3,11,2,70,1.0000,81,3.00,0.408844
282,16,0.3,11,2,70,1.0000,82,3.00,0.524654
283,16,0.3,11,2,70,1.0000,83,7.00,0.481028
284,16,0.3,11,2,70,1.0000,84,36.00,0.329625
285,16,0.3,11,2,70,1.0000,85,6.00,0.232802
286,16,0.3,11,2,70,1.0000,86,2.00,0.376392
287,16,0.3,11,2,70,1.0000,87,39.00,2.887764
288,16,0.3,11,2,70,1.0000,88,19.00,0.758268
289,16,0.3,11,2,70,1.0000,89,12.00,1.046818
290,16,0.3,11,2,70,1.0000,90,3.00,0.608935
291,16,0.3,11,2,70,1.0000,91,3.00,0.264839
292,16,0.3,11,2,70,1.0000,92,2.00,0.077835
293,16,0.3,11,2,70,1.0000,93,3.00,1.357058
294,16,0.3,11,2,70,1.0000,94,3.00,1.719793
295,16,0.3,11,2,70,1.0000,95,4.00,0.502060
296,16,0.3,11,2,70,1.0000,96,2.00,0.281758
297,16,0.3,11,2,70,1.0000,97,13.00,0.314905
298,16,0.3,11,2,70,1.0000,98,2.00,0.097939
299,16,0.3,11,2,70,1.0000,99,3.00,0.719668
300,32,0.3,22,2,70,1.0000,0,3.00,0.709044
301,32,0.3,22,2,70,1.0000,1,67.00,2.248092
302,32,0.3,22,2,70,1.0000,2,57.00,0.942764
303,32,0.3,22,2,70,1.0000,3,9.00,0.788463
304,32,0.3,22,2,70,1.0000,4,59.00,0.383576
305,32,0.3,22,2,70,1.0000,5,17.00,0.398038
306,32,0.3,22,2,70,1.0000,6,34.00,0.833126
307,32,0.3,22,2,70,1.0000,7,8.00,0.298615
308,32,0.3,22,2,70,1.0000,8,30.00,0.107178
309,32,0.3,22,2,70,1.0000,9,19.00,0.288712
310,32,0.3,22,2,70,1.0000,10,61.00,0.824300
311,32,0.3,22,2,70,1.0000,11,24.00,1.181437
312,32,0.3,22,2,70,1.0000,12,18.00,0.306325
313,32,0.3,22,2,70,1.0000,13,7.00,0.349490
314,32,0.3,22,2,70,1.0000,14,2.00,0.223154
315,32,0.3,22,2,70,1.0000,15,59.00,0.324871
316,32,0.3,22,2,70,1.0000,16,2.00,0.278024
317,32,0.3,22,2,70,1.0000,17,21.00,0.151855
318,32,0.3,22,2,70,1.0000,18,4.00,0.078509
319,32,0.3,22,2,70,1.0000,19,3.00,0.101484
320,32,0.3,22,2,70,1.0000,20,16.00,0.444687
321,32,0.3,22,2,70,1.0000,21,14.00,0.688674
322,32,0.3,22,2,70,1.0000,22,3.00,0.420339
323,32,0.3,22,2,70,1.0000,23,2.00,0.012226
324,32,0.3,22,2,70,1.0000,24,11.00,0.906616
325,32,0.3,22,2,70,1.0000,25,62.00,0.696303
326,32,0.3,22,2,70,1.0000,26,12.00,0.149317
327,32,0.3,22,2,70,1.0000,27,5.00,0.783538
328,32,0.3,22,2,70,1.0000,28,21.00,0.303641
329,32,0.3,22,2,70,1.0000,29,17.00,0.248587
330,32,0.3,22,2,70,1.0000,30,3.00,0.068725
331,32,0.3,22,2,70,1.0000,31,60.00,0.399550
332,32,0.3,22,2,70,1.0000,32,2.00,0.595470
333,32,0.3,22,2,70,1.0000,33,61.00,0.623422
334,32,0.3,22,2,70,1.0000,34,4.00,0.535053
335,32,0.3,22,2,70,1.0000,35,61.00,0.683110
336,32,0.3,22,2,70,1.0000,36,11.00,0.799073
337,32,0.3,22,2,70,1.0000,37,19.00,1.066967
338,32,0.3,22,2,70,1.0000,38,30.00,0.139105
339,32,0.3,22,2,70,1.0000,39,60.00,1.081084
340,32,0.3,22,2,70,1.0000,40,7.00,0.105568
341,32,0.3,22,2,70,1.0000,41,27.00,0.560692
342,32,0.3,22,2,70,1.0000,42,13.00,1.050791
343,32,0.3,22,2,70,1.0000,43,7.00,0.262500
344,32,0.3,22,2,70,1.0000,44,2.00,0.101754
345,32,0.3,22,2,70,1.0000,45,43.00,0.146010
346,32,0.3,22,2,70,1.0000,46,59.00,0.777209
347,32,0.3,22,2,70,1.0000,47,5.00,0.836505
348,32,0.3,22,2,70,1.0000,48,3.00,0.283581
349,32,0.3,22,2,70,1.0000,49,3.00,0.527619
350,32,0.3,22,2,70,1.0000,50,3.00,1.235050
351,32,0.3,22,2,70,1.0000,51,10.00,0.217650
352,32,0.3,22,2,70,1.0000,52,6.00,1.167147
353,32,0.3,22,2,70,1.0000,53,3.00,1.098462
354,32,0.3,22,2,70,1.0000,54,2.00,0.852979
355,32,0.3,22,2,70,1.0000,55,6.00,0.325683
356,32,0.3,22,2,70,1.0000,56,31.00,0.157373
357,32,0.3,22,2,70,1.0000,57,21.00,0.346074
358,32,0.3,22,2,70,1.0000,58,16.00,0.044382
359,32,0.3,22,2,70,1.0000,59,5.00,0.309200
360,32,0.3,22,2,70,1.0000,60,14.00,1.061190
361,32,0.3,22,2,70,1.0000,61,14.00,0.448845
362,32,0.3,22,2,70,1.0000,62,9.00,0.452694
363,32,0.3,22,2,70,1.0000,63,60.00,0.592342
364,32,0.3,22,2,70,1.0000,64,8.00,0.068129
365,32,0.3,22,2,70,1.0000,65,4.00,0.410584
366,32,0.3,22,2,70,1.0000,66,19.00,0.363653
367,32,0.3,22,2,70,1.0000,67,60.00,1.253957
368,32,0.3,22,2,70,1.0000,68,7.00,0.125780
369,32,0.3,22,2,70,1.0000,69,61.00,0.217111
370,32,0.3,22,2,70,1.0000,70,37.00,0.369763
371,32,0.3,22,2,70,1.0000,71,34.00,0.404536
372,32,0.3,22,2,70,1.0000,72,21.00,0.648087
373,32,0.3,22,2,70,1.0000,73,2.00,0.570674
374,32,0.3,22,2,70,1.0000,74,58.00,1.023823
375,32,0.3,22,2,70,1.0000,75,10.00,0.852209
376,32,0.3,22,2,70,1.0000,76,2.00,0.318554
377,32,0.3,22,2,70,1.0000,77,62.00,0.457040
378,32,0.3,22,2,70,1.0000,78,59.00,0.222645
379,32,0.3,22,2,70,1.0000,79,14.00,0.375132
380,32,0.3,22,2,70,1.0000,80,59.00,0.446034
381,32,0.3,22,2,70,1.0000,81,5.00,0.086421
382,32,0.3,22,2,70,1.0000,82,13.00,0.261149
383,32,0.3,22,2,70,1.0000,83,64.00,0.797636
384,32,0.3,22,2,70,1.0000,84,16.00,0.197160
385,32,0.3,22,2,70,1.0000,85,60.00,0.962018
386,32,0.3,22,2,70,1.0000,86,55.00,0.527505
387,32,0.3,22,2,70,1.0000,87,64.00,0.119013
388,32,0.3,22,2,70,1.0000,88,42.00,0.082430
389,32,0.3,22,2,70,1.0000,89,6.00,0.579504
390,32,0.3,22,2,70,1.0000,90,63.00,0.139743
391,32,0.3,22,2,70,1.0000,91,56.00,0.312523
392,32,0.3,22,2,70,1.0000,92,15.00,1.035342
393,32,0.3,22,2,70,1.0000,93,13.00,0.555410
394,32,0.3,22,2,70,1.0000,94,50.00,1.010280
395,32,0.3,22,2,70,1.0000,95,14.00,0.359644
396,32,0.3,22,2,70,1.0000,96,5.00,0.196788
397,32,0.3,22,2,70,1.0000,97,54.00,0.777835
398,32,0.3,22,2,70,1.0000,98,13.00,0.130847
399,32,0.3,22,2,70,1.0000,99,34.00,0.462548
400,64,0.3,44,2,70,1.0000,0,107.00,0.730344
401,64,0.3,44,2,70,1.0000,1,101.00,0.518496
402,64,0.3,44,2,70,1.0000,2,26.00,1.078590
403,64,0.3,44,2,70,1.0000,3,6.00,0.131885
404,64,0.3,44,2,70,1.0000,4,102.00,0.199853
405,64,0.3,44,2,70,1.0000,5,98.00,0.144241
406,64,0.3,44,2,70,1.0000,6,16.00,0.688286
407,64,0.3,44,2,70,1.0000,7,30.00,0.581605
408,64,0.3,44,2,70,1.0000,8,14.00,0.527975
409,64,0.3,44,2,70,1.0000,9,20.00,0.132178
410,64,0.3,44,2,70,1.0000,10,3.00,0.250119
411,64,0.3,44,2,70,1.0000,11,80.00,0.259661
412,64,0.3,44,2,70,1.0000,12,102.00,0.977448
413,64,0.3,44,2,70,1.0000,13,105.00,0.285160
414,64,0.3,44,2,70,1.0000,14,99.00,0.384412
415,64,0.3,44,2,70,1.0000,15,15.00,0.696214
416,64,0.3,44,2,70,1.0000,16,100.00,0.306705
417,64,0.3,44,2,70,1.0000,17,106.00,1.151676
418,64,0.3,44,2,70,1.0000,18,34.00,0.789306
419,64,0.3,44,2,70,1.0000,19,101.00,0.239828
420,64,0.3,44,2,70,1.0000,20,107.00,0.265670
421,64,0.3,44,2,70,1.0000,21,98.00,0.695335
422,64,0.3,44,2,70,1.0000,22,101.00,1.459153
423,64,0.3,44,2,70,1.0000,23,101.00,0.171568
424,64,0.3,44,2,70,1.0000,24,101.00,0.466811
425,64,0.3,44,2,70,1.0000,25,62.00,0.011374
426,64,0.3,44,2,70,1.0000,26,110.00,0.690511
427,64,0.3,44,2,70,1.0000,27,110.00,0.379348
428,64,0.3,44,2,70,1.0000,28,58.00,0.510548
429,64,0.3,44,2,70,1.0000,29,11.00,0.291506
430,64,0.3,44,2,70,1.0000,30,98.00,0.106305
431,64,0.3,44,2,70,1.0000,31,109.00,0.467509
432,64,0.3,44,2,70,1.0000,32,103.00,0.244273
433,64,0.3,44,2,70,1.0000,33,15.00,0.394378
434,64,0.3,44,2,70,1.0000,34,7.00,0.232914
435,64,0.3,44,2,70,1.0000,35,41.00,0.667711
436,64,0.3,44,2,70,1.0000,36,109.00,0.373392
437,64,0.3,44,2,70,1.0000,37,4.00,0.264119
438,64,0.3,44,2,70,1.0000,38,101.00,0.139935
439,64,0.3,44,2,70,1.0000,39,101.00,0.762832
440,64,0.3,44,2,70,1.0000,40,103.00,0.050348
441,64,0.3,44,2,70,1.0000,41,103.00,0.161948
442,64,0.3,44,2,70,1.0000,42,80.00,0.284712
443,64,0.3,44,2,70,1.0000,43,102.00,0.096586
444,64,0.3,44,2,70,1.0000,44,101.00,0.203469
445,64,0.3,44,2,70,1.0000,45,99.00,0.156399
446,64,0.3,44,2,70,1.0000,46,94.00,0.263593
447,64,0.3,44,2,70,1.0000,47,81.00,0.276513
448,64,0.3,44,2,70,1.0000,48,85.00,0.191874
449,64,0.3,44,2,70,1.0000,49,78.00,0.280842
450,64,0.3,44,2,70,1.0000,50,112.00,0.171367
451,64,0.3,44,2,70,1.0000,51,11.00,0.481378
452,64,0.3,44,2,70,1.0000,52,105.00,0.314378
453,64,0.3,44,2,70,1.0000,53,102.00,0.304269
454,64,0.3,44,2,70,1.0000,54,78.00,0.218225
455,64,0.3,44,2,70,1.0000,55,93.00,0.379340
456,64,0.3,44,2,70,1.0000,56,100.00,0.099020
457,64,0.3,44,2,70,1.0000,57,112.00,0.173797
458,64,0.3,44,2,70,1.0000,58,102.00,0.404294
459,64,0.3,44,2,70,1.0000,59,98.00,0.145365
460,64,0.3,44,2,70,1.0000,60,76.00,1.178888
461,64,0.3,44,2,70,1.0000,61,106.00,0.509772
462,64,0.3,44,2,70,1.0000,62,100.00,0.059847
463,64,0.3,44,2,70,1.0000,63,40.00,0.186186
