index,n,epsilon,d,m,k,t,pr,bias_type,repeat,time_mu_s,model_error
5019,1000,0.10,900,2,170,1.2829,0.40,periodic,19,3207.00,0.794182
5020,1000,0.10,900,2,170,1.1679,0.40,periodic,20,3310.00,0.603526
5021,1000,0.10,900,2,170,1.3098,0.40,periodic,21,3229.00,0.818959
5022,1000,0.10,900,2,170,1.2215,0.40,periodic,22,3152.00,0.504697
5023,1000,0.10,900,2,170,1.3033,0.40,periodic,23,3256.00,0.946832
5024,1000,0.10,900,2,170,1.2981,0.40,periodic,24,3212.00,1.074597
5025,1000,0.10,900,2,170,1.2045,0.40,periodic,25,3215.00,1.042140
5026,1000,0.10,900,2,170,1.2782,0.40,periodic,26,3229.00,0.929224
5027,1000,0.10,900,2,170,1.2619,0.40,periodic,27,3298.00,0.853894
5028,1000,0.10,900,2,170,1.2495,0.40,periodic,28,3207.00,0.947035
5029,1000,0.10,900,2,170,1.2409,0.40,periodic,29,3261.00,0.863863
5030,1000,0.10,900,2,170,1.2675,0.40,periodic,30,3256.00,0.860721
5031,1000,0.10,900,2,170,1.2297,0.40,periodic,31,3241.00,0.753680
5032,1000,0.10,900,2,170,1.2934,0.40,periodic,32,3341.00,0.850902
5033,1000,0.10,900,2,170,1.3066,0.40,periodic,33,3140.00,0.769664
5034,1000,0.10,900,2,170,1.2633,0.40,periodic,34,3266.00,0.763528
5035,1000,0.10,900,2,170,1.2918,0.40,periodic,35,3260.00,0.723945
5036,1000,0.10,900,2,170,1.2544,0.40,periodic,36,3237.00,0.879164
5037,1000,0.10,900,2,170,1.2362,0.40,periodic,37,3250.00,0.862958
5038,1000,0.10,900,2,170,1.2663,0.40,periodic,38,3229.00,0.804702
5039,1000,0.10,900,2,170,1.2173,0.40,periodic,39,3247.00,0.858610
5040,1000,0.10,900,2,170,1.2171,0.40,periodic,40,3187.00,0.839633
5041,1000,0.10,900,2,170,1.2594,0.40,periodic,41,3329.00,0.841739
5042,1000,0.10,900,2,170,1.2645,0.40,periodic,42,3254.00,0.765694
5043,1000,0.10,900,2,170,1.2922,0.40,periodic,43,3329.00,0.733930
5044,1000,0.10,900,2,170,1.2452,0.40,periodic,44,3310.00,0.946814
5045,1000,0.10,900,2,170,1.2354,0.40,periodic,45,3342.00,0.750815
5046,1000,0.10,900,2,170,1.2504,0.40,periodic,46,3317.00,1.000087
5047,1000,0.10,900,2,170,1.2636,0.40,periodic,47,3261.00,0.872613
5048,1000,0.10,900,2,170,1.2664,0.40,periodic,48,3288.00,0.888963
5049,1000,0.10,900,2,170,1.2845,0.40,periodic,49,3299.00,0.939554
5050,1000,0.10,900,2,170,1.3041,0.40,periodic,50,3293.00,0.712513
5051,1000,0.10,900,2,170,1.2385,0.40,periodic,51,3193.00,0.718775
5052,1000,0.10,900,2,170,1.2899,0.40,periodic,52,3245.00,0.850733
5053,1000,0.10,900,2,170,1.3011,0.40,periodic,53,3306.00,0.805844
5054,1000,0.10,900,2,170,1.2932,0.40,periodic,54,3256.00,0.878034
5055,1000,0.10,900,2,170,1.2877,0.40,periodic,55,3331.00,0.961026
5056,1000,0.10,900,2,170,1.2176,0.40,periodic,56,3304.00,0.976194
5057,1000,0.10,900,2,170,1.2311,0.40,periodic,57,3356.00,0.723028
5058,1000,0.10,900,2,170,1.2525,0.40,periodic,58,3328.00,0.852699
5059,1000,0.10,900,2,170,1.2072,0.40,periodic,59,3305.00,1.055441
5060,1000,0.10,900,2,170,1.2782,0.40,periodic,60,3279.00,0.819218
5061,1000,0.10,900,2,170,1.2420,0.40,periodic,61,3254.00,0.808594
5062,1000,0.10,900,2,170,1.2696,0.40,periodic,62,3150.00,0.921875
5063,1000,0.10,900,2,170,1.2739,0.40,periodic,63,3239.00,0.895597
5064,1000,0.10,900,2,170,1.1713,0.40,periodic,64,3273.00,0.624885
5065,1000,0.10,900,2,170,1.2761,0.40,periodic,65,3369.00,0.803891
5066,1000,0.10,900,2,170,1.2690,0.40,periodic,66,3232.00,0.804428
5067,1000,0.10,900,2,170,1.1792,0.40,periodic,67,3231.00,0.885567
5068,1000,0.10,900,2,170,1.2467,0.40,periodic,68,3269.00,0.946563
5069,1000,0.10,900,2,170,1.2719,0.40,periodic,69,3296.00,0.888465
5070,1000,0.10,900,2,170,1.2826,0.40,periodic,70,3259.00,0.850363
5071,1000,0.10,900,2,170,1.2412,0.40,periodic,71,3264.00,0.830064
5072,1000,0.10,900,2,170,1.2998,0.40,periodic,72,3250.00,0.727881
5073,1000,0.10,900,2,170,1.2774,0.40,periodic,73,3219.00,0.795352
5074,1000,0.10,900,2,170,1.3224,0.40,periodic,74,3328.00,0.807055
5075,1000,0.10,900,2,170,1.2787,0.40,periodic,75,3253.00,0.797474
5076,1000,0.10,900,2,170,1.2402,0.40,periodic,76,3277.00,0.942483
5077,1000,0.10,900,2,170,1.2767,0.40,periodic,77,3269.00,0.586859
5078,1000,0.10,900,2,170,1.2512,0.40,periodic,78,3278.00,0.859841
5079,1000,0.10,900,2,170,1.2604,0.40,periodic,79,3231.00,0.932399
5080,1000,0.10,900,2,170,1.2195,0.40,periodic,80,3252.00,0.636903
5081,1000,0.10,900,2,170,1.2316,0.40,periodic,81,3219.00,1.000632
5082,1000,0.10,900,2,170,1.2691,0.40,periodic,82,3175.00,0.731836
5083,1000,0.10,900,2,170,1.2563,0.40,periodic,83,3194.00,0.694317
5084,1000,0.10,900,2,170,1.2509,0.40,periodic,84,3246.00,0.721996
5085,1000,0.10,900,2,170,1.3089,0.40,periodic,85,3296.00,1.005959
5086,1000,0.10,900,2,170,1.2414,0.40,periodic,86,3322.00,0.913813
5087,1000,0.10,900,2,170,1.2738,0.40,periodic,87,3199.00,0.992631
5088,1000,0.10,900,2,170,1.2602,0.40,periodic,88,3381.00,1.041796
5089,1000,0.10,900,2,170,1.2283,0.40,periodic,89,3329.00,1.090507
5090,1000,0.10,900,2,170,1.2410,0.40,periodic,90,3244.00,0.793973
5091,1000,0.10,900,2,170,1.2768,0.40,periodic,91,3336.00,0.754293
5092,1000,0.10,900,2,170,1.2840,0.40,periodic,92,3223.00,0.949135
5093,1000,0.10,900,2,170,1.2655,0.40,periodic,93,3320.00,0.853646
5094,1000,0.10,900,2,170,1.2438,0.40,periodic,94,3276.00,1.013071
5095,1000,0.10,900,2,170,1.2529,0.40,periodic,95,3274.00,0.756672
5096,1000,0.10,900,2,170,1.2803,0.40,periodic,96,3306.00,0.820871
5097,1000,0.10,900,2,170,1.2530,0.40,periodic,97,3300.00,0.802543
5098,1000,0.10,900,2,170,1.2712,0.40,periodic,98,3265.00,0.825386
5099,1000,0.10,900,2,170,1.2937,0.40,periodic,99,3313.00,0.775988
5100,1000,0.10,900,2,170,1.2694,0.45,periodic,0,3306.00,1.034191
5101,1000,0.10,900,2,170,1.3135,0.45,periodic,1,3270.00,1.066253
5102,1000,0.10,900,2,170,1.2659,0.45,periodic,2,3269.00,1.084064
5103,1000,0.10,900,2,170,1.3039,0.45,periodic,3,3247.00,1.108987
5104,1000,0.10,900,2,170,1.2984,0.45,periodic,4,3254.00,0.921951
5105,1000,0.10,900,2,170,1.2544,0.45,periodic,5,3275.00,0.993816
5106,1000,0.10,900,2,170,1.2999,0.45,periodic,6,3266.00,1.146746
5107,1000,0.10,900,2,170,1.2787,0.45,periodic,7,3296.00,1.189004
5108,1000,0.10,900,2,170,1.2881,0.45,periodic,8,3366.00,0.875326
5109,1000,0.10,900,2,170,1.2775,0.45,periodic,9,3253.00,0.797866
5110,1000,0.10,900,2,170,1.3160,0.45,periodic,10,3235.00,1.095075
5111,1000,0.10,900,2,170,1.3353,0.45,periodic,11,3290.00,1.064307
5112,1000,0.10,900,2,170,1.2897,0.45,periodic,12,3226.00,0.953136
5113,1000,0.10,900,2,170,1.2799,0.45,periodic,13,3299.00,0.797038
5114,1000,0.10,900,2,170,1.2949,0.45,periodic,14,3282.00,1.040032
5115,1000,0.10,900,2,170,1.2493,0.45,periodic,15,3167.00,1.070322
5116,1000,0.10,900,2,170,1.2816,0.45,periodic,16,3225.00,0.957956
5117,1000,0.10,900,2,170,1.2540,0.45,periodic,17,3379.00,1.223512
5118,1000,0.10,900,2,170,1.3221,0.45,periodic,18,3268.00,0.984538
5119,1000,0.10,900,2,170,1.3293,0.45,periodic,19,3270.00,0.939126
5120,1000,0.10,900,2,170,1.2846,0.45,periodic,20,3260.00,1.064811
5121,1000,0.10,900,2,170,1.2446,0.45,periodic,21,3250.00,1.068704
5122,1000,0.10,900,2,170,1.2501,0.45,periodic,22,3257.00,0.976190
5123,1000,0.10,900,2,170,1.2726,0.45,periodic,23,3222.00,0.823774
5124,1000,0.10,900,2,170,1.2962,0.45,periodic,24,3264.00,0.846314
5125,1000,0.10,900,2,170,1.2349,0.45,periodic,25,3274.00,0.893381
5126,1000,0.10,900,2,170,1.2744,0.45,periodic,26,3298.00,1.129313
5127,1000,0.10,900,2,170,1.2862,0.45,periodic,27,3334.00,0.988213
5128,1000,0.10,900,2,170,1.3474,0.45,periodic,28,3290.00,0.774443
5129,1000,0.10,900,2,170,1.2759,0.45,periodic,29,3228.00,0.847088
5130,1000,0.10,900,2,170,1.2842,0.45,periodic,30,3331.00,0.816348
5131,1000,0.10,900,2,170,1.2524,0.45,periodic,31,3333.00,0.904715
5132,1000,0.10,900,2,170,1.3029,0.45,periodic,32,3262.00,0.926402
5133,1000,0.10,900,2,170,1.2527,0.45,periodic,33,3200.00,1.009917
5134,1000,0.10,900,2,170,1.3088,0.45,periodic,34,3305.00,1.167785
5135,1000,0.10,900,2,170,1.2878,0.45,periodic,35,3287.00,1.110785
5136,1000,0.10,900,2,170,1.2704,0.45,periodic,36,3290.00,0.903578
5137,1000,0.10,900,2,170,1.2572,0.45,periodic,37,3277.00,0.988703
5138,1000,0.10,900,2,170,1.2668,0.45,periodic,38,3260.00,0.770042
5139,1000,0.10,900,2,170,1.3044,0.45,periodic,39,3220.00,1.038867
5140,1000,0.10,900,2,170,1.2964,0.45,periodic,40,3280.00,1.133141
5141,1000,0.10,900,2,170,1.2762,0.45,periodic,41,3269.00,1.127166
5142,1000,0.10,900,2,170,1.3052,0.45,periodic,42,3208.00,0.926941
5143,1000,0.10,900,2,170,1.3508,0.45,periodic,43,3344.00,0.946602
5144,1000,0.10,900,2,170,1.2449,0.45,periodic,44,3344.00,0.940149
5145,1000,0.10,900,2,170,1.3102,0.45,periodic,45,3357.00,1.131464
5146,1000,0.10,900,2,170,1.2973,0.45,periodic,46,3178.00,0.932603
5147,1000,0.10,900,2,170,1.3189,0.45,periodic,47,3269.00,0.931270
5148,1000,0.10,900,2,170,1.2291,0.45,periodic,48,3228.00,0.818104
5149,1000,0.10,900,2,170,1.2482,0.45,periodic,49,3283.00,0.862909
5150,1000,0.10,900,2,170,1.2768,0.45,periodic,50,3237.00,0.917417
5151,1000,0.10,900,2,170,1.2707,0.45,periodic,51,3217.00,0.883726
5152,1000,0.10,900,2,170,1.2720,0.45,periodic,52,3306.00,1.105722
5153,1000,0.10,900,2,170,1.2863,0.45,periodic,53,3263.00,0.962102
5154,1000,0.10,900,2,170,1.2584,0.45,periodic,54,3287.00,0.893817
5155,1000,0.10,900,2,170,1.2844,0.45,periodic,55,3235.00,0.804038
5156,1000,0.10,900,2,170,1.2892,0.45,periodic,56,3268.00,0.877883
5157,1000,0.10,900,2,170,1.2981,0.45,periodic,57,3252.00,0.819066
5158,1000,0.10,900,2,170,1.2259,0.45,periodic,58,3265.00,0.948716
5159,1000,0.10,900,2,170,1.2537,0.45,periodic,59,3247.00,1.108062
5160,1000,0.10,900,2,170,1.3305,0.45,periodic,60,3253.00,0.978179
5161,1000,0.10,900,2,170,1.2499,0.45,periodic,61,3334.00,0.941138
5162,1000,0.10,900,2,170,1.2765,0.45,periodic,62,3194.00,1.116612
5163,1000,0.10,900,2,170,1.2980,0.45,periodic,63,3332.00,1.038892
5164,1000,0.10,900,2,170,1.2606,0.45,periodic,64,3305.00,0.901154
5165,1000,0.10,900,2,170,1.3271,0.45,periodic,65,3237.00,1.062339
5166,1000,0.10,900,2,170,1.2613,0.45,periodic,66,3327.00,0.829453
5167,1000,0.10,900,2,170,1.2497,0.45,periodic,67,3307.00,1.083299
5168,1000,0.10,900,2,170,1.2688,0.45,periodic,68,3320.00,1.053839
5169,1000,0.10,900,2,170,1.3248,0.45,periodic,69,3200.00,0.879862
5170,1000,0.10,900,2,170,1.3029,0.45,periodic,70,3277.00,0.901808
5171,1000,0.10,900,2,170,1.2588,0.45,periodic,71,3234.00,0.883141
5172,1000,0.10,900,2,170,1.3300,0.45,periodic,72,3332.00,1.140964
5173,1000,0.10,900,2,170,1.2328,0.45,periodic,73,3295.00,0.866562
5174,1000,0.10,900,2,170,1.2950,0.45,periodic,74,3239.00,0.886530
5175,1000,0.10,900,2,170,1.2507,0.45,periodic,75,3207.00,0.916855
5176,1000,0.10,900,2,170,1.2768,0.45,periodic,76,3258.00,0.866489
5177,1000,0.10,900,2,170,1.2634,0.45,periodic,77,3338.00,1.189307
5178,1000,0.10,900,2,170,1.2833,0.45,periodic,78,3276.00,1.129324
5179,1000,0.10,900,2,170,1.3408,0.45,periodic,79,3304.00,0.911310
5180,1000,0.10,900,2,170,1.2983,0.45,periodic,80,3142.00,0.978693
5181,1000,0.10,900,2,170,1.2732,0.45,periodic,81,3364.00,0.886206
5182,1000,0.10,900,2,170,1.2663,0.45,periodic,82,3260.00,0.906718
5183,1000,0.10,900,2,170,1.2355,0.45,periodic,83,3308.00,0.957524
5184,1000,0.10,900,2,170,1.3486,0.45,periodic,84,3235.00,1.028066
5185,1000,0.10,900,2,170,1.3027,0.45,periodic,85,3207.00,0.999382
5186,1000,0.10,900,2,170,1.3086,0.45,periodic,86,3187.00,0.844008
5187,1000,0.10,900,2,170,1.2911,0.45,periodic,87,3309.00,0.987593
5188,1000,0.10,900,2,170,1.3369,0.45,periodic,88,3241.00,0.935362
5189,1000,0.10,900,2,170,1.2901,0.45,periodic,89,3215.00,0.959337
5190,1000,0.10,900,2,170,1.2720,0.45,periodic,90,3295.00,0.920819
5191,1000,0.10,900,2,170,1.2848,0.45,periodic,91,3255.00,0.852460
5192,1000,0.10,900,2,170,1.3065,0.45,periodic,92,3260.00,0.926821
5193,1000,0.10,900,2,170,1.2437,0.45,periodic,93,3241.00,0.935163
5194,1000,0.10,900,2,170,1.3131,0.45,periodic,94,3276.00,1.150307
5195,1000,0.10,900,2,170,1.2740,0.45,periodic,95,3193.00,0.831191
5196,1000,0.10,900,2,170,1.3038,0.45,periodic,96,3347.00,0.955649
5197,1000,0.10,900,2,170,1.2869,0.45,periodic,97,3218.00,1.100199
5198,1000,0.10,900,2,170,1.2208,0.45,periodic,98,3285.00,1.005659
5199,1000,0.10,900,2,170,1.2441,0.45,periodic,99,3268.00,0.869329
5200,1000,0.10,900,2,170,1.2793,0.50,periodic,0,3236.00,1.057909
5201,1000,0.10,900,2,170,1.3440,0.50,periodic,1,3223.00,1.138296
5202,1000,0.10,900,2,170,1.3313,0.50,periodic,2,3322.00,1.093537
5203,1000,0.10,900,2,170,1.2733,0.50,periodic,3,3300.00,1.043283
5204,1000,0.10,900,2,170,1.3059,0.50,periodic,4,3290.00,0.891805
5205,1000,0.10,900,2,170,1.2787,0.50,periodic,5,3257.00,1.267749
5206,1000,0.10,900,2,170,1.2884,0.50,periodic,6,3266.00,0.933404
5207,1000,0.10,900,2,170,1.2911,0.50,periodic,7,3201.00,1.212227
5208,1000,0.10,900,2,170,1.2807,0.50,periodic,8,3273.00,0.987720
5209,1000,0.10,900,2,170,1.3342,0.50,periodic,9,3303.00,1.050767
5210,1000,0.10,900,2,170,1.2747,0.50,periodic,10,3212.00,0.976814
5211,1000,0.10,900,2,170,1.2173,0.50,periodic,11,3291.00,0.956143
5212,1000,0.10,900,2,170,1.2968,0.50,periodic,12,3247.00,1.231423
5213,1000,0.10,900,2,170,1.3192,0.50,periodic,13,3215.00,1.046972
5214,1000,0.10,900,2,170,1.3370,0.50,periodic,14,3284.00,0.961103
5215,1000,0.10,900,2,170,1.3359,0.50,periodic,15,3333.00,0.969314
5216,1000,0.10,900,2,170,1.3337,0.50,periodic,16,3381.00,1.092224
5217,1000,0.10,900,2,170,1.3386,0.50,periodic,17,3208.00,1.068722
5218,1000,0.10,900,2,170,1.2961,0.50,periodic,18,3359.00,1.400741
5219,1000,0.10,900,2,170,1.2988,0.50,periodic,19,3217.00,0.977089
5220,1000,0.10,900,2,170,1.2697,0.50,periodic,20,3273.00,0.862341
5221,1000,0.10,900,2,170,1.3596,0.50,periodic,21,3260.00,1.294098
5222,1000,0.10,900,2,170,1.2908,0.50,periodic,22,3195.00,1.043029
5223,1000,0.10,900,2,170,1.2854,0.50,periodic,23,3227.00,1.046382
5224,1000,0.10,900,2,170,1.2969,0.50,periodic,24,3253.00,1.034708
5225,1000,0.10,900,2,170,1.2390,0.50,periodic,25,3328.00,1.178923
5226,1000,0.10,900,2,170,1.2667,0.50,periodic,26,3330.00,1.022119
5227,1000,0.10,900,2,170,1.2692,0.50,periodic,27,3267.00,1.019644
5228,1000,0.10,900,2,170,1.2735,0.50,periodic,28,3130.00,1.141768
5229,1000,0.10,900,2,170,1.2744,0.50,periodic,29,3264.00,1.069659
5230,1000,0.10,900,2,170,1.2802,0.50,periodic,30,3161.00,0.838377
5231,1000,0.10,900,2,170,1.2941,0.50,periodic,31,3225.00,1.120633
5232,1000,0.10,900,2,170,1.3089,0.50,periodic,32,3230.00,1.165531
5233,1000,0.10,900,2,170,1.3234,0.50,periodic,33,3278.00,1.180889
5234,1000,0.10,900,2,170,1.3225,0.50,periodic,34,3293.00,0.903327
5235,1000,0.10,900,2,170,1.3053,0.50,periodic,35,3316.00,1.247574
5236,1000,0.10,900,2,170,1.2734,0.50,periodic,36,3272.00,1.123864
5237,1000,0.10,900,2,170,1.2560,0.50,periodic,37,3284.00,1.148355
5238,1000,0.10,900,2,170,1.3553,0.50,periodic,38,3206.00,0.993533
5239,1000,0.10,900,2,170,1.3044,0.50,periodic,39,3211.00,0.967902
5240,1000,0.10,900,2,170,1.2650,0.50,periodic,40,3300.00,1.114555
5241,1000,0.10,900,2,170,1.2579,0.50,periodic,41,3259.00,0.943521
5242,1000,0.10,900,2,170,1.3317,0.50,periodic,42,3289.00,0.967056
5243,1000,0.10,900,2,170,1.2717,0.50,periodic,43,3230.00,1.143532
5244,1000,0.10,900,2,170,1.3040,0.50,periodic,44,3298.00,1.047646
5245,1000,0.10,900,2,170,1.2949,0.50,periodic,45,3176.00,1.078513
5246,1000,0.10,900,2,170,1.2971,0.50,periodic,46,3227.00,1.102722
5247,1000,0.10,900,2,170,1.3088,0.50,periodic,47,3291.00,1.298156
5248,1000,0.10,900,2,170,1.3257,0.50,periodic,48,3249.00,0.828853
5249,1000,0.10,900,2,170,1.3095,0.50,periodic,49,3209.00,0.983333
5250,1000,0.10,900,2,170,1.2781,0.50,periodic,50,3251.00,1.074301
5251,1000,0.10,900,2,170,1.2543,0.50,periodic,51,3370.00,1.162463
5252,1000,0.10,900,2,170,1.2809,0.50,periodic,52,3267.00,0.985757
5253,1000,0.10,900,2,170,1.2945,0.50,periodic,53,3303.00,1.040031
5254,1000,0.10,900,2,170,1.3146,0.50,periodic,54,3207.00,0.902971
5255,1000,0.10,900,2,170,1.2502,0.50,periodic,55,3231.00,0.889959
5256,1000,0.10,900,2,170,1.3281,0.50,periodic,56,3355.00,1.005701
5257,1000,0.10,900,2,170,1.2313,0.50,periodic,57,3251.00,1.141820
5258,1000,0.10,900,2,170,1.2969,0.50,periodic,58,3235.00,1.348070
5259,1000,0.10,900,2,170,1.2574,0.50,periodic,59,3232.00,0.984491
5260,1000,0.10,900,2,170,1.3341,0.50,periodic,60,3122.00,1.156447
5261,1000,0.10,900,2,170,1.2785,0.50,periodic,61,3167.00,1.125899
5262,1000,0.10,900,2,170,1.3001,0.50,periodic,62,3162.00,1.185118
5263,1000,0.10,900,2,170,1.2786,0.50,periodic,63,3290.00,1.284958
5264,1000,0.10,900,2,170,1.2741,0.50,periodic,64,3319.00,1.097422
5265,1000,0.10,900,2,170,1.3110,0.50,periodic,65,3257.00,0.900071
5266,1000,0.10,900,2,170,1.3127,0.50,periodic,66,3258.00,1.040470
5267,1000,0.10,900,2,170,1.2856,0.50,periodic,67,3311.00,0.934371
5268,1000,0.10,900,2,170,1.2709,0.50,periodic,68,3190.00,0.976729
5269,1000,0.10,900,2,170,1.3181,0.50,periodic,69,3337.00,1.338647
5270,1000,0.10,900,2,170,1.3110,0.50,periodic,70,3285.00,0.994019
5271,1000,0.10,900,2,170,1.2759,0.50,periodic,71,3320.00,0.959132
5272,1000,0.10,900,2,170,1.2702,0.50,periodic,72,3296.00,1.265658
5273,1000,0.10,900,2,170,1.3669,0.50,periodic,73,3190.00,0.974500
5274,1000,0.10,900,2,170,1.2591,0.50,periodic,74,3230.00,1.258470
5275,1000,0.10,900,2,170,1.2774,0.50,periodic,75,3197.00,1.053025
5276,1000,0.10,900,2,170,1.3281,0.50,periodic,76,3174.00,1.263599
5277,1000,0.10,900,2,170,1.2642,0.50,periodic,77,3208.00,0.916165
5278,1000,0.10,900,2,170,1.2666,0.50,periodic,78,3227.00,1.071528
5279,1000,0.10,900,2,170,1.3514,0.50,periodic,79,3294.00,1.208504
5280,1000,0.10,900,2,170,1.3457,0.50,periodic,80,3228.00,1.239812
5281,1000,0.10,900,2,170,1.2835,0.50,periodic,81,3306.00,1.168018
5282,1000,0.10,900,2,170,1.2577,0.50,periodic,82,3236.00,1.012617
5283,1000,0.10,900,2,170,1.2445,0.50,periodic,83,3220.00,1.046760
5284,1000,0.10,900,2,170,1.2677,0.50,periodic,84,3169.00,1.038622
5285,1000,0.10,900,2,170,1.2659,0.50,periodic,85,3371.00,0.982976
5286,1000,0.10,900,2,170,1.2674,0.50,periodic,86,3211.00,1.047064
5287,1000,0.10,900,2,170,1.3121,0.50,periodic,87,3263.00,1.076218
5288,1000,0.10,900,2,170,1.2658,0.50,periodic,88,3346.00,1.057018
5289,1000,0.10,900,2,170,1.2650,0.50,periodic,89,3291.00,0.997821
5290,1000,0.10,900,2,170,1.3538,0.50,periodic,90,3247.00,0.957943
5291,1000,0.10,900,2,170,1.2659,0.50,periodic,91,3235.00,0.954273
5292,1000,0.10,900,2,170,1.2785,0.50,periodic,92,3214.00,0.863391
5293,1000,0.10,900,2,170,1.2737,0.50,periodic,93,3230.00,1.204242
5294,1000,0.10,900,2,170,1.3217,0.50,periodic,94,3205.00,1.180179
5295,1000,0.10,900,2,170,1.2334,0.50,periodic,95,3179.00,0.975303
5296,1000,0.10,900,2,170,1.2735,0.50,periodic,96,3354.00,0.804882
5297,1000,0.10,900,2,170,1.3398,0.50,periodic,97,3279.00,0.962993
5298,1000,0.10,900,2,170,1.3215,0.50,periodic,98,3278.00,1.282870
5299,1000,0.10,900,2,170,1.2476,0.50,periodic,99,3245.00,1.162423
5300,1000,0.10,900,2,170,1.3014,0.55,periodic,0,3355.00,1.176070
5301,1000,0.10,900,2,170,1.3426,0.55,periodic,1,3282.00,1.165627
5302,1000,0.10,900,2,170,1.2827,0.55,periodic,2,3193.00,1.448148
5303,1000,0.10,900,2,170,1.2966,0.55,periodic,3,3216.00,1.168960
5304,1000,0.10,900,2,170,1.3090,0.55,periodic,4,3201.00,1.308138
5305,1000,0.10,900,2,170,1.2896,0.55,periodic,5,3207.00,1.299483
5306,1000,0.10,900,2,170,1.3228,0.55,periodic,6,3274.00,1.363934
5307,1000,0.10,900,2,170,1.3549,0.55,periodic,7,3175.00,1.153270
5308,1000,0.10,900,2,170,1.3116,0.55,periodic,8,3242.00,1.345825
5309,1000,0.10,900,2,170,1.3001,0.55,periodic,9,3180.00,1.149545
5310,1000,0.10,900,2,170,1.3414,0.55,periodic,10,3295.00,1.038414
5311,1000,0.10,900,2,170,1.2839,0.55,periodic,11,3286.00,1.233915
5312,1000,0.10,900,2,170,1.3126,0.55,periodic,12,3224.00,1.060108
5313,1000,0.10,900,2,170,1.3428,0.55,periodic,13,3232.00,0.978449
5314,1000,0.10,900,2,170,1.3098,0.55,periodic,14,3326.00,1.021667
5315,1000,0.10,900,2,170,1.3339,0.55,periodic,15,3245.00,1.091647
5316,1000,0.10,900,2,170,1.3155,0.55,periodic,16,3281.00,1.229712
5317,1000,0.10,900,2,170,1.3343,0.55,periodic,17,3274.00,1.201811
5318,1000,0.10,900,2,170,1.3293,0.55,periodic,18,3218.00,1.191489
5319,1000,0.10,900,2,170,1.3307,0.55,periodic,19,3302.00,1.271313
5320,1000,0.10,900,2,170,1.3109,0.55,periodic,20,3250.00,1.039314
5321,1000,0.10,900,2,170,1.2847,0.55,periodic,21,3347.00,1.210211
5322,1000,0.10,900,2,170,1.2749,0.55,periodic,22,3236.00,1.203187
5323,1000,0.10,900,2,170,1.2765,0.55,periodic,23,3258.00,1.308468
5324,1000,0.10,900,2,170,1.3119,0.55,periodic,24,3230.00,0.984155
5325,1000,0.10,900,2,170,1.3222,0.55,periodic,25,3324.00,1.171978
5326,1000,0.10,900,2,170,1.3452,0.55,periodic,26,3285.00,1.323811
5327,1000,0.10,900,2,170,1.3689,0.55,periodic,27,3207.00,1.310608
5328,1000,0.10,900,2,170,1.3326,0.55,periodic,28,3266.00,1.309494
5329,1000,0.10,900,2,170,1.3013,0.55,periodic,29,3253.00,1.144833
5330,1000,0.10,900,2,170,1.3071,0.55,periodic,30,3257.00,1.205588
5331,1000,0.10,900,2,170,1.3638,0.55,periodic,31,3296.00,1.238477
5332,1000,0.10,900,2,170,1.3280,0.55,periodic,32,3265.00,1.244036
5333,1000,0.10,900,2,170,1.3453,0.55,periodic,33,3240.00,1.162882
5334,1000,0.10,900,2,170,1.3001,0.55,periodic,34,3194.00,1.310034
5335,1000,0.10,900,2,170,1.2848,0.55,periodic,35,3237.00,1.229912
5336,1000,0.10,900,2,170,1.2708,0.55,periodic,36,3327.00,1.255335
5337,1000,0.10,900,2,170,1.3017,0.55,periodic,37,3234.00,1.085427
5338,1000,0.10,900,2,170,1.3464,0.55,periodic,38,3238.00,1.013242
5339,1000,0.10,900,2,170,1.3164,0.55,periodic,39,3354.00,1.137844
5340,1000,0.10,900,2,170,1.3089,0.55,periodic,40,3153.00,1.194918
5341,1000,0.10,900,2,170,1.2943,0.55,periodic,41,3317.00,1.219483
5342,1000,0.10,900,2,170,1.3369,0.55,periodic,42,3219.00,1.192402
5343,1000,0.10,900,2,170,1.2982,0.55,periodic,43,3231.00,1.083946
5344,1000,0.10,900,2,170,1.2585,0.55,periodic,44,3269.00,1.173364
5345,1000,0.10,900,2,170,1.2746,0.55,periodic,45,3191.00,1.088903
5346,1000,0.10,900,2,170,1.2916,0.55,periodic,46,3248.00,1.140705
5347,1000,0.10,900,2,170,1.3047,0.55,periodic,47,3278.00,1.086203
5348,1000,0.10,900,2,170,1.3046,0.55,periodic,48,3254.00,1.093801
5349,1000,0.10,900,2,170,1.3105,0.55,periodic,49,3237.00,1.137943
5350,1000,0.10,900,2,170,1.2860,0.55,periodic,50,3249.00,1.295556
5351,1000,0.10,900,2,170,1.2983,0.55,periodic,51,3260.00,1.278775
5352,1000,0.10,900,2,170,1.2744,0.55,periodic,52,3293.00,1.144537
5353,1000,0.10,900,2,170,1.3191,0.55,periodic,53,3256.00,1.350041
5354,1000,0.10,900,2,170,1.2931,0.55,periodic,54,3356.00,1.305849
5355,1000,0.10,900,2,170,1.2621,0.55,periodic,55,3278.00,1.105389
5356,1000,0.10,900,2,170,1.3350,0.55,periodic,56,3231.00,1.341777
5357,1000,0.10,900,2,170,1.2523,0.55,periodic,57,3304.00,1.155115
5358,1000,0.10,900,2,170,1.3303,0.55,periodic,58,3118.00,1.216712
